,date,emissions,demand,Natural gas,Large hydro,Imports,Batteries,Nuclear,Coal,Other,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,total generated
00:00,20221112,8079,22291.0,14108,1075,4101,131,1130,2,0,4,535,949,241,213,111,22600
00:05,20221112,7997,22389.0,14092,951,3889,643,1130,2,0,4,533,949,242,213,111,22759
00:10,20221112,7915,22412.0,14040,912,3715,840,1130,2,0,4,517,949,242,213,113,22677
00:15,20221112,7874,22358.0,14157,933,3641,826,1130,3,0,4,507,949,242,213,115,22720
00:20,20221112,7876,22316.0,14057,874,3668,834,1130,3,0,4,506,949,240,213,118,22596
00:25,20221112,7852,22244.0,14108,841,3649,822,1130,3,0,5,494,948,240,213,118,22571
00:30,20221112,7878,22150.0,14112,846,3682,749,1130,2,0,4,484,947,237,214,118,22525
00:35,20221112,7870,22087.0,14086,826,3584,807,1130,2,0,4,487,948,238,214,118,22444
00:40,20221112,7826,22026.0,14077,816,3577,766,1130,2,0,3,500,946,239,213,118,22387
00:45,20221112,7828,21973.0,14100,814,3582,690,1130,2,0,2,518,947,239,214,117,22355
00:50,20221112,7839,21904.0,14110,813,3701,508,1130,2,0,3,534,947,237,214,117,22316
00:55,20221112,7901,21827.0,14102,809,3740,398,1130,2,0,3,548,947,238,214,116,22247
01:00,20221112,7902,21739.0,14091,812,3663,362,1130,2,0,6,576,948,239,214,115,22158
01:05,20221112,7904,21697.0,14282,862,3736,196,1129,2,0,5,592,948,240,214,115,22321
01:10,20221112,7984,21649.0,14222,892,3715,182,1129,3,0,3,604,949,238,214,114,22265
01:15,20221112,7921,21589.0,14085,907,3655,189,1129,3,0,3,607,947,238,214,115,22092
01:20,20221112,7861,21520.0,13967,894,3636,226,1129,3,0,4,603,948,239,214,116,21979
01:25,20221112,7794,21482.0,13896,890,3645,230,1130,3,0,3,593,947,239,214,117,21907
01:30,20221112,7780,21414.0,13856,892,3672,166,1129,3,0,3,591,948,239,214,118,21831
01:35,20221112,7761,21366.0,13845,889,3576,211,1129,3,0,4,577,947,239,213,118,21751
01:40,20221112,7717,21285.0,13896,891,3544,189,1129,3,0,4,568,947,239,214,118,21742
01:45,20221112,7722,21246.0,13852,886,3431,309,1129,3,0,4,552,947,237,214,117,21681
01:50,20221112,7650,21180.0,13852,887,3337,348,1129,3,0,3,538,946,239,213,115,21610
01:55,20221112,7622,21127.0,13783,887,3305,366,1128,3,0,4,536,947,240,214,115,21528
02:00,20221112,7565,21088.0,13775,886,3279,394,1128,3,0,3,532,947,240,214,116,21517
02:05,20221112,7560,21048.0,13645,820,3263,480,1128,3,0,3,526,947,240,214,116,21385
02:10,20221112,7488,21047.0,13551,779,3273,586,1128,3,0,4,541,945,241,214,119,21384
02:15,20221112,7452,21007.0,13451,784,3203,716,1129,3,0,3,554,947,241,214,119,21364
02:20,20221112,7388,20985.0,13354,771,3270,712,1129,3,0,3,558,947,240,214,119,21320
02:25,20221112,7380,20929.0,13324,766,3265,703,1129,3,0,2,570,947,239,214,119,21281
02:30,20221112,7366,20903.0,13330,767,3231,694,1128,3,0,2,588,947,239,214,120,21263
02:35,20221112,7349,20833.0,13324,763,3163,689,1128,2,0,3,605,947,239,214,118,21195
02:40,20221112,7321,20816.0,13377,751,3179,630,1129,2,0,2,618,947,240,214,116,21205
02:45,20221112,7365,20764.0,13407,747,3216,560,1129,2,0,2,616,947,241,214,115,21196
02:50,20221112,7381,20763.0,13388,702,3269,539,1129,2,0,3,636,948,243,214,115,21188
02:55,20221112,7405,20697.0,13432,684,3261,466,1129,3,0,3,674,949,243,214,115,21173
03:00,20221112,7418,20671.0,13553,503,3422,434,1130,3,0,3,710,949,244,214,116,21281
03:05,20221112,7561,20679.0,13838,396,3436,504,1129,2,0,2,734,949,245,213,117,21565
03:10,20221112,7694,20693.0,13776,415,3386,533,1129,2,0,3,764,948,245,214,116,21531
03:15,20221112,7591,20661.0,13747,422,3181,663,1129,2,0,3,785,949,246,213,116,21456
03:20,20221112,7510,20638.0,13738,421,3137,671,1129,2,0,3,807,949,246,214,116,21433
03:25,20221112,7495,20638.0,13742,417,3142,658,1129,2,0,2,820,949,245,213,116,21435
03:30,20221112,7503,20630.0,13730,369,3141,696,1129,2,0,2,826,949,248,213,116,21421
03:35,20221112,7498,20597.0,13765,397,3130,646,1130,3,0,3,828,948,247,213,116,21426
03:40,20221112,7507,20592.0,13736,415,3193,565,1129,2,0,3,850,949,247,213,116,21418
03:45,20221112,7520,20596.0,13733,366,3241,524,1129,2,0,3,876,949,247,213,116,21399
03:50,20221112,7548,20590.0,13813,347,3243,511,1129,2,0,2,890,948,246,213,116,21460
03:55,20221112,7569,20572.0,13800,352,3242,478,1129,3,0,3,891,950,246,213,116,21423
04:00,20221112,7571,20595.0,13766,352,3375,394,1129,3,0,3,888,950,246,213,116,21435
04:05,20221112,7626,20653.0,13794,404,3464,328,1129,3,0,3,872,950,248,213,116,21524
04:10,20221112,7664,20673.0,13734,401,3563,286,1129,3,0,2,848,950,249,213,116,21494
04:15,20221112,7699,20717.0,13747,425,3661,237,1128,3,0,3,826,949,249,214,116,21558
04:20,20221112,7724,20732.0,13731,443,3559,356,1129,4,0,4,828,949,248,214,116,21581
04:25,20221112,7674,20729.0,13685,399,3600,383,1129,4,0,2,826,950,248,214,115,21555
04:30,20221112,7679,20746.0,13758,377,3588,408,1129,4,0,2,817,949,248,214,114,21608
04:35,20221112,7709,20771.0,13799,376,3608,436,1129,4,0,2,803,950,248,214,114,21683
04:40,20221112,7729,20791.0,13761,379,3530,535,1129,5,0,2,798,951,247,214,114,21665
04:45,20221112,7677,20787.0,13782,378,3532,504,1129,5,0,0,798,950,249,214,114,21655
04:50,20221112,7695,20840.0,13789,377,3664,413,1128,5,0,1,793,950,250,214,114,21698
04:55,20221112,7757,20856.0,13813,412,3708,345,1129,5,0,1,793,950,249,214,115,21734
05:00,20221112,7778,20873.0,13823,464,3732,267,1129,5,0,2,786,950,250,214,117,21739
05:05,20221112,7790,20882.0,13916,589,3748,117,1129,4,0,2,799,950,247,214,123,21838
05:10,20221112,7866,20915.0,13939,693,3781,49,1128,4,0,2,819,951,246,214,132,21958
05:15,20221112,7864,20971.0,13922,716,3817,49,1129,4,0,2,841,950,246,214,132,22022
05:20,20221112,7871,21033.0,13976,740,3782,62,1128,4,0,2,854,950,245,214,132,22089
05:25,20221112,7902,21088.0,13998,744,3834,36,1129,5,0,2,866,949,244,214,132,22153
05:30,20221112,7944,21116.0,14022,737,3842,40,1129,4,0,1,904,948,245,214,132,22218
05:35,20221112,7945,21198.0,14129,748,3772,64,1128,4,0,1,946,950,245,214,132,22333
05:40,20221112,7982,21251.0,14137,746,3702,139,1129,4,0,2,981,950,244,214,132,22380
05:45,20221112,7946,21290.0,14117,749,3645,207,1128,4,0,1,1001,950,245,213,132,22392
05:50,20221112,7907,21324.0,14035,757,3595,265,1129,5,0,0,1006,951,245,213,132,22333
05:55,20221112,7855,21416.0,14006,750,3661,270,1128,4,0,1,1018,950,244,214,132,22378
06:00,20221112,7879,21513.0,14011,751,3762,262,1128,4,0,2,1053,950,245,214,131,22513
06:05,20221112,7915,21707.0,14025,753,3738,456,1129,4,0,3,1069,951,246,214,130,22718
06:10,20221112,7915,21804.0,14065,769,3720,495,1128,4,0,10,1075,950,246,214,128,22804
06:15,20221112,7928,21865.0,14039,761,3753,541,1128,4,0,30,1066,951,247,214,129,22863
06:20,20221112,7919,21912.0,14036,756,3684,634,1128,4,0,67,1057,951,249,214,128,22908
06:25,20221112,7905,21949.0,14080,753,3727,541,1128,4,0,159,1035,950,249,213,128,22967
06:30,20221112,7940,21941.0,14094,749,3708,457,1129,3,0,280,1027,950,248,214,127,22986
06:35,20221112,7923,21976.0,14056,752,3639,448,1128,3,0,447,1009,950,249,213,127,23021
06:40,20221112,7872,22017.0,14049,751,3478,431,1128,3,0,676,987,949,250,212,127,23041
06:45,20221112,7820,21976.0,14170,740,3453,194,1128,3,0,975,989,949,249,212,128,23190
06:50,20221112,7860,21955.0,14080,730,3323,148,1128,3,0,1293,978,950,249,213,127,23222
06:55,20221112,7714,21958.0,13884,741,3226,92,1128,3,0,1713,950,950,247,213,127,23274
07:00,20221112,7517,21941.0,13783,705,2912,69,1128,3,0,2175,914,950,247,213,127,23226
07:05,20221112,7276,21971.0,13422,830,2390,99,1128,3,0,2631,903,952,248,212,127,22945
07:10,20221112,6934,21988.0,13115,822,1973,94,1127,3,0,3172,913,950,248,212,128,22757
07:15,20221112,6650,21998.0,12877,754,1722,111,1128,4,0,3708,926,951,248,212,130,22771
07:20,20221112,6433,21961.0,12570,699,1505,131,1128,4,0,4242,942,951,246,213,131,22762
07:25,20221112,6190,21898.0,12011,698,1538,108,1128,4,0,4784,941,951,246,212,131,22752
07:30,20221112,6000,21857.0,11482,694,1585,70,1128,4,0,5313,952,952,247,212,132,22771
07:35,20221112,5813,21815.0,10797,712,1560,124,1129,4,0,5857,965,951,246,212,132,22689
07:40,20221112,5539,21638.0,10154,720,1441,150,1128,4,0,6397,963,950,247,212,132,22498
07:45,20221112,5349,21568.0,10091,717,1390,-128,1129,4,0,6975,967,951,247,212,133,22688
07:50,20221112,5378,21506.0,9959,716,1390,-335,1129,4,0,7549,969,950,247,212,133,22923
07:55,20221112,5305,21475.0,9426,714,1328,-343,1130,3,0,8220,971,951,247,212,133,22992
08:00,20221112,5012,21343.0,9179,675,1218,-530,1129,3,0,8786,954,951,245,212,133,22955
08:05,20221112,4926,21334.0,9007,564,1523,-635,1129,2,0,9299,948,950,247,212,129,23375
08:10,20221112,5035,21315.0,8805,539,1754,-783,1129,3,0,9701,954,951,248,214,113,23628
08:15,20221112,4909,21180.0,8354,558,1451,-589,1130,4,0,10030,952,950,247,212,113,23412
08:20,20221112,4596,21073.0,7845,552,1322,-426,1130,4,0,10248,919,950,248,212,114,23118
08:25,20221112,4393,20951.0,7621,540,1430,-586,1129,4,0,10486,905,950,248,212,113,23052
08:30,20221112,4346,20793.0,7748,540,1524,-848,1129,4,0,10627,909,950,246,212,113,23154
08:35,20221112,4424,20696.0,7159,538,1356,-618,1130,5,0,10790,911,950,247,212,113,22793
08:40,20221112,4037,20555.0,6737,531,1215,-499,1130,5,0,10888,911,950,246,212,113,22439
08:45,20221112,3826,20404.0,6809,534,1221,-675,1130,5,0,11035,914,950,248,212,114,22497
08:50,20221112,3895,20259.0,6930,532,1109,-827,1130,4,0,11163,942,951,247,213,115,22509
08:55,20221112,3894,20132.0,7084,517,960,-926,1130,4,0,11272,925,950,248,212,115,22491
09:00,20221112,3889,19986.0,6990,513,833,-888,1130,4,0,11330,906,950,247,212,115,22342
09:05,20221112,3775,19938.0,6675,508,726,-665,1129,5,0,11356,906,950,246,212,113,22161
09:10,20221112,3617,19896.0,6611,503,538,-540,1130,4,0,11401,888,951,248,212,112,22058
09:15,20221112,3514,19789.0,6370,509,411,-381,1129,4,0,11478,886,950,246,212,111,21925
09:20,20221112,3365,19697.0,6327,496,375,-463,1130,4,0,11536,892,950,249,212,111,21819
09:25,20221112,3337,19560.0,6350,498,384,-588,1129,4,0,11564,889,950,247,212,111,21750
09:30,20221112,3353,19446.0,6349,489,406,-707,1129,4,0,11597,890,949,247,211,111,21675
09:35,20221112,3402,19313.0,6688,492,343,-891,1130,4,0,11624,892,950,250,212,110,21804
09:40,20221112,3510,19153.0,6743,487,244,-964,1130,4,0,11615,877,950,251,211,110,21658
09:45,20221112,3492,19059.0,6672,491,315,-1014,1130,4,0,11626,862,950,251,212,110,21609
09:50,20221112,3450,18928.0,6589,499,261,-1026,1130,4,0,11649,849,949,252,212,110,21478
09:55,20221112,3364,18819.0,6516,483,291,-1088,1130,4,0,11645,860,949,254,212,110,21366
10:00,20221112,3357,18697.0,6578,470,352,-1172,1130,4,0,11614,857,949,257,212,110,21361
10:05,20221112,3378,18639.0,6333,462,290,-1057,1130,3,0,11571,858,948,255,211,110,21114
10:10,20221112,3218,18601.0,6254,459,327,-1075,1129,3,0,11553,840,948,256,212,111,21017
10:15,20221112,3219,18506.0,6208,481,267,-1050,1131,4,0,11484,836,949,257,212,112,20891
10:20,20221112,3129,18404.0,6278,492,304,-1127,1129,4,0,11404,847,949,258,212,113,20863
10:25,20221112,3197,18317.0,6314,466,307,-1208,1131,4,0,11404,856,949,257,212,113,20805
10:30,20221112,3231,18204.0,6440,460,322,-1311,1130,4,0,11416,884,948,254,212,111,20870
10:35,20221112,3241,18110.0,6365,459,117,-1270,1130,4,0,11431,887,949,255,212,111,20650
10:40,20221112,3153,18043.0,6390,456,55,-1279,1130,3,0,11452,858,950,257,213,110,20595
10:45,20221112,3126,17931.0,6329,454,-98,-1225,1130,3,0,11455,872,950,259,212,109,20450
10:50,20221112,3014,17840.0,6272,456,-180,-1210,1131,3,0,11444,867,950,261,212,110,20316
10:55,20221112,2968,17762.0,6256,458,-280,-1209,1131,4,0,11468,856,949,258,212,110,20213
11:00,20221112,2915,17685.0,6268,457,-316,-1287,1130,3,0,11428,878,950,254,212,110,20087
11:05,20221112,2990,17597.0,6630,466,-44,-1578,1130,4,0,11359,896,949,258,213,110,20393
11:10,20221112,3237,17557.0,6493,466,-123,-1477,1130,4,0,11322,892,949,257,213,111,20237
11:15,20221112,3102,17506.0,6459,463,-174,-1485,1130,4,0,11345,919,949,258,213,111,20192
11:20,20221112,3068,17453.0,6393,467,-200,-1495,1131,4,0,11361,972,950,262,213,111,20169
11:25,20221112,2999,17398.0,6352,469,-165,-1501,1131,4,0,11326,966,949,262,213,111,20117
11:30,20221112,2993,17358.0,6286,471,-158,-1480,1130,4,0,11299,994,949,262,213,111,20081
11:35,20221112,2945,17302.0,6186,469,-175,-1463,1131,4,0,11279,1016,949,263,213,111,19983
11:40,20221112,2935,17267.0,6171,467,-132,-1492,1131,4,0,11280,1018,949,264,213,111,19984
11:45,20221112,2926,17201.0,6188,467,-167,-1543,1131,4,0,11271,1049,948,265,213,110,19936
11:50,20221112,2935,17164.0,6264,463,-163,-1631,1131,4,0,11275,1067,949,266,213,110,19948
11:55,20221112,2975,17166.0,6311,460,-147,-1662,1131,4,0,11298,1073,948,260,213,110,19999
12:00,20221112,2989,17153.0,6391,433,-135,-1701,1132,3,0,11324,1120,948,261,213,110,20099
12:05,20221112,2985,17148.0,6180,427,-300,-1559,1132,3,0,11328,1150,948,261,213,114,19897
12:10,20221112,2841,17135.0,6125,403,-377,-1462,1131,4,0,11324,1137,949,264,213,116,19827
12:15,20221112,2767,17146.0,6070,398,-500,-1383,1131,4,0,11332,1174,948,266,213,117,19770
12:20,20221112,2712,17154.0,6083,403,-510,-1415,1132,4,0,11336,1218,949,263,213,117,19793
12:25,20221112,2705,17152.0,5988,405,-618,-1329,1131,3,0,11348,1220,947,267,213,116,19691
12:30,20221112,2594,17164.0,5947,402,-660,-1295,1131,4,0,11332,1268,948,269,213,116,19675
12:35,20221112,2571,17170.0,5960,404,-687,-1311,1131,4,0,11326,1295,948,270,213,116,19669
12:40,20221112,2607,17198.0,5883,406,-754,-1224,1131,4,0,11337,1287,949,274,213,116,19622
12:45,20221112,2511,17229.0,5911,402,-796,-1288,1131,3,0,11387,1350,947,275,213,116,19651
12:50,20221112,2530,17281.0,5955,404,-770,-1295,1132,3,0,11391,1406,947,277,214,116,19780
12:55,20221112,2531,17262.0,5895,404,-799,-1252,1132,3,0,11278,1442,946,273,213,116,19651
13:00,20221112,2511,17293.0,5846,406,-851,-1137,1132,4,0,11190,1512,947,270,213,116,19648
13:05,20221112,2473,17301.0,6055,485,-1027,-1306,1131,4,0,11360,1604,947,268,213,116,19850
13:10,20221112,2462,17340.0,5971,488,-1240,-1112,1131,4,0,11376,1584,947,270,212,116,19747
13:15,20221112,2333,17367.0,5971,493,-1313,-1125,1130,4,0,11399,1678,946,272,213,115,19783
13:20,20221112,2310,17392.0,5944,556,-1343,-1219,1130,4,0,11469,1722,945,272,214,114,19808
13:25,20221112,2232,17495.0,5667,523,-1490,-876,1130,3,0,11316,1721,945,266,214,114,19533
13:30,20221112,2076,17574.0,5688,532,-1480,-802,1131,3,0,11209,1721,945,264,214,114,19539
13:35,20221112,2105,17661.0,5679,492,-1473,-691,1130,3,0,11258,1667,944,264,214,114,19601
13:40,20221112,2112,17695.0,5575,483,-1435,-399,1130,4,0,11025,1579,946,262,214,113,19497
13:45,20221112,2081,17819.0,5584,486,-1364,-386,1130,4,0,10966,1542,946,264,214,114,19500
13:50,20221112,2146,17921.0,5836,507,-1266,-644,1130,4,0,11039,1557,946,262,214,115,19700
13:55,20221112,2326,17999.0,5910,489,-1133,-569,1130,4,0,10816,1570,946,262,214,116,19755
14:00,20221112,2420,18136.0,5927,475,-1047,-375,1130,3,0,10493,1618,946,262,214,116,19762
14:05,20221112,2489,18225.0,6166,476,-851,-463,1130,3,0,10458,1634,946,262,214,116,20091
14:10,20221112,2705,18362.0,6161,482,-650,-377,1130,3,0,10295,1603,946,264,213,116,20186
14:15,20221112,2712,18496.0,5835,481,-717,42,1130,4,0,10098,1608,946,264,214,115,20020
14:20,20221112,2558,18597.0,5750,480,-684,127,1130,3,0,10027,1663,946,265,213,114,20034
14:25,20221112,2553,18714.0,5741,481,-590,217,1130,3,0,9887,1671,946,264,213,114,20077
14:30,20221112,2608,18848.0,5821,486,-569,206,1129,3,0,9916,1667,946,265,213,112,20195
14:35,20221112,2656,19017.0,6011,485,-675,145,1129,3,0,10011,1765,945,265,213,113,20410
14:40,20221112,2718,19153.0,6442,508,-630,61,1129,3,0,9825,1828,947,266,213,114,20706
14:45,20221112,2941,19300.0,6524,505,-611,158,1129,3,0,9644,1908,946,265,213,114,20798
14:50,20221112,2982,19456.0,6546,538,-547,357,1128,3,0,9333,1985,947,266,212,114,20882
14:55,20221112,2988,19647.0,6464,567,-559,647,1129,3,0,8979,2042,946,264,212,114,20808
15:00,20221112,2967,19731.0,6725,552,-749,603,1129,3,0,8849,2090,946,263,212,114,20737
15:05,20221112,3056,19834.0,7258,706,-688,55,1128,3,0,9008,2109,947,265,212,113,21116
15:10,20221112,3255,19932.0,7278,704,-620,201,1128,4,0,8647,2141,946,263,212,113,21017
15:15,20221112,3291,20121.0,7426,894,-633,394,1128,3,0,8201,2200,946,265,212,113,21149
15:20,20221112,3329,20341.0,7657,1021,-453,402,1128,3,0,7711,2238,946,267,213,113,21246
15:25,20221112,3542,20574.0,7770,1155,-122,549,1129,3,0,7172,2260,946,264,212,113,21451
15:30,20221112,3683,20740.0,8216,1259,-130,639,1129,3,0,6624,2307,946,265,212,113,21583
15:35,20221112,3958,20942.0,8814,1234,226,508,1129,3,0,5997,2331,946,267,212,112,21779
15:40,20221112,4511,21134.0,9187,1309,573,538,1129,4,0,5401,2337,946,266,212,112,22014
15:45,20221112,4793,21274.0,9539,1361,670,672,1129,4,0,4771,2348,947,266,212,112,22031
15:50,20221112,5005,21497.0,9799,1375,931,921,1129,4,0,4210,2376,947,266,212,112,22282
15:55,20221112,5182,21706.0,10040,1398,1296,1004,1129,4,0,3637,2385,947,266,212,112,22430
16:00,20221112,5491,21896.0,10318,1489,1822,933,1129,4,0,3003,2454,946,267,212,110,22687
16:05,20221112,5796,21993.0,10535,1608,2134,812,1128,4,0,2509,2575,947,268,213,112,22845
16:10,20221112,6024,22150.0,11212,1698,2411,544,1128,4,0,2064,2654,947,267,213,114,23256
16:15,20221112,6437,22353.0,11454,1700,2624,667,1128,4,0,1579,2712,946,268,214,114,23410
16:20,20221112,6528,22534.0,11550,1710,2703,936,1128,4,0,1191,2740,947,269,213,114,23505
16:25,20221112,6554,22719.0,11675,1713,2773,1206,1129,4,0,845,2787,945,267,213,114,23671
16:30,20221112,6614,22917.0,11849,1720,2881,1277,1129,4,0,607,2869,946,267,213,114,23876
16:35,20221112,6758,23122.0,11939,1720,2855,1471,1128,3,0,442,2960,947,266,213,114,24058
16:40,20221112,6900,23324.0,12097,1717,2883,1557,1129,3,0,292,3052,947,265,213,114,24269
16:45,20221112,7027,23503.0,12327,1748,2814,1603,1129,3,0,177,3202,947,267,213,114,24544
16:50,20221112,7090,23707.0,12553,1756,2752,1708,1129,3,0,129,3318,947,268,214,114,24891
16:55,20221112,7176,23938.0,12695,1787,2843,1734,1129,3,0,106,3367,947,266,213,113,25203
17:00,20221112,7271,24111.0,12781,1908,2982,1558,1128,3,0,95,3427,947,268,213,112,25422
17:05,20221112,7400,24405.0,12652,2112,3157,1515,1128,3,0,84,3480,947,266,214,114,25672
17:10,20221112,7281,24615.0,12471,2186,3353,1512,1129,3,0,46,3526,947,265,213,125,25776
17:15,20221112,7392,24834.0,12416,2145,3562,1541,1129,3,0,44,3584,947,266,214,126,25977
17:20,20221112,7482,24978.0,12638,2186,3645,1436,1129,3,0,45,3632,947,263,213,125,26262
17:25,20221112,7587,25117.0,12654,2262,3734,1370,1129,3,0,47,3633,947,264,213,126,26382
17:30,20221112,7612,25170.0,12645,2201,3760,1388,1129,3,0,48,3622,947,265,213,127,26348
17:35,20221112,7622,25245.0,12737,2238,3866,1342,1128,3,0,48,3580,947,265,214,127,26495
17:40,20221112,7694,25292.0,12746,2231,3822,1383,1128,3,0,48,3567,947,265,213,128,26481
17:45,20221112,7667,25288.0,12738,2154,3828,1419,1128,3,0,49,3590,948,265,214,129,26465
17:50,20221112,7669,25310.0,12658,2065,3933,1464,1128,2,0,49,3599,948,265,213,129,26453
17:55,20221112,7668,25303.0,12667,2034,4009,1428,1128,3,0,49,3587,947,266,213,129,26460
18:00,20221112,7695,25312.0,12740,2083,3877,1456,1128,3,0,48,3595,946,264,213,130,26483
18:05,20221112,7664,25244.0,12648,1999,3864,1496,1128,3,0,38,3618,947,266,213,130,26350
18:10,20221112,7661,25210.0,12733,1965,3915,1383,1128,2,0,36,3577,945,266,213,131,26294
18:15,20221112,7703,25212.0,12965,1997,3784,1326,1128,3,0,36,3569,947,267,213,130,26365
18:20,20221112,7709,25179.0,12944,2080,3703,1295,1128,2,0,37,3569,947,268,213,129,26315
18:25,20221112,7616,25184.0,12980,2099,3831,1158,1128,2,0,37,3524,946,267,213,128,26313
18:30,20221112,7683,25142.0,13023,2093,3886,1060,1128,2,0,36,3488,947,265,213,128,26269
18:35,20221112,7708,25129.0,13023,2047,3918,1050,1128,3,0,36,3473,947,266,213,129,26233
18:40,20221112,7731,25074.0,12940,1997,3994,1039,1128,3,0,36,3456,907,267,213,129,26109
18:45,20221112,7726,25039.0,12946,1957,3974,1051,1128,1,0,38,3492,873,267,214,128,26069
18:50,20221112,7715,25030.0,12930,1946,3918,1090,1128,3,0,38,3500,874,268,213,127,26035
18:55,20221112,7698,24998.0,12991,1946,3930,1046,1128,4,0,38,3475,875,267,213,127,26040
19:00,20221112,7728,24974.0,12943,1949,3914,1019,1128,4,0,37,3503,875,266,213,128,25979
19:05,20221112,7689,24929.0,12853,1981,3934,962,1127,4,0,31,3517,875,267,214,128,25893
19:10,20221112,7647,24878.0,12851,1905,3970,967,1127,4,0,30,3458,875,267,214,128,25796
19:15,20221112,7678,24851.0,12890,1964,3909,940,1127,3,0,29,3452,885,265,214,129,25807
19:20,20221112,7641,24846.0,12816,1902,3942,988,1127,4,0,29,3461,884,264,214,129,25760
19:25,20221112,7642,24801.0,12823,1854,3891,1027,1128,4,0,29,3472,881,263,214,129,25715
19:30,20221112,7608,24759.0,12771,1653,3974,1051,1128,4,0,29,3503,874,264,214,128,25593
19:35,20221112,7636,24716.0,12884,1497,3928,1135,1128,4,0,29,3534,875,266,214,129,25623
19:40,20221112,7659,24692.0,12923,1509,3950,1011,1128,4,0,28,3578,875,267,214,128,25615
19:45,20221112,7677,24656.0,12931,1497,3952,950,1129,4,0,28,3597,874,264,214,129,25569
19:50,20221112,7675,24613.0,12993,1510,3934,851,1129,4,0,28,3616,875,264,214,128,25546
19:55,20221112,7692,24583.0,13097,1499,3909,704,1129,4,0,26,3648,875,266,214,129,25500
20:00,20221112,7731,24548.0,13151,1499,3946,620,1129,4,0,25,3653,877,265,214,129,25512
20:05,20221112,7779,24505.0,13064,1540,3977,556,1129,4,0,19,3654,883,265,214,127,25432
20:10,20221112,7753,24492.0,12993,1561,3992,540,1129,5,0,18,3647,889,266,214,126,25380
20:15,20221112,7715,24471.0,13150,1577,3907,435,1129,4,0,19,3680,893,267,214,126,25401
20:20,20221112,7766,24444.0,13241,1590,3911,372,1129,4,0,18,3700,893,268,214,126,25466
20:25,20221112,7789,24380.0,13164,1579,3938,361,1129,4,0,18,3702,892,268,214,126,25395
20:30,20221112,7781,24322.0,13100,1573,3927,350,1130,4,0,18,3735,893,270,214,125,25339
20:35,20221112,7746,24280.0,12980,1562,4003,339,1130,4,0,18,3731,892,271,214,125,25269
20:40,20221112,7724,24221.0,12919,1534,4041,290,1130,4,0,18,3769,892,272,214,125,25208
20:45,20221112,7714,24168.0,12911,1530,4044,259,1130,4,0,18,3787,889,274,214,125,25185
20:50,20221112,7712,24140.0,12710,1558,4053,359,1130,4,0,18,3807,888,274,214,125,25140
20:55,20221112,7593,24065.0,12641,1553,4023,347,1130,4,0,18,3829,888,277,215,125,25050
21:00,20221112,7526,23991.0,12635,1549,4035,266,1130,3,0,18,3876,888,275,213,125,25013
21:05,20221112,7515,24008.0,12724,1531,3874,314,1130,4,0,18,3948,888,274,212,116,25033
21:10,20221112,7500,24021.0,12751,1515,3877,285,1130,3,0,17,3993,888,276,212,114,25061
21:15,20221112,7500,23950.0,12741,1533,3876,238,1130,3,0,18,3988,887,277,211,113,25015
21:20,20221112,7502,23917.0,12741,1537,3855,236,1130,3,0,18,3991,885,277,212,112,24997
21:25,20221112,7483,23866.0,12670,1477,3934,222,1130,3,0,18,4012,888,276,212,112,24954
21:30,20221112,7510,23814.0,12678,1454,4016,149,1130,3,0,19,4005,887,273,212,112,24938
21:35,20221112,7541,23754.0,12623,1436,4079,115,1130,1,0,19,3983,886,277,212,111,24872
21:40,20221112,7549,23722.0,12653,1432,4103,99,1130,1,0,19,3919,885,278,212,111,24842
21:45,20221112,7573,23628.0,12631,1416,4102,96,1130,1,0,19,3873,884,278,212,112,24754
21:50,20221112,7569,23538.0,12338,1439,4241,183,1130,1,0,19,3853,885,278,212,113,24692
21:55,20221112,7452,23490.0,12209,1451,4213,250,1131,1,0,18,3833,884,276,212,114,24592
22:00,20221112,7342,23416.0,12227,1447,4152,250,1130,1,0,18,3817,885,273,211,116,24527
22:05,20221112,7321,23299.0,12223,1511,3967,264,1130,1,0,18,3809,886,271,211,115,24406
22:10,20221112,7214,23174.0,12227,1506,3777,284,1130,2,0,18,3806,886,273,211,116,24236
22:15,20221112,7152,23125.0,12336,1504,3676,254,1130,1,0,18,3806,886,272,211,115,24209
22:20,20221112,7139,23140.0,12362,1497,3708,221,1130,1,0,19,3812,886,270,212,114,24232
22:25,20221112,7122,23092.0,12286,1451,3679,272,1131,3,0,19,3796,888,271,211,113,24120
22:30,20221112,7085,23000.0,12360,1428,3701,165,1131,3,0,19,3824,888,271,211,112,24113
22:35,20221112,7137,22920.0,12332,1421,3691,114,1131,3,0,19,3828,888,271,211,112,24021
22:40,20221112,7098,22820.0,12384,1420,3687,-13,1132,3,0,19,3841,888,269,212,112,23954
22:45,20221112,7146,22725.0,12316,1423,3733,-68,1131,3,0,19,3781,889,270,211,112,23820
22:50,20221112,7118,22642.0,12356,1417,3775,-169,1131,2,0,19,3773,889,269,211,112,23785
22:55,20221112,7166,22551.0,12382,1413,3696,-200,1132,2,0,18,3760,890,270,211,112,23686
23:00,20221112,7136,22501.0,12331,1382,3603,-115,1131,2,0,18,3724,890,270,211,113,23560
23:05,20221112,7039,22399.0,12332,1359,3272,94,1132,2,0,18,3710,890,269,213,113,23404
23:10,20221112,6923,22402.0,12352,1318,3144,121,1131,2,0,18,3783,888,269,213,114,23353
