,date,emissions,demand,Natural gas,Large hydro,Imports,Batteries,Nuclear,Coal,Other,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,total generated
11:40,20221116,3607,20608.0,8345,675,-608,-1138,1130,4,0,11438,1804,932,271,182,106,23141
11:45,20221116,3506,20636.0,8181,677,-815,-960,1131,4,0,11443,1833,932,269,184,106,22985
11:50,20221116,3365,20624.0,8256,672,-982,-910,1131,4,0,11424,1859,932,268,187,105,22946
11:55,20221116,3349,20598.0,8170,675,-986,-818,1130,4,0,11274,1861,932,264,187,106,22799
12:00,20221116,3288,20543.0,8166,654,-1000,-800,1130,4,0,11173,1846,932,266,190,106,22667
12:05,20221116,3366,20568.0,8663,608,-885,-1188,1130,4,0,11350,1859,932,267,191,107,23038
12:10,20221116,3590,20584.0,8796,612,-942,-1272,1131,4,0,11403,1876,932,265,191,107,23103
12:15,20221116,3586,20583.0,8760,607,-932,-1288,1130,4,0,11434,1875,931,270,190,107,23088
12:20,20221116,3577,20551.0,8876,304,-837,-1213,1132,4,0,11430,1861,926,271,190,106,23050
12:25,20221116,3699,20587.0,9052,267,-868,-1031,1130,4,0,11300,1885,925,269,190,105,23228
12:30,20221116,3725,20556.0,8981,264,-870,-936,1130,4,0,11210,1863,927,267,191,105,23136
12:35,20221116,3689,20561.0,8896,268,-875,-875,1131,5,0,11155,1871,931,269,192,105,23073
12:40,20221116,3662,20582.0,8941,269,-871,-953,1131,4,0,11225,1861,931,268,194,105,23105
12:45,20221116,3684,20604.0,8841,275,-815,-829,1131,5,0,11103,1829,930,269,194,105,23038
12:50,20221116,3671,20685.0,8741,271,-824,-715,1131,5,0,11096,1793,929,269,194,104,22994
12:55,20221116,3623,20745.0,8736,270,-787,-708,1131,5,0,11146,1810,930,269,194,104,23100
13:00,20221116,3645,20767.0,8744,263,-797,-715,1130,4,0,11146,1806,930,263,193,105,23072
13:05,20221116,3620,20822.0,8701,266,-891,-571,1130,4,0,11111,1834,931,264,193,104,23076
13:10,20221116,3567,20922.0,8866,262,-978,-720,1130,4,0,11269,1857,930,263,193,107,23183
13:15,20221116,3646,20978.0,8998,272,-907,-707,1130,4,0,11192,1822,930,269,193,106,23302
13:20,20221116,3724,21042.0,8998,273,-888,-699,1130,4,0,11221,1812,930,270,194,106,23351
13:25,20221116,3750,21126.0,8958,269,-889,-463,1130,5,0,10935,1776,929,271,195,106,23222
13:30,20221116,3736,21172.0,8778,268,-966,-274,1130,4,0,10983,1724,929,269,195,106,23146
13:35,20221116,3636,21244.0,8617,492,-1012,-280,1130,4,0,11044,1713,930,269,195,106,23208
13:40,20221116,3512,21338.0,8377,616,-1045,-317,1130,4,0,11123,1683,930,268,195,106,23070
13:45,20221116,3441,21446.0,8333,615,-1002,-239,1130,5,0,11065,1652,930,268,196,106,23059
13:50,20221116,3444,21253.0,8050,610,-1073,-119,1130,4,0,10951,1654,929,268,195,106,22705
13:55,20221116,3292,21368.0,8078,610,-959,-151,1130,4,0,10973,1632,930,267,195,102,22811
14:00,20221116,3358,21496.0,8182,606,-809,-187,1130,4,0,10917,1614,931,266,197,102,22953
14:05,20221116,3476,21600.0,8259,612,-670,-319,1130,4,0,11162,1590,930,265,197,102,23262
14:10,20221116,3568,21693.0,8297,623,-397,-390,1131,4,0,11021,1581,930,267,197,102,23366
14:15,20221116,3727,21832.0,8283,636,-172,-342,1130,5,0,10898,1551,930,264,198,102,23483
14:20,20221116,3785,21963.0,8080,628,-195,-96,1130,5,0,10863,1543,929,265,197,102,23451
14:25,20221116,3690,22109.0,8044,620,-179,69,1130,5,0,10728,1509,930,265,198,102,23421
14:30,20221116,3706,22214.0,8221,626,-253,130,1130,5,0,10628,1475,930,267,197,101,23457
14:35,20221116,3756,22357.0,8308,619,-337,58,1130,5,0,10912,1446,929,268,197,102,23637
14:40,20221116,3751,22505.0,8469,619,-373,130,1130,4,0,10819,1408,930,268,197,101,23702
14:45,20221116,3814,22635.0,8497,620,-329,298,1130,5,0,10641,1377,929,269,197,101,23735
14:50,20221116,3855,22815.0,8521,625,-235,491,1129,5,0,10428,1335,930,266,197,101,23793
14:55,20221116,3908,22945.0,8650,654,-118,558,1129,5,0,10114,1326,930,269,197,101,23815
15:00,20221116,4035,23002.0,9098,668,-104,445,1130,5,0,9806,1293,931,268,197,101,23838
15:05,20221116,4288,23061.0,9671,742,240,76,1130,5,0,9436,1305,931,270,197,103,24106
15:10,20221116,4657,23196.0,9741,790,671,22,1130,5,0,9001,1292,931,267,197,104,24151
15:15,20221116,4824,23328.0,9892,795,886,169,1130,5,0,8495,1252,931,269,196,104,24124
15:20,20221116,5009,23505.0,10343,791,1030,227,1130,5,0,7957,1233,931,269,198,105,24219
15:25,20221116,5281,23672.0,10752,796,1274,260,1130,5,0,7365,1220,931,269,197,105,24304
15:30,20221116,5529,23808.0,11050,800,1559,331,1130,5,0,6741,1207,932,263,197,105,24320
15:35,20221116,5776,23941.0,11389,804,1970,321,1130,4,0,6143,1208,932,251,198,105,24455
15:40,20221116,6148,24101.0,11636,813,2307,484,1131,4,0,5523,1180,932,260,198,105,24573
15:45,20221116,6363,24318.0,11907,851,2334,920,1130,4,0,4904,1177,932,263,198,106,24726
15:50,20221116,6476,24482.0,12156,968,2307,1295,1130,4,0,4285,1193,932,269,197,105,24841
15:55,20221116,6593,24690.0,12345,1164,2472,1571,1130,4,0,3663,1191,932,269,197,105,25043
16:00,20221116,6777,24843.0,12356,1314,2974,1600,1130,3,0,3077,1206,933,269,197,105,25164
16:05,20221116,6997,25042.0,12459,1526,3576,1397,1130,3,0,2544,1211,933,271,197,106,25353
16:10,20221116,7350,25262.0,12766,1725,3890,1332,1130,3,0,2024,1195,933,273,195,106,25572
16:15,20221116,7583,25453.0,13122,1862,4118,1302,1130,3,0,1522,1175,932,274,196,105,25741
16:20,20221116,7784,25593.0,13322,1937,4268,1455,1130,4,0,1086,1143,932,272,196,105,25850
16:25,20221116,7852,25806.0,13572,1822,4201,1842,1130,4,0,761,1129,932,270,196,105,25964
16:30,20221116,7911,25975.0,13940,1818,4174,1964,1130,3,0,527,1128,934,273,196,105,26192
16:35,20221116,8042,26155.0,14301,1855,4121,2006,1130,3,0,365,1111,933,273,195,106,26399
16:40,20221116,8231,26288.0,14613,1880,4121,2010,1131,3,0,244,1072,934,274,195,107,26584
16:45,20221116,8385,26455.0,14987,1942,3884,2084,1130,3,0,174,1035,935,271,195,109,26749
16:50,20221116,8434,26624.0,15229,1987,3678,2242,1130,3,0,140,990,934,270,195,111,26909
16:55,20221116,8438,26852.0,15387,2006,3569,2399,1130,3,0,125,978,934,270,196,110,27107
17:00,20221116,8456,26999.0,15596,2042,3820,2002,1130,4,0,109,972,934,269,197,109,27184
17:05,20221116,8720,27115.0,15721,2138,4336,1482,1130,4,0,81,963,934,267,196,108,27360
17:10,20221116,8961,27310.0,15845,2136,4690,1232,1130,4,0,89,955,935,266,196,124,27602
17:15,20221116,9201,27488.0,16237,2250,4828,1011,1130,4,0,90,950,935,267,196,125,28023
17:20,20221116,9442,27622.0,16336,2372,4736,1034,1130,4,0,92,956,935,266,196,123,28180
17:25,20221116,9407,27695.0,16177,2355,4561,1230,1130,4,0,93,975,935,266,196,124,28046
17:30,20221116,9273,27720.0,16225,2349,4469,1237,1131,4,0,93,977,935,267,197,124,28008
17:35,20221116,9325,27773.0,16400,2376,4647,1054,1130,4,0,94,998,935,269,196,124,28227
17:40,20221116,9457,27780.0,16358,2376,4651,1119,1130,4,0,95,999,935,269,198,125,28259
17:45,20221116,9404,27817.0,16268,2355,4643,1185,1130,4,0,95,1023,935,267,196,125,28226
17:50,20221116,9360,27842.0,15985,2362,4649,1350,1130,4,0,95,1041,935,268,201,125,28145
17:55,20221116,9216,27852.0,15904,2350,4731,1347,1129,4,0,95,1049,935,268,205,125,28142
18:00,20221116,9185,27829.0,16028,2326,4752,1280,1130,4,0,95,1078,935,268,203,125,28224
18:05,20221116,9207,27824.0,15871,2299,4638,1450,1130,3,0,95,1091,935,268,203,125,28108
18:10,20221116,9104,27622.0,15708,2288,4583,1502,1130,3,0,95,1081,936,270,205,126,27927
18:15,20221116,9019,27649.0,15766,2281,4565,1519,1129,3,0,95,1073,935,269,206,126,27967
18:20,20221116,9048,27663.0,15769,2284,4503,1605,1130,3,0,95,1063,936,268,205,126,27987
18:25,20221116,8998,27647.0,15748,2280,4561,1563,1129,3,0,95,1055,936,268,206,126,27970
18:30,20221116,9003,27637.0,15730,2267,4632,1499,1130,3,0,96,1070,936,268,206,126,27963
18:35,20221116,9013,27588.0,15710,2264,4571,1546,1129,3,0,97,1064,936,268,206,126,27920
18:40,20221116,8972,27549.0,15668,2269,4610,1516,1129,3,0,98,1059,936,267,206,126,27887
18:45,20221116,8969,27520.0,15656,2266,4703,1403,1129,3,0,98,1050,937,268,207,126,27846
18:50,20221116,8989,27489.0,15596,2265,4784,1336,1130,3,0,98,1066,936,266,207,126,27813
18:55,20221116,8994,27479.0,15581,2246,4875,1252,1129,3,0,99,1072,936,267,207,127,27794
19:00,20221116,9026,27439.0,15545,2199,4954,1240,1130,4,0,95,1055,936,264,207,127,27756
19:05,20221116,8994,27322.0,15439,2254,4634,1441,1129,4,0,78,1054,936,263,208,127,27567
19:10,20221116,8823,27262.0,15349,2245,4629,1420,1129,4,0,69,1055,936,264,208,127,27435
19:15,20221116,8820,27244.0,15316,2242,4680,1414,1128,4,0,70,1049,937,267,208,127,27442
19:20,20221116,8813,27203.0,15184,2231,4756,1442,1129,4,0,70,1045,935,270,208,127,27401
19:25,20221116,8790,27163.0,15149,2197,4820,1391,1129,3,0,70,1062,936,268,208,127,27360
19:30,20221116,8804,27138.0,15165,2190,4844,1344,1129,3,0,70,1065,935,267,208,127,27347
19:35,20221116,8809,27100.0,15067,2239,4889,1327,1129,3,0,69,1072,935,267,208,127,27332
19:40,20221116,8757,27084.0,15006,2250,4940,1288,1129,3,0,70,1090,935,268,208,126,27313
19:45,20221116,8756,27030.0,14962,2223,4948,1280,1130,3,0,69,1088,936,268,207,126,27240
19:50,20221116,8750,26980.0,15016,2222,4942,1196,1130,3,0,70,1094,936,267,208,127,27211
19:55,20221116,8772,26946.0,14979,2186,5063,1080,1129,3,0,69,1101,936,266,207,126,27145
20:00,20221116,8819,26850.0,14888,1996,5115,1194,1129,3,0,69,1109,935,265,208,126,27037
20:05,20221116,8769,26747.0,14887,1808,4911,1457,1129,3,0,68,1118,936,269,209,127,26922
20:10,20221116,8698,26683.0,14950,1729,4964,1415,1129,3,0,66,1114,936,268,208,127,26909
20:15,20221116,8752,26614.0,14966,1733,4983,1327,1129,3,0,65,1107,937,268,208,126,26852
20:20,20221116,8771,26603.0,14948,1731,5068,1261,1129,4,0,64,1111,937,266,208,124,26851
20:25,20221116,8790,26519.0,14932,1651,5043,1261,1130,3,0,64,1124,937,267,208,124,26744
20:30,20221116,8775,26432.0,14931,1626,5125,1149,1131,3,0,64,1121,936,269,207,124,26686
20:35,20221116,8835,26376.0,14935,1629,5340,897,1129,2,0,64,1109,937,266,207,124,26639
20:40,20221116,8916,26311.0,14925,1612,5450,753,1130,2,0,64,1119,936,268,207,126,26592
20:45,20221116,8953,26244.0,14955,1614,5440,661,1130,2,0,64,1153,937,268,207,126,26557
20:50,20221116,8951,26171.0,15011,1612,5456,571,1129,2,0,64,1166,937,270,207,126,26551
20:55,20221116,8988,26115.0,15037,1587,5449,532,1130,2,0,64,1170,937,268,209,126,26511
21:00,20221116,8996,26030.0,15055,1554,5421,521,1130,2,0,64,1159,937,267,207,126,26443
21:05,20221116,8990,26083.0,14996,1525,5368,698,1130,4,0,64,1150,937,268,207,127,26474
21:10,20221116,8916,26062.0,14904,1499,5280,815,1129,3,0,63,1135,936,266,207,129,26366
21:15,20221116,8856,25977.0,14904,1455,5178,877,1129,4,0,64,1139,937,266,207,128,26288
21:20,20221116,8809,25915.0,14984,1433,4927,1014,1129,4,0,62,1140,936,267,207,128,26231
21:25,20221116,8730,25865.0,14984,1429,4950,949,1130,4,0,62,1139,937,268,207,127,26186
21:30,20221116,8740,25758.0,14964,1426,5083,781,1130,3,0,62,1111,936,267,207,127,26097
21:35,20221116,8780,25664.0,14949,1412,5039,807,1129,3,0,62,1121,936,270,207,126,26061
21:40,20221116,8743,25523.0,14975,1417,5083,641,1129,3,0,63,1152,937,271,207,126,26004
21:45,20221116,8767,25423.0,14885,1409,5263,423,1130,4,0,63,1164,936,267,209,125,25878
21:50,20221116,8796,25337.0,14815,1406,5431,257,1129,4,0,63,1186,936,266,209,124,25826
21:55,20221116,8839,25202.0,14817,1363,5404,217,1129,4,0,63,1179,937,265,208,124,25710
22:00,20221116,8821,25049.0,14825,1378,5151,295,1129,4,0,63,1194,937,261,208,124,25569
22:05,20221116,8705,24874.0,14690,1413,5035,261,1129,5,0,62,1212,937,260,208,125,25337
22:10,20221116,8592,24763.0,14648,1422,5000,207,1129,4,0,62,1219,936,258,207,126,25218
22:15,20221116,8584,24606.0,14680,1418,4920,156,1129,5,0,62,1222,937,259,208,127,25123
22:20,20221116,8563,24511.0,14641,1378,4968,94,1128,5,0,62,1233,936,259,207,129,25040
22:25,20221116,8570,24386.0,14564,1357,4989,65,1129,3,0,62,1241,936,259,207,129,24941
22:30,20221116,8544,24254.0,14464,1347,4932,76,1129,3,0,62,1244,936,260,207,128,24788
22:35,20221116,8487,24112.0,14339,1319,4992,52,1129,3,0,62,1230,937,261,207,128,24659
22:40,20221116,8461,23956.0,14269,1304,5002,23,1129,3,0,62,1215,937,259,207,127,24537
22:45,20221116,8434,23832.0,14187,1291,5037,-17,1129,3,0,62,1209,936,258,207,126,24428
22:50,20221116,8423,23709.0,13928,1303,5153,-16,1130,4,0,62,1240,936,259,207,126,24332
22:55,20221116,8314,23601.0,13828,1285,5166,-65,1130,5,0,63,1261,936,257,207,126,24199
23:00,20221116,8238,23482.0,13864,1278,4975,-18,1129,5,0,63,1268,936,256,207,125,24088
23:05,20221116,8167,23369.0,14003,1348,4642,0,1129,4,0,63,1260,936,254,207,122,23968
23:10,20221116,8085,23251.0,14028,1365,4459,13,1129,4,0,63,1256,936,253,207,112,23825
23:15,20221116,8007,23134.0,14048,1353,4328,12,1129,5,0,63,1264,937,251,208,112,23710
23:20,20221116,7949,23052.0,13975,1333,4363,-8,1129,5,0,63,1273,936,253,207,112,23641
23:25,20221116,7935,22913.0,13913,1319,4317,-13,1130,4,0,63,1278,936,256,207,112,23522
23:30,20221116,7888,22804.0,13822,1298,4406,-70,1130,4,0,63,1286,935,256,207,114,23451
23:35,20221116,7919,22686.0,13711,1271,4439,-63,1130,4,0,63,1290,936,254,207,114,23356
23:40,20221116,7863,22610.0,13608,1260,4467,-67,1129,4,0,63,1300,936,253,205,114,23272
23:45,20221116,7860,22459.0,13554,1081,4567,-111,1129,5,0,63,1310,935,254,207,114,23108
23:50,20221116,7898,22371.0,13616,909,4692,-152,1129,4,0,63,1327,934,254,206,115,23097
23:55,20221116,7968,22272.0,13658,898,4637,-165,1129,4,0,63,1326,936,254,206,115,23061
00:00,20221127,6745,20613.0,8104,1689,7020,-153,2016,3,0,-12,1438,980,277,201,135,21698
00:05,20221127,6682,20681.0,8070,1578,6963,116,2020,3,0,-12,1436,981,277,201,127,21760
00:10,20221127,6600,20703.0,8061,1614,6931,118,2023,3,0,-12,1433,980,278,201,114,21744
00:15,20221127,6597,20652.0,8088,1616,6879,61,2025,3,0,-12,1427,980,278,202,114,21661
00:20,20221127,6579,20597.0,8081,1616,6871,3,2028,3,0,-12,1423,982,280,202,114,21591
00:25,20221127,6569,20522.0,8044,1599,6853,-7,2031,3,0,-12,1417,980,279,202,114,21503
00:30,20221127,6547,20443.0,7968,1593,6855,-4,2032,3,0,-12,1402,981,279,202,114,21413
00:35,20221127,6509,20369.0,7861,1579,6896,-6,2036,3,0,-12,1394,981,278,202,115,21327
00:40,20221127,6491,20290.0,7788,1572,6890,-3,2040,4,0,-12,1399,982,275,202,115,21252
00:45,20221127,6451,20257.0,7830,1572,6859,-29,2042,3,0,-12,1415,981,272,202,115,21250
00:50,20221127,6456,20168.0,7815,1560,6861,-66,2044,3,0,-12,1411,981,276,202,117,21192
00:55,20221127,6446,20102.0,7795,1517,6837,-67,2047,4,0,-12,1419,982,277,202,117,21118
01:00,20221127,6431,20060.0,7707,1369,6888,-25,2050,4,0,-12,1422,982,277,202,118,20982
01:05,20221127,6424,20020.0,7776,1183,6947,71,2053,4,0,-12,1411,982,277,201,116,21009
01:10,20221127,6490,20017.0,7828,1171,6933,69,2057,4,0,-12,1398,983,276,202,115,21024
01:15,20221127,6479,19990.0,7796,1178,6947,45,2059,4,0,-12,1396,984,271,201,115,20984
01:20,20221127,6468,19920.0,7754,1167,6938,18,2062,4,0,-12,1363,983,265,202,115,20859
01:25,20221127,6446,19872.0,7751,1134,6930,11,2063,4,0,-13,1366,984,257,202,115,20804
01:30,20221127,6444,19812.0,7787,1125,6942,-35,2066,4,0,-13,1379,984,248,202,115,20804
01:35,20221127,6461,19749.0,7822,1138,6908,-72,2069,4,0,-12,1394,984,232,202,114,20783
01:40,20221127,6445,19712.0,7816,1126,6877,-72,2073,3,0,-12,1400,984,232,202,115,20744
01:45,20221127,6429,19653.0,7792,1073,6866,-71,2077,3,0,-13,1411,984,232,202,115,20671
01:50,20221127,6425,19613.0,7823,1064,6831,-70,2080,3,0,-12,1394,984,233,202,115,20647
01:55,20221127,6411,19569.0,7780,1060,6768,-46,2083,3,0,-13,1361,984,233,202,115,20530
02:00,20221127,6368,19514.0,7749,1031,6740,-41,2085,3,0,-13,1332,984,233,202,114,20419
02:05,20221127,6354,19508.0,7729,852,6853,0,2089,3,0,-13,1347,984,233,202,113,20392
02:10,20221127,6404,19478.0,7769,803,6844,14,2092,3,0,-13,1369,984,233,202,112,20412
02:15,20221127,6413,19452.0,7798,813,6841,-10,2096,3,0,-12,1362,983,232,202,112,20420
02:20,20221127,6404,19412.0,7714,716,6830,41,2097,3,0,-13,1344,982,232,202,112,20260
02:25,20221127,6371,19362.0,7742,717,6771,60,2102,3,0,-13,1302,982,233,202,113,20214
02:30,20221127,6360,19340.0,7733,717,6757,62,2104,3,0,-13,1289,983,233,202,114,20184
02:35,20221127,6347,19311.0,7735,717,6729,64,2107,3,0,-13,1302,983,234,202,114,20177
02:40,20221127,6342,19284.0,7723,701,6737,60,2110,3,0,-13,1318,983,233,202,113,20170
02:45,20221127,6339,19267.0,7724,700,6688,78,2113,3,0,-13,1295,983,233,202,113,20119
02:50,20221127,6307,19242.0,7830,707,6772,-29,2115,3,0,-13,1255,982,234,202,111,20169
02:55,20221127,6404,19172.0,7950,486,6875,99,2117,3,0,-13,1210,982,235,202,112,20258
03:00,20221127,6533,19166.0,8030,360,6887,151,2122,3,0,-12,1158,983,235,202,112,20231
03:05,20221127,6537,19180.0,8060,390,6890,111,2124,4,0,-13,1128,982,235,202,112,20225
03:10,20221127,6545,19191.0,8035,396,6901,104,2127,4,0,-13,1104,983,234,202,113,20190
03:15,20221127,6536,19166.0,8026,396,6878,92,2131,2,0,-13,1102,983,235,202,113,20147
03:20,20221127,6527,19154.0,8019,389,6866,107,2133,3,0,-13,1107,983,235,202,112,20143
03:25,20221127,6517,19125.0,8029,374,6885,61,2135,2,0,-13,1110,983,236,202,112,20116
03:30,20221127,6543,19105.0,8017,363,6874,85,2138,2,0,-13,1086,983,236,202,112,20085
03:35,20221127,6521,19080.0,8015,355,6873,72,2141,3,0,-13,1064,983,236,202,112,20043
03:40,20221127,6520,19074.0,7994,351,6857,99,2150,3,0,-13,1046,982,235,201,112,20017
03:45,20221127,6506,19072.0,8005,352,6890,51,2148,3,0,-13,1026,983,236,202,113,19996
03:50,20221127,6527,19064.0,8010,350,6911,39,2152,3,0,-13,979,982,235,202,115,19965
03:55,20221127,6529,19034.0,8028,364,6842,73,2154,3,0,-13,936,982,237,201,115,19922
04:00,20221127,6509,19036.0,8070,414,6692,145,2157,3,0,-13,907,983,239,201,115,19913
04:05,20221127,6463,19086.0,8105,603,6567,138,2159,3,0,-13,910,982,239,201,115,20009
04:10,20221127,6412,19133.0,8052,727,6407,192,2160,3,0,-13,912,981,240,201,134,19996
04:15,20221127,6332,19352.0,8241,760,6353,208,2165,3,0,-13,915,982,240,201,136,20191
04:20,20221127,6441,19453.0,8314,741,6350,214,2166,3,0,-13,899,982,240,201,136,20233
04:25,20221127,6440,19449.0,8309,722,6461,133,2171,3,0,-13,889,982,239,201,136,20233
04:30,20221127,6479,19461.0,8313,735,6434,165,2172,3,0,-13,862,981,237,201,135,20225
04:35,20221127,6464,19478.0,8326,735,6423,219,2173,3,0,-13,848,982,238,201,134,20269
04:40,20221127,6459,19499.0,8329,736,6352,293,2172,2,0,-13,846,982,238,202,134,20273
04:45,20221127,6435,19524.0,8349,741,6337,310,2173,3,0,-13,851,983,239,202,135,20310
04:50,20221127,6440,19547.0,8537,740,6256,247,2173,2,0,-13,857,983,242,202,134,20360
04:55,20221127,6484,19550.0,8592,747,6197,244,2171,3,0,-13,850,982,247,202,134,20356
05:00,20221127,6486,19608.0,8684,823,6219,212,2169,2,0,-13,827,983,248,203,134,20491
05:05,20221127,6533,19703.0,8443,925,6302,355,2168,3,0,-13,797,983,252,203,136,20554
05:10,20221127,6437,19779.0,8313,984,6286,411,2167,2,0,-13,789,982,257,202,137,20517
05:15,20221127,6423,19819.0,8343,1000,6416,328,2168,2,0,-13,783,982,262,202,137,20610
05:20,20221127,6490,19855.0,8375,999,6470,291,2169,2,0,-13,776,982,266,202,136,20655
05:25,20221127,6536,19875.0,8509,1002,6559,182,2169,2,0,-13,778,981,271,203,136,20779
05:30,20221127,6631,19913.0,8491,1008,6620,184,2170,3,0,-13,759,981,276,202,136,20817
05:35,20221127,6634,19935.0,8471,1021,6599,224,2170,3,0,-13,739,981,279,202,136,20812
05:40,20221127,6609,19994.0,8370,1018,6576,315,2169,3,0,-13,710,980,280,202,137,20747
05:45,20221127,6562,20006.0,8354,1019,6568,352,2168,3,0,-14,695,981,282,202,137,20747
05:50,20221127,6559,20034.0,8344,1021,6576,374,2168,3,0,-14,687,981,283,202,137,20762
05:55,20221127,6557,20113.0,8311,1025,6630,402,2168,3,0,-13,695,982,288,202,137,20830
06:00,20221127,6570,20181.0,8314,1075,6655,394,2168,3,0,-14,718,982,294,201,137,20927
06:05,20221127,6584,20363.0,8368,1264,6527,512,2168,3,0,-14,718,982,296,201,137,21162
06:10,20221127,6530,20507.0,8335,1328,6530,552,2166,2,0,-13,709,981,297,201,137,21225
06:15,20221127,6541,20558.0,8397,1359,6480,559,2166,2,0,-13,715,980,298,202,136,21281
06:20,20221127,6546,20603.0,8420,1376,6460,582,2167,2,0,-10,730,981,300,201,136,21345
06:25,20221127,6555,20633.0,8458,1382,6498,559,2167,2,0,-2,734,981,301,201,137,21418
06:30,20221127,6584,20614.0,8476,1393,6455,549,2168,2,0,19,756,981,298,201,138,21436
06:35,20221127,6569,20645.0,8466,1393,6482,514,2168,2,0,66,784,982,299,201,138,21495
06:40,20221127,6580,20656.0,8481,1398,6436,474,2166,2,0,157,805,981,298,201,137,21536
06:45,20221127,6555,20663.0,8419,1382,6427,433,2167,2,0,303,837,982,298,201,137,21588
06:50,20221127,6527,20655.0,8305,1332,6491,374,2168,2,0,474,858,981,298,200,137,21620
06:55,20221127,6515,20626.0,8101,1316,6460,359,2167,3,0,707,869,982,298,201,138,21601
07:00,20221127,6410,20627.0,7736,1177,6440,523,2166,4,0,993,899,981,298,201,138,21556
07:05,20221127,6274,20693.0,7455,813,6349,888,2167,4,0,1331,915,982,297,201,135,21537
07:10,20221127,6184,20731.0,7292,537,6290,1068,2168,3,0,1723,928,982,299,200,119,21609
07:15,20221127,6157,20730.0,7185,451,6292,924,2167,3,0,2164,931,982,297,200,117,21713
07:20,20221127,6132,20698.0,6962,433,6474,553,2167,3,0,2575,937,981,297,200,117,21699
07:25,20221127,6172,20652.0,6869,417,6437,313,2166,3,0,2940,945,982,298,200,118,21688
07:30,20221127,6120,20611.0,6766,402,6143,217,2169,2,0,3458,965,981,298,200,118,21719
07:35,20221127,5898,20574.0,6715,398,5793,119,2169,2,0,4046,997,981,299,201,118,21838
07:40,20221127,5721,20512.0,6596,382,5285,62,2169,3,0,4672,1002,981,300,201,118,21771
07:45,20221127,5453,20420.0,6513,373,5001,-53,2168,3,0,5266,997,982,302,201,119,21872
07:50,20221127,5286,20331.0,6162,374,4775,-59,2167,2,0,5797,996,982,303,201,121,21821
07:55,20221127,5077,20239.0,5887,376,4464,-42,2168,1,0,6320,1002,981,300,201,121,21779
08:00,20221127,4878,20141.0,5694,351,4228,-100,2170,1,0,6799,1001,981,300,202,121,21748
08:05,20221127,4761,20182.0,5257,307,4299,-39,2170,1,0,7252,962,981,303,201,120,21814
08:10,20221127,4603,20172.0,4974,260,4422,-184,2169,1,0,7677,953,980,302,201,119,21874
08:15,20221127,4604,20057.0,4620,216,4662,-289,2169,2,0,8044,987,980,301,202,120,22014
08:20,20221127,4505,19912.0,4031,177,4542,-216,2169,2,0,8465,1011,982,299,202,120,21784
08:25,20221127,4087,19812.0,3706,172,4605,-223,2168,1,0,8731,1026,981,299,202,119,21787
08:30,20221127,3877,19687.0,3782,173,4512,-469,2170,1,0,9107,1040,981,301,201,118,21917
08:35,20221127,3895,19560.0,3562,182,4521,-384,2169,1,0,9104,1035,981,303,201,118,21793
08:40,20221127,3763,19452.0,3390,176,4319,-415,2169,2,0,9451,1042,980,303,201,118,21736
08:45,20221127,3661,19311.0,3581,172,4341,-644,2169,2,0,9554,1052,980,299,201,119,21826
08:50,20221127,3751,19178.0,3711,172,4175,-747,2168,2,0,9671,1077,980,295,201,120,21825
08:55,20221127,3723,19049.0,3794,171,4085,-804,2168,2,0,9732,1072,980,298,201,121,21820
09:00,20221127,3710,18969.0,3768,167,3911,-812,2169,2,0,9849,1061,980,299,200,121,21715
09:05,20221127,3600,18876.0,3870,127,3671,-809,2169,2,0,10060,1046,980,300,200,121,21737
09:10,20221127,3576,18812.0,3890,113,3530,-794,2169,2,0,10130,1033,979,298,200,121,21671
09:15,20221127,3524,18710.0,3911,-9,3527,-848,2168,2,0,10169,1033,980,298,199,121,21551
09:20,20221127,3509,18660.0,4467,-209,3640,-1056,2167,2,0,10365,1037,979,299,199,121,22011
09:25,20221127,3884,18532.0,4801,-219,3765,-1335,2169,2,0,10370,1028,979,298,200,121,22179
09:30,20221127,4029,18404.0,4847,-211,3728,-1316,2170,2,0,10395,1010,980,300,200,121,22226
09:35,20221127,3926,18325.0,4437,-1,3199,-1170,2169,2,0,10485,1013,978,301,200,121,21734
09:40,20221127,3510,18193.0,4140,104,2858,-1092,2168,2,0,10527,1018,979,299,200,121,21324
09:45,20221127,3299,18081.0,4151,110,2756,-1130,2168,2,0,10566,1052,979,299,200,121,21274
09:50,20221127,3297,17996.0,4255,107,2709,-1280,2167,2,0,10703,1082,979,299,200,121,21344
09:55,20221127,3323,17932.0,4398,104,2670,-1413,2166,2,0,10800,1112,978,295,199,120,21431
10:00,20221127,3370,17846.0,4387,82,2626,-1414,2167,3,0,10771,1115,979,300,200,119,21335
10:05,20221127,3328,17782.0,4204,53,2600,-1187,2167,3,0,10592,1121,979,301,201,120,21154
10:10,20221127,3215,17723.0,4107,46,2560,-1052,2167,2,0,10444,1125,980,301,203,119,21002
10:15,20221127,3154,17593.0,3869,51,2456,-845,2168,3,0,10251,1150,979,298,204,120,20704
10:20,20221127,3014,17524.0,3888,69,2318,-892,2168,3,0,10360,1165,979,299,207,120,20684
10:25,20221127,2963,17450.0,3757,51,2253,-745,2169,3,0,10230,1180,979,297,207,120,20501
10:30,20221127,2882,17381.0,3816,51,2238,-751,2170,4,0,10219,1190,979,298,206,119,20539
