Renewables 11/05/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-16,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-18,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-18,-18,-18,-18,-18,-18,-18,-18,-18,-19,-19,-19,-19,-19,-19,-19,-9,42,66,126,237,353,448,698,914,1218,1558,1821,2197,2783,3322,3977,4383,4860,5295,5865,6251,6818,7257,7546,7868,8245,8637,8987,9385,9541,9454,9761,9933,10138,9828,9626,9747,9748,9428,9425,9416,9009,8885,8898,8707,8604,8544,8324,8523,8721,8755,8658,8640,8358,8058,8020,8075,8248,8312,8260,8223,8198,8238,8052,7996,7873,7905,8134,8289,8440,8378,8236,8019,8050,7919,7818,7976,7665,7319,7115,7147,7155,7352,7586,7573,7724,7819,7613,7618,7639,7437,7189,7111,6955,6874,6836,6713,6812,6970,6904,6907,6884,7053,7207,7323,7125,7037,6865,6752,6473,6437,6361,6345,6234,6093,5657,5206,4780,4320,3880,3450,3017,2606,2162,1761,1317,973,663,422,254,163,60,6,-7,-11,-11,-10,-9,-8,-8,-6,-6,-5,-4,-4,-5,-6,-5,-6,-6,-5,-5,-5,-5,-5,-5,3,41,45,45,46,45,45,45,45,45,45,44,33,-6,-18,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-16,-16,-16,-16,-16,-17,-17,-17,-17,-17,-16,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17
Wind,3095,3062,3023,2975,2974,3023,3078,3160,3231,3277,3300,3318,3305,3276,3213,3180,3172,3227,3219,3172,3161,3123,3073,2998,2974,2950,2932,2897,2881,2896,2909,2958,2994,2996,2986,3001,2954,2935,2880,2858,2848,2842,2880,2926,2990,3025,3097,3150,3177,3186,3179,3186,3193,3190,3188,3168,3156,3166,3176,3167,3177,3178,3160,3158,3154,3152,3133,3158,3183,3172,3164,3163,3199,3222,3242,3248,3250,3247,3282,3312,3328,3350,3398,3453,3470,3475,3453,3432,3423,3420,3393,3377,3396,3415,3383,3389,3405,3414,3446,3423,3404,3400,3405,3329,3302,3329,3355,3301,3282,3265,3296,3294,3251,3311,3350,3388,3401,3405,3444,3444,3473,3535,3582,3613,3628,3635,3655,3718,3790,3820,3863,3957,4016,4107,4190,4234,4240,4213,4103,4070,4049,4119,4045,3979,3889,3888,3932,3969,3940,3912,3874,3836,3795,3863,3956,3856,3867,3881,3898,3920,3951,3978,3957,3954,3972,3988,3992,4005,3969,3973,3956,3952,3986,4071,4309,4299,4241,4211,4200,4210,4100,4148,4088,4119,4111,3954,4065,4147,4155,4158,4160,4130,4101,4080,4062,4084,4147,4238,4253,4247,4252,4177,4130,4122,4124,4135,4097,4136,4138,4087,4053,4046,4068,4074,4098,4137,4176,4213,4231,4274,4269,4256,4265,4256,4224,4188,4184,4210,4239,4274,4318,4348,4343,4338,4318,4296,4292,4299,4316,4310,4318,4300,4284,4264,4263,4232,4226,4218,4226,4227,4237,4222,4216,4214,4223,4228,4210,4208,4201,4169,4186,4183,4207,4213,4214,4217,4234,4297,4367,4407,4438,4442,4435,4440,4448,4444,4446,4482,4482,4484,4498,4503,4514,4498,4451,4411,4364,4318
Geothermal,820,821,832,838,838,838,839,838,832,830,831,830,829,829,830,830,830,833,836,837,837,836,836,837,836,836,836,835,834,836,837,837,837,837,837,837,837,837,825,818,818,818,818,818,817,816,816,816,816,816,817,816,816,815,816,817,828,828,828,828,827,827,829,832,834,834,833,834,834,837,840,839,839,839,829,830,830,830,840,853,853,858,864,874,881,880,837,823,822,822,822,748,748,749,750,750,749,750,780,792,792,792,794,795,796,795,795,795,795,794,793,791,789,790,789,789,792,794,794,794,793,794,794,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,793,794,793,793,793,792,793,792,792,791,790,790,789,790,790,792,790,789,788,792,814,818,819,819,818,818,819,819,818,819,819,818,819,819,820,819,819,820,820,819,819,820,824,826,825,825,825,826,825,825,825,826,818,818,818,818,818,818,817,818,817,818,818,817,817,817,818,818,817,818,817,818,817,817,818,818,818,817,817,817,817,818,818,818,818,818,818,818,820,819,819,820,819,820,819,820,822,826,829,829,829,830,831,830,831,831,832,832,832,833,832,831,832,833,832,832,833,833,832,831,832,831,832,833,833,833,834,834,835,835,835,834,835,835,835,835,835,835,835,833,834,835,834,835,835,836,836,836,836
Biomass,210,212,209,208,207,210,209,210,210,210,210,208,210,211,210,210,209,211,212,211,211,212,212,210,211,210,211,211,209,209,206,207,209,206,208,209,209,210,211,210,211,209,211,212,213,212,214,212,214,215,218,218,216,214,211,210,209,210,212,215,217,219,220,219,218,220,221,220,220,221,222,222,223,224,228,230,230,229,231,231,232,231,229,229,228,228,228,228,229,228,229,229,229,231,230,229,228,230,230,230,230,232,231,231,229,230,230,230,230,230,231,231,231,231,231,231,232,232,232,230,230,228,223,224,225,220,220,217,214,217,219,221,217,216,217,216,216,218,221,223,224,227,229,230,229,231,231,232,230,231,230,230,229,229,230,232,233,233,232,231,232,232,232,231,231,232,233,233,232,232,231,232,230,231,230,231,231,232,229,230,230,230,228,228,227,230,229,231,230,230,228,229,229,230,230,228,230,229,228,229,231,230,232,230,230,230,229,230,230,232,231,230,229,229,230,230,232,231,232,231,232,231,230,230,231,230,229,227,229,230,232,232,231,233,233,231,231,230,229,228,229,227,227,227,225,224,237,236,235,233,232,232,228,227,226,226,223,224,222,222,222,222,223,221,219,218,217,217,215,215,216,216,214,215,215,216,215,215,215,215,215,214,215,215,214,214,215,215
Biogas,213,213,213,213,214,213,213,214,214,213,214,214,215,214,214,214,213,212,211,211,210,211,211,211,212,211,211,211,211,211,211,212,212,213,212,212,212,213,215,215,214,215,215,215,215,214,215,215,215,215,215,215,215,215,215,214,215,215,215,215,215,215,215,215,215,215,215,215,216,215,215,215,215,215,215,215,216,215,216,215,215,216,215,213,213,213,212,213,212,213,212,213,215,214,214,214,214,214,214,214,214,214,214,214,214,214,213,214,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,214,213,213,213,214,213,213,213,213,213,213,214,213,213,214,214,214,214,214,214,214,214,214,214,214,214,214,215,215,214,214,215,215,214,217,214,214,215,215,216,215,215,216,216,215,215,215,215,214,215,215,214,215,215,215,215,215,214,214,215,215,214,214,215,214,215,214,213,213,213,213,212,211,211,212,212,212,211,212,211,213,212,212,212,212,212,212,214,214,214,214,215,217,216,216,216,217,215,215,215,215,215,215,215,215,215,215,215,216,215,215,215,215,215,215,215,215,216,215,215,215,215,215,215,215,215,215,215,215,215,215,216,215,215,215,215,214,214,215,215,213,212,212,212,212,212,212,212,212,214,213,213,213,213,213,213,213,213,213,213,213,213,213,213
Small hydro,116,114,114,114,114,114,114,114,116,116,116,116,115,114,115,115,115,115,114,114,113,114,114,115,122,122,121,122,121,121,121,121,121,121,119,118,119,119,120,120,120,120,120,120,121,122,122,122,122,125,123,123,123,122,123,124,124,125,125,125,125,124,124,124,124,123,123,123,123,123,123,123,124,128,136,136,136,137,136,136,137,137,137,137,137,137,137,136,134,134,134,134,134,134,135,136,137,136,134,126,123,122,122,121,122,122,122,123,123,123,120,121,120,120,121,121,121,121,121,121,121,121,121,121,121,122,124,124,124,124,123,123,122,122,122,122,122,122,122,122,122,122,121,121,122,122,122,123,123,122,122,122,122,122,120,120,120,121,121,121,121,120,120,120,120,120,120,120,121,121,121,121,121,121,121,121,120,120,119,119,119,118,119,118,118,118,118,119,120,120,122,123,123,126,127,127,127,126,126,125,125,125,126,126,126,128,130,129,129,129,129,130,131,131,131,132,132,131,131,141,141,141,141,141,140,139,140,141,141,141,141,141,141,140,141,142,141,141,140,140,140,140,141,141,142,142,142,142,141,140,141,140,142,139,137,137,136,137,136,137,135,134,135,134,135,134,124,125,124,124,124,124,124,124,124,124,125,123,123,123,123,123,124,124,123,122,121,120
