Net Demand 11/27/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,20750,20593,20593,20593,20412,20412,20412,20217,20217,20217,20008,20008,20008,19862,19862,19862,19736,19736,19736,19618,19618,19618,19510,19510,19510,19414,19414,19414,19317,19317,19317,19229,19229,19229,19215,19215,19215,19154,19154,19154,19126,19126,19126,19093,19093,19093,19130,19130,19130,19172,19172,19172,19247,19247,19247,19538,19538,19538,19703,19703,19703,19902,19902,19902,19978,19978,19978,20055,20055,20055,20341,20341,20341,20530,20530,20530,20588,20588,20588,20593,20593,20593,20637,20637,20637,20609,20609,20609,20463,20463,20463,20324,20324,20324,20186,20186,20186,19942,19942,19942,19606,19606,19606,19289,19289,19289,18977,18977,18977,18669,18669,18669,18411,18411,18411,18051,18051,18051,17831,17831,17831,17613,17613,17613,17412,17412,17412,17129,17129,17129,17005,17005,17005,16997,16997,16997,17017,17017,17017,17032,17032,17032,17094,17094,17094,17163,17163,17163,17210,17210,17210,17324,17324,17324,17423,17423,17423,17481,17481,17481,17738,17738,17738,17983,17983,17983,18252,18252,18252,18648,18648,18648,19127,19127,19127,19493,19493,19493,19937,19937,19937,20439,20439,20439,21044,21044,21044,21581,21581,21581,22173,22173,22173,22729,22729,22729,23344,23344,23344,24027,24027,24027,24879,24879,24879,25571,25571,25571,25735,25735,25735,25708,25708,25708,25523,25523,25523,25392,25392,25392,25308,25308,25308,25238,25238,25238,25105,25105,25105,24997,24997,24997,24793,24793,24793,24777,24777,24777,24586,24586,24586,24445,24445,24445,24310,24310,24310,24116,24116,24116,23966,23966,23966,23811,23811,23811,23562,23562,23562,23319,23319,23319,23014,23014,23014,22576,22576,22576,22173,22173,22173,21847,21847,21847,21377,21377,21377,21106,21106,21106,20836,20836,20836,20637,20637,20637,20404,20404,20404
Demand,20613,20681,20703,20652,20597,20522,20443,20369,20290,20257,20168,20102,20060,20020,20017,19990,19920,19872,19812,19749,19712,19653,19613,19569,19514,19508,19478,19452,19412,19362,19340,19311,19284,19267,19242,19172,19166,19180,19191,19166,19154,19125,19105,19080,19074,19072,19064,19034,19036,19086,19133,19352,19453,19449,19461,19478,19499,19524,19547,19550,19608,19703,19779,19819,19855,19875,19913,19935,19994,20006,20034,20113,20181,20363,20507,20558,20603,20633,20614,20645,20656,20663,20655,20626,20627,20693,20731,20730,20698,20652,20611,20574,20512,20420,20331,20239,20141,20182,20172,20057,19912,19812,19687,19560,19452,19311,19178,19049,18969,18876,18812,18710,18660,18532,18404,18325,18193,18081,17996,17932,17846,17782,17723,17593,17524,17450,17381,17320,17225,17175,17191,17132,17104,17095,17069,17045,17034,17013,16997,16990,17025,17033,17015,17050,17033,17093,17140,17160,17144,17170,17221,17243,17263,17263,17313,17318,17281,17374,17464,17496,17559,17606,17699,17784,17872,17972,18128,18218,18279,18425,18517,18662,18839,18848,18987,19143,19272,19420,19630,19761,19896,20053,20226,20391,20579,20755,20940,21129,21333,21502,21735,21936,22049,22386,22333,22485,22678,22830,23039,23270,23509,23775,24076,24359,24612,24827,25025,25166,25253,25318,25388,25450,25472,25480,25479,25474,25452,25440,25414,25370,25352,25325,25303,25287,25250,25190,25198,25151,25105,25082,25054,25003,24983,24950,24892,24853,24803,24776,24727,24689,24632,24601,24552,24501,24456,24418,24352,24260,24206,24156,24100,24002,23932,23961,23936,23861,23787,23741,23636,23546,23428,23299,23169,23068,22934,22790,22643,22512,22380,22271,22138,22004,21890,21764,21644,21532,21414,21303,21217,21132,21026,20948,20825,20700,20617,20515,20440,20363,20281
Day-ahead net forecast,18961,18640,18640,18640,18640,18640,18640,18640,18640,18640,18640,18640,18640,18034,18034,18034,18034,18034,18034,18034,18034,18034,18034,18034,18034,17654,17654,17654,17654,17654,17654,17654,17654,17654,17654,17654,17654,17508,17508,17508,17508,17508,17508,17508,17508,17508,17508,17508,17508,17728,17728,17728,17728,17728,17728,17728,17728,17728,17728,17728,17728,18246,18246,18246,18246,18246,18246,18246,18246,18246,18246,18246,18246,18784,18784,18784,18784,18784,18784,18784,18784,18784,18784,18784,18784,14508,14508,14508,14508,14508,14508,14508,14508,14508,14508,14508,14508,8314,8314,8314,8314,8314,8314,8314,8314,8314,8314,8314,8314,5817,5817,5817,5817,5817,5817,5817,5817,5817,5817,5817,5817,4771,4771,4771,4771,4771,4771,4771,4771,4771,4771,4771,4771,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4418,4491,4491,4491,4491,4491,4491,4491,4491,4491,4491,4491,4491,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,7351,7351,7351,7351,7351,7351,7351,7351,7351,7351,7351,7351,13354,13354,13354,13354,13354,13354,13354,13354,13354,13354,13354,13354,19266,19266,19266,19266,19266,19266,19266,19266,19266,19266,19266,19266,21748,21748,21748,21748,21748,21748,21748,21748,21748,21748,21748,21748,21687,21687,21687,21687,21687,21687,21687,21687,21687,21687,21687,21687,21065,21065,21065,21065,21065,21065,21065,21065,21065,21065,21065,21065,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,20330,19601,19601,19601,19601,19601,19601,19601,19601,19601,19601,19601,19601,18385,18385,18385,18385,18385,18385,18385,18385,18385,18385,18385,18385,17206,17206,17206,17206,17206,17206,17206,17206,17206,17206,17206,17206
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,19231,19222,19295,19260,19197,19146,19093,19011,18946,18864,18808,18716,18672,18622,18654,18616,18602,18532,18482,18390,18345,18275,18247,18233,18228,18168,18140,18116,18089,18090,18071,18039,17995,17979,18009,17993,18022,18059,18097,18094,18057,18047,18043,18035,18041,18062,18102,18126,18135,18173,18211,18346,18565,18580,18603,18633,18665,18674,18689,18709,18762,18881,18971,19035,19079,19099,19148,19196,19276,19319,19350,19398,19453,19575,19770,19841,19867,19894,19856,19785,19712,19541,19358,19077,18742,18453,18112,17672,17197,16800,16249,15574,14918,14227,13608,12998,12397,11987,11592,11095,10484,10115,9559,9462,8990,8781,8491,8311,8099,7827,7674,7533,7270,7180,7048,6885,6687,6517,6270,6045,5959,6073,6162,6240,6005,6061,6018,5898,5961,5891,5911,5972,6183,5878,5863,5848,5849,5849,5816,5716,5539,5623,5573,5774,5699,5709,5745,5705,5746,5840,5836,5819,5902,6001,5755,5926,5983,6119,6268,6408,6333,6278,6372,6526,6862,7059,7085,7391,7906,7996,8051,8066,8124,8461,8560,8561,8756,8979,9658,10440,11029,11775,12527,13249,13827,14449,15047,15774,16536,17292,18047,18677,19126,19757,20010,20311,20609,20880,21140,21379,21649,21879,22171,22488,22769,22919,23122,23259,23352,23425,23460,23528,23539,23550,23552,23549,23505,23505,23456,23394,23326,23270,23186,23114,23011,22887,22830,22740,22670,22640,22608,22543,22506,22480,22438,22370,22300,22241,22196,22069,22003,21934,21865,21809,21749,21693,21629,21504,21406,21341,21310,21268,21217,21469,21678,21606,21522,21440,21369,21285,21195,21023,20882,20754,20634,20430,20248,20092,19890,19789,19618,19415,19247,19066,18917,18800,18665,18616,18567,18489,18425,18379,18247,18086,17975,17892,17840,17778,17671
