Net Demand 11/12/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22271,22110,22110,22110,22006,22006,22006,21825,21825,21825,21660,21660,21660,21484,21484,21484,21324,21324,21324,21162,21162,21162,21016,21016,21016,20892,20892,20892,20805,20805,20805,20715,20715,20715,20661,20661,20661,20619,20619,20619,20559,20559,20559,20531,20531,20531,20579,20579,20579,20677,20677,20677,20760,20760,20760,20815,20815,20815,20992,20992,20992,21186,21186,21186,21281,21281,21281,21368,21368,21368,21629,21629,21629,21807,21807,21807,21850,21850,21850,21843,21843,21843,21950,21950,21950,21941,21941,21941,21807,21807,21807,21554,21554,21554,21408,21408,21408,21178,21178,21178,20864,20864,20864,20336,20336,20336,20073,20073,20073,19665,19665,19665,19374,19374,19374,19134,19134,19134,18793,18793,18793,18491,18491,18491,18122,18122,18122,17864,17864,17864,17645,17645,17645,17462,17462,17462,17350,17350,17350,17259,17259,17259,17148,17148,17148,17035,17035,17035,17148,17148,17148,17233,17233,17233,17292,17292,17292,17428,17428,17428,17562,17562,17562,17747,17747,17747,18044,18044,18044,18368,18368,18368,18769,18769,18769,19252,19252,19252,19760,19760,19760,20284,20284,20284,20840,20840,20840,21356,21356,21356,21791,21791,21791,22355,22355,22355,23065,23065,23065,23699,23699,23699,24551,24551,24551,25041,25041,25041,25272,25272,25272,25357,25357,25357,25283,25283,25283,25153,25153,25153,25052,25052,25052,24952,24952,24952,24833,24833,24833,24756,24756,24756,24629,24629,24629,24550,24550,24550,24409,24409,24409,24289,24289,24289,24221,24221,24221,24089,24089,24089,23956,23956,23956,23883,23883,23883,23710,23710,23710,23514,23514,23514,23276,23276,23276,23066,23066,23066,22783,22783,22783,22632,22632,22632,22323,22323,22323,22128,22128,22128,21988,21988,21988,21766,21766,21766,21477,21477,21477
Demand,22291,22389,22412,22358,22316,22244,22150,22087,22026,21973,21904,21827,21739,21697,21649,21589,21520,21482,21414,21366,21285,21246,21180,21127,21088,21048,21047,21007,20985,20929,20903,20833,20816,20764,20763,20697,20671,20679,20693,20661,20638,20638,20630,20597,20592,20596,20590,20572,20595,20653,20673,20717,20732,20729,20746,20771,20791,20787,20840,20856,20873,20882,20915,20971,21033,21088,21116,21198,21251,21290,21324,21416,21513,21707,21804,21865,21912,21949,21941,21976,22017,21976,21955,21958,21941,21971,21988,21998,21961,21898,21857,21815,21638,21568,21506,21475,21343,21334,21315,21180,21073,20951,20793,20696,20555,20404,20259,20132,19986,19938,19896,19789,19697,19560,19446,19313,19153,19059,18928,18819,18697,18639,18601,18506,18404,18317,18204,18110,18043,17931,17840,17762,17685,17597,17557,17506,17453,17398,17358,17302,17267,17201,17164,17166,17153,17148,17135,17146,17154,17152,17164,17170,17198,17229,17281,17262,17293,17301,17340,17367,17392,17495,17574,17661,17695,17819,17921,17999,18136,18225,18362,18496,18597,18714,18848,19017,19153,19300,19456,19647,19731,19834,19932,20121,20341,20574,20740,20942,21134,21274,21497,21706,21896,21993,22150,22353,22534,22719,22917,23122,23324,23503,23707,23938,24111,24405,24615,24834,24978,25117,25170,25245,25292,25288,25310,25303,25312,25244,25210,25212,25179,25184,25142,25129,25074,25039,25030,24998,24974,24929,24878,24851,24846,24801,24759,24716,24692,24656,24613,24583,24548,24505,24492,24471,24444,24380,24322,24280,24221,24168,24140,24065,23991,24008,24021,23950,23917,23866,23814,23754,23722,23628,23538,23490,23416,23299,23174,23125,23140,23092,23000,22920,22820,22725,22642,22551,22501,22399,22402,22339,22285,22183,22100,21929,21698,21613,21520,21431,21371
Day-ahead net forecast,21732,20889,20889,20889,20889,20889,20889,20889,20889,20889,20889,20889,20889,20157,20157,20157,20157,20157,20157,20157,20157,20157,20157,20157,20157,19633,19633,19633,19633,19633,19633,19633,19633,19633,19633,19633,19633,19391,19391,19391,19391,19391,19391,19391,19391,19391,19391,19391,19391,19404,19404,19404,19404,19404,19404,19404,19404,19404,19404,19404,19404,19891,19891,19891,19891,19891,19891,19891,19891,19891,19891,19891,19891,19806,19806,19806,19806,19806,19806,19806,19806,19806,19806,19806,19806,13906,13906,13906,13906,13906,13906,13906,13906,13906,13906,13906,13906,8486,8486,8486,8486,8486,8486,8486,8486,8486,8486,8486,8486,6347,6347,6347,6347,6347,6347,6347,6347,6347,6347,6347,6347,5224,5224,5224,5224,5224,5224,5224,5224,5224,5224,5224,5224,4556,4556,4556,4556,4556,4556,4556,4556,4556,4556,4556,4556,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4494,4494,4494,4494,4494,4494,4494,4494,4494,4494,4494,4494,6213,6213,6213,6213,6213,6213,6213,6213,6213,6213,6213,6213,12285,12285,12285,12285,12285,12285,12285,12285,12285,12285,12285,12285,19644,19644,19644,19644,19644,19644,19644,19644,19644,19644,19644,19644,22307,22307,22307,22307,22307,22307,22307,22307,22307,22307,22307,22307,22120,22120,22120,22120,22120,22120,22120,22120,22120,22120,22120,22120,21313,21313,21313,21313,21313,21313,21313,21313,21313,21313,21313,21313,20487,20487,20487,20487,20487,20487,20487,20487,20487,20487,20487,20487,19696,19696,19696,19696,19696,19696,19696,19696,19696,19696,19696,19696,18596,18596,18596,18596,18596,18596,18596,18596,18596,18596,18596,18596,17402,17402,17402,17402,17402,17402,17402,17402,17402,17402,17402,17402
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,21793,21795,21913,21869,21824,21770,21699,21622,21544,21476,21399,21306,21196,21123,21055,21005,20936,20901,20852,20805,20756,20703,20657,20611,20573,20514,20525,20459,20439,20373,20334,20250,20202,20159,20133,20047,19982,19938,19899,19894,19831,19821,19812,19773,19737,19725,19692,19698,19684,19746,19819,19880,19901,19900,19906,19966,19985,19979,20030,20051,20105,20058,20082,20112,20146,20195,20224,20212,20262,20267,20303,20357,20416,20554,20703,20755,20763,20754,20645,20513,20369,20077,19704,19324,18896,18443,17961,17406,16827,16244,15631,15084,14369,13697,13042,12375,11670,11110,10690,10279,9957,9624,9324,9043,8850,8514,8228,7986,7801,7676,7619,7494,7314,7138,7015,6853,6720,6612,6485,6356,6269,6207,6225,6231,6167,6094,5969,5823,5766,5637,5566,5476,5413,5359,5364,5271,5122,5126,5072,5044,4972,4910,4834,4783,4729,4680,4674,4634,4603,4589,4562,4544,4576,4477,4473,4535,4600,4338,4392,4293,4182,4417,4601,4706,5100,5267,5244,5543,5988,6079,6333,6752,6869,7094,7241,7173,7464,7675,8071,8537,8818,8689,9069,9620,10283,11029,11720,12501,13300,14066,14791,15572,16344,16840,17349,17942,18522,19007,19339,19631,19878,20073,20172,20373,20537,20724,20970,21128,21242,21395,21481,21573,21665,21657,21662,21674,21664,21605,21594,21616,21582,21616,21630,21623,21606,21518,21489,21505,21426,21389,21412,21386,21349,21331,21241,21159,21092,21056,20990,20919,20898,20860,20821,20792,20744,20685,20592,20539,20466,20383,20326,20249,20128,20032,20022,19966,19916,19856,19815,19771,19804,19770,19693,19662,19613,19525,19395,19320,19267,19316,19201,19107,19004,18949,18887,18800,18783,18707,18596,18616,18611,18686,18640,18645,18448,18424,18395,18293,18213
