Net Demand 11/20/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,21553,21475,21475,21475,21384,21384,21384,21206,21206,21206,21019,21019,21019,20893,20893,20893,20802,20802,20802,20620,20620,20620,20545,20545,20545,20469,20469,20469,20390,20390,20390,20290,20290,20290,20249,20249,20249,20258,20258,20258,20201,20201,20201,20202,20202,20202,20276,20276,20276,20308,20308,20308,20370,20370,20370,20403,20403,20403,20548,20548,20548,20720,20720,20720,20818,20818,20818,20916,20916,20916,21179,21179,21179,21387,21387,21387,21412,21412,21412,21424,21424,21424,21476,21476,21476,21482,21482,21482,21312,21312,21312,21121,21121,21121,20958,20958,20958,20706,20706,20706,20146,20146,20146,19786,19786,19786,19473,19473,19473,19241,19241,19241,18864,18864,18864,18549,18549,18549,18242,18242,18242,17965,17965,17965,17716,17716,17716,17471,17471,17471,17258,17258,17258,17137,17137,17137,17020,17020,17020,17030,17030,17030,17054,17054,17054,17099,17099,17099,17235,17235,17235,17261,17261,17261,17375,17375,17375,17594,17594,17594,17842,17842,17842,18099,18099,18099,18385,18385,18385,18735,18735,18735,19215,19215,19215,19695,19695,19695,20202,20202,20202,20695,20695,20695,21336,21336,21336,21852,21852,21852,22363,22363,22363,22862,22862,22862,23482,23482,23482,24237,24237,24237,25119,25119,25119,25702,25702,25702,25785,25785,25785,25730,25730,25730,25540,25540,25540,25464,25464,25464,25396,25396,25396,25299,25299,25299,25126,25126,25126,25098,25098,25098,24980,24980,24980,24871,24871,24871,24789,24789,24789,24690,24690,24690,24551,24551,24551,24388,24388,24388,24358,24358,24358,24258,24258,24258,24048,24048,24048,23826,23826,23826,23520,23520,23520,23298,23298,23298,22961,22961,22961,22632,22632,22632,22268,22268,22268,22035,22035,22035,21833,21833,21833,21593,21593,21593,21439,21439,21439
Demand,21659,21714,21739,21684,21643,21588,21519,21439,21418,21361,21284,21227,21176,21134,21138,21078,21052,20967,20924,20867,20837,20760,20712,20653,20614,20590,20583,20550,20510,20494,20454,20440,20387,20359,20351,20321,20302,20326,20334,20325,20306,20304,20272,20281,20253,20269,20260,20245,20247,20300,20327,20343,20355,20341,20366,20383,20412,20411,20443,20447,20505,20569,20679,20707,20751,20766,20795,20853,20907,20939,20964,21037,21120,21274,21391,21455,21503,21524,21528,21555,21596,21573,21581,21574,21604,21628,21706,21664,21617,21572,21491,21437,21401,21327,21191,21110,21047,21076,20925,20771,20666,20574,20423,20290,20105,20012,19934,19812,19690,19589,19466,19408,19273,19168,19027,18892,18771,18660,18521,18409,18308,18227,18127,18051,17950,17809,17716,17657,17574,17512,17418,17392,17332,17280,17216,17183,17146,17139,17139,17120,17072,17059,17066,17081,17063,17068,17103,17096,17112,17188,17164,17209,17224,17296,17346,17357,17320,17388,17497,17528,17626,17721,17834,17922,18036,18098,18197,18299,18404,18503,18658,18809,18937,19080,19222,19383,19556,19703,19836,19994,20187,20318,20535,20701,20854,21057,21275,21715,21630,21799,21858,22161,22320,22399,22625,22776,22991,23197,23416,23585,23787,23985,24214,24465,24690,24841,25026,25211,25346,25445,25460,25520,25541,25569,25596,25594,25597,25553,25553,25518,25487,25480,25417,25369,25353,25317,25307,25304,25275,25230,25205,25163,25157,25141,25086,25061,25048,25023,24989,24969,24915,24894,24902,24889,24837,24795,24747,24691,24647,24617,24553,24508,24429,24442,24482,24428,24380,24314,24251,24183,24103,24022,23941,23839,23751,23638,23502,23411,23306,23216,23095,22971,22832,22757,22664,22565,22460,22350,22249,22172,22071,21999,21940,21857,21761,21651,21574,21512,21433
Day-ahead net forecast,21130,20586,20586,20586,20586,20586,20586,20586,20586,20586,20586,20586,20586,19829,19829,19829,19829,19829,19829,19829,19829,19829,19829,19829,19829,19392,19392,19392,19392,19392,19392,19392,19392,19392,19392,19392,19392,19155,19155,19155,19155,19155,19155,19155,19155,19155,19155,19155,19155,19181,19181,19181,19181,19181,19181,19181,19181,19181,19181,19181,19181,19614,19614,19614,19614,19614,19614,19614,19614,19614,19614,19614,19614,19655,19655,19655,19655,19655,19655,19655,19655,19655,19655,19655,19655,13877,13877,13877,13877,13877,13877,13877,13877,13877,13877,13877,13877,7367,7367,7367,7367,7367,7367,7367,7367,7367,7367,7367,7367,4884,4884,4884,4884,4884,4884,4884,4884,4884,4884,4884,4884,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,4009,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3684,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,4623,4623,4623,4623,4623,4623,4623,4623,4623,4623,4623,4623,7134,7134,7134,7134,7134,7134,7134,7134,7134,7134,7134,7134,13981,13981,13981,13981,13981,13981,13981,13981,13981,13981,13981,13981,21514,21514,21514,21514,21514,21514,21514,21514,21514,21514,21514,21514,24409,24409,24409,24409,24409,24409,24409,24409,24409,24409,24409,24409,24501,24501,24501,24501,24501,24501,24501,24501,24501,24501,24501,24501,24016,24016,24016,24016,24016,24016,24016,24016,24016,24016,24016,24016,23298,23298,23298,23298,23298,23298,23298,23298,23298,23298,23298,23298,22589,22589,22589,22589,22589,22589,22589,22589,22589,22589,22589,22589,21534,21534,21534,21534,21534,21534,21534,21534,21534,21534,21534,21534,20416,20416,20416,20416,20416,20416,20416,20416,20416,20416,20416,20416
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,21141,21162,21232,21209,21154,21105,21085,21008,20965,20963,20876,20844,20803,20768,20747,20728,20704,20639,20582,20531,20485,20445,20405,20310,20260,20226,20216,20199,20147,20134,20097,20047,20010,19941,19913,19874,19834,19833,19839,19829,19816,19769,19742,19690,19673,19640,19624,19609,19583,19620,19646,19651,19654,19661,19686,19668,19706,19724,19745,19749,19770,19833,19912,19957,19959,19950,19959,19976,20018,20046,20064,20086,20119,20208,20309,20379,20411,20396,20363,20276,20187,19993,19748,19460,19144,18742,18361,17891,17267,16679,16027,15309,14663,14003,13332,12598,11981,11444,10881,10322,9778,9256,8848,8475,8146,7947,7674,7495,7264,7137,6964,6845,6732,6565,6462,6287,6123,6045,6055,5987,5944,5791,5788,5689,5614,5506,5451,5381,5302,5187,5118,5094,5038,5034,5081,5059,4998,4985,4894,4976,4964,4974,4967,5083,5066,4982,4999,5061,4995,5096,5053,4922,4780,4761,4920,5197,5298,5395,5554,5475,5572,5779,6090,6266,6391,6689,6833,7087,7392,7167,7318,7567,7778,8051,8437,8619,8919,9179,9387,9777,10160,10645,11139,11824,12551,13303,14159,15144,15983,16578,17310,18095,18890,19541,20201,20818,21377,21890,22322,22700,23016,23272,23498,23761,24030,24197,24362,24524,24638,24752,24789,24810,24860,24881,24894,24906,24898,24848,24820,24762,24740,24712,24667,24638,24595,24559,24499,24477,24413,24377,24318,24242,24189,24169,24121,24078,24021,24028,23984,23963,23926,23850,23822,23791,23738,23679,23633,23563,23495,23509,23420,23368,23287,23245,23292,23273,23229,23166,23109,23016,22942,22840,22773,22678,22560,22484,22355,22251,22147,22055,21953,21863,21738,21644,21546,21459,21323,21224,21130,21045,20961,20886,20823,20741,20678,20546,20441,20397,20355
