Net Demand 11/03/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,21981,21766,21766,21766,21637,21637,21637,21428,21428,21428,21286,21286,21286,21129,21129,21129,20958,20958,20958,20742,20742,20742,20696,20696,20696,20552,20552,20552,20477,20477,20477,20402,20402,20402,20340,20340,20340,20326,20326,20326,20288,20288,20288,20342,20342,20342,20487,20487,20487,20647,20647,20647,20774,20774,20774,20882,20882,20882,21249,21249,21249,21597,21597,21597,21957,21957,21957,22214,22214,22214,22757,22757,22757,23553,23553,23553,24085,24085,24085,24598,24598,24598,25273,25273,25273,25641,25641,25641,25638,25638,25638,25744,25744,25744,25800,25800,25800,25651,25651,25651,25438,25438,25438,25059,25059,25059,24871,24871,24871,24329,24329,24329,23882,23882,23882,23359,23359,23359,22869,22869,22869,22489,22489,22489,22125,22125,22125,21695,21695,21695,21381,21381,21381,21150,21150,21150,20793,20793,20793,20621,20621,20621,20378,20378,20378,20195,20195,20195,20048,20048,20048,19916,19916,19916,19790,19790,19790,19786,19786,19786,19640,19640,19640,19684,19684,19684,19855,19855,19855,19900,19900,19900,20113,20113,20113,20170,20170,20170,20360,20360,20360,20610,20610,20610,21010,21010,21010,21217,21217,21217,21392,21392,21392,21937,21937,21937,22362,22362,22362,23051,23051,23051,23688,23688,23688,24311,24311,24311,24917,24917,24917,25524,25524,25524,26157,26157,26157,26729,26729,26729,27112,27112,27112,27098,27098,27098,27104,27104,27104,27061,27061,27061,26770,26770,26770,26685,26685,26685,26636,26636,26636,26523,26523,26523,26397,26397,26397,26137,26137,26137,25991,25991,25991,25853,25853,25853,25676,25676,25676,25284,25284,25284,24923,24923,24923,24561,24561,24561,24182,24182,24182,23866,23866,23866,23564,23564,23564,23123,23123,23123,22816,22816,22816,22632,22632,22632,22364,22364,22364
Demand,21833,21934,22035,22000,21964,21814,21770,21685,21599,21538,21504,21450,21428,21373,21284,21170,21124,21091,20974,20915,20892,20762,20734,20712,20659,20611,20604,20514,20465,20444,20366,20354,20274,20217,20134,20103,20067,20175,20171,20154,20142,20154,20179,20203,20224,20240,20218,20224,20207,20249,20342,20415,20460,20510,20520,20592,20641,20722,20747,20828,20872,21067,21254,21365,21499,21550,21636,21759,21933,22014,22135,22264,22448,22861,23179,23475,23657,23865,23932,24227,24452,24603,24805,24931,25071,25380,25561,25699,25841,25932,25926,25932,25941,25926,25908,25826,25800,25820,25838,25845,25773,25729,25622,25454,25283,25145,24966,24850,24609,24495,24375,24235,24048,23974,23744,23555,23485,23317,23126,23064,22881,22776,22619,22508,22235,22168,22009,21884,21891,21816,21621,21538,21332,21245,21147,21070,20955,20951,20811,20711,20672,20608,20488,20444,20374,20343,20316,20279,20133,19978,19665,19741,19968,19895,19894,19875,19823,19746,19752,19680,19664,19692,19702,19805,19832,19823,19788,19828,19956,19958,19965,19948,19913,19957,20055,20037,20087,20160,20185,20294,20343,20417,20494,20577,20658,20723,20864,21032,21098,21158,21324,21478,21628,21596,21675,21926,22099,22288,22468,22685,22920,23119,23301,23528,23721,23806,23952,24201,24468,24676,24876,25125,25250,25421,25563,25811,26057,26224,26409,26605,26769,26921,27007,27085,27134,27165,27224,27221,27172,27106,27061,27050,27029,27023,26978,27008,27018,26968,26993,26951,26899,26801,26650,26570,26550,26478,26451,26374,26306,26262,26187,26134,26052,26022,26020,25995,25900,25824,25784,25662,25556,25440,25328,25227,25072,24951,24855,24770,24634,24510,24428,24291,24169,24043,23916,23822,23682,23556,23413,23272,23168,23074,22971,22828,22697,22627,22523,22433,22346
Day-ahead net forecast,17961,16951,16951,16951,16951,16951,16951,16951,16951,16951,16951,16951,16951,16443,16443,16443,16443,16443,16443,16443,16443,16443,16443,16443,16443,15794,15794,15794,15794,15794,15794,15794,15794,15794,15794,15794,15794,15566,15566,15566,15566,15566,15566,15566,15566,15566,15566,15566,15566,15870,15870,15870,15870,15870,15870,15870,15870,15870,15870,15870,15870,17104,17104,17104,17104,17104,17104,17104,17104,17104,17104,17104,17104,19138,19138,19138,19138,19138,19138,19138,19138,19138,19138,19138,19138,19762,19762,19762,19762,19762,19762,19762,19762,19762,19762,19762,19762,14145,14145,14145,14145,14145,14145,14145,14145,14145,14145,14145,14145,9297,9297,9297,9297,9297,9297,9297,9297,9297,9297,9297,9297,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,7197,5928,5928,5928,5928,5928,5928,5928,5928,5928,5928,5928,5928,5357,5357,5357,5357,5357,5357,5357,5357,5357,5357,5357,5357,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5011,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,6807,6807,6807,6807,6807,6807,6807,6807,6807,6807,6807,6807,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,11928,19729,19729,19729,19729,19729,19729,19729,19729,19729,19729,19729,19729,22974,22974,22974,22974,22974,22974,22974,22974,22974,22974,22974,22974,23282,23282,23282,23282,23282,23282,23282,23282,23282,23282,23282,23282,22833,22833,22833,22833,22833,22833,22833,22833,22833,22833,22833,22833,22331,22331,22331,22331,22331,22331,22331,22331,22331,22331,22331,22331,21331,21331,21331,21331,21331,21331,21331,21331,21331,21331,21331,21331,20264,20264,20264,20264,20264,20264,20264,20264,20264,20264,20264,20264
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,18723,18740,18908,18841,18777,18596,18450,18387,18378,18393,18478,18510,18512,18398,18362,18246,18111,18066,17833,17536,17361,17167,17057,17176,17118,16943,16866,16750,16568,16499,16396,16245,16125,15955,15839,15782,15793,15753,15806,15745,15742,15795,15995,16006,15951,15875,15783,15702,15651,15769,15893,15994,16147,16200,16342,16445,16582,16637,16662,16678,16718,16766,16928,17079,17188,17224,17243,17328,17481,17674,17770,17933,18097,18436,18872,19153,19391,19629,19743,19927,20272,20427,20585,20795,20955,21199,21488,21621,21709,21729,21503,21339,21126,20893,20452,20031,19618,19067,18504,18219,17907,17582,17196,16861,16298,15754,15205,14800,14362,13925,13513,13061,12682,12428,12167,11418,10911,10516,10119,9729,9368,9082,9016,8963,8509,8214,8006,7583,7279,7396,7032,6628,6786,6773,6384,6174,6155,6227,6018,5605,5615,5861,5995,5936,6098,6075,5999,5851,5916,5711,5153,5021,5160,5122,5205,5461,5632,5977,5687,5822,6060,6300,6307,6231,6212,6250,6028,5985,6040,6052,5898,6059,6095,6096,5706,5773,5665,5681,5812,6198,7052,7356,7015,6748,6994,7488,7744,7880,7798,7795,8098,8647,8963,8977,9133,9612,10021,10584,11107,11467,12061,12984,13626,14418,15156,15844,16397,17214,17917,18670,19291,19890,20339,20718,21102,21469,21822,22020,22244,22454,22643,22855,22968,23034,23099,23137,23264,23361,23384,23350,23345,23359,23371,23380,23363,23381,23446,23473,23525,23629,23679,23631,23563,23438,23419,23413,23394,23464,23491,23411,23334,23335,23311,23311,23379,23396,23380,23311,23273,23216,23172,23115,23024,22977,22852,22796,22829,22792,22783,22726,22677,22633,22579,22511,22454,22437,22402,22325,22216,22049,21969,21909,21773,21633,21445,21328,21224,21100,20953
