Net Demand 11/07/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,20316,20214,20214,20214,20042,20042,20042,19975,19975,19975,19815,19815,19815,19732,19732,19732,19626,19626,19626,19555,19555,19555,19467,19467,19467,19344,19344,19344,19270,19270,19270,19226,19226,19226,19213,19213,19213,19317,19317,19317,19315,19315,19315,19366,19366,19366,19557,19557,19557,19695,19695,19695,19782,19782,19782,19922,19922,19922,20277,20277,20277,20816,20816,20816,21257,21257,21257,21623,21623,21623,22274,22274,22274,22823,22823,22823,23219,23219,23219,23594,23594,23594,24086,24086,24086,24442,24442,24442,24488,24488,24488,24630,24630,24630,24656,24656,24656,24482,24482,24482,24239,24239,24239,24100,24100,24100,24018,24018,24018,24078,24078,24078,23890,23890,23890,23690,23690,23690,23617,23617,23617,23530,23530,23530,23507,23507,23507,23455,23455,23455,23437,23437,23437,23420,23420,23420,23314,23314,23314,23308,23308,23308,23212,23212,23212,23351,23351,23351,23487,23487,23487,23465,23465,23465,23443,23443,23443,23453,23453,23453,23528,23528,23528,23625,23625,23625,23823,23823,23823,24050,24050,24050,24375,24375,24375,24677,24677,24677,25008,25008,25008,25259,25259,25259,25509,25509,25509,25702,25702,25702,25905,25905,25905,26166,26166,26166,26551,26551,26551,26834,26834,26834,27372,27372,27372,27926,27926,27926,28068,28068,28068,27895,27895,27895,27813,27813,27813,27600,27600,27600,27438,27438,27438,27289,27289,27289,27039,27039,27039,26867,26867,26867,26683,26683,26683,26465,26465,26465,26246,26246,26246,26010,26010,26010,25779,25779,25779,25514,25514,25514,25295,25295,25295,25049,25049,25049,24701,24701,24701,24349,24349,24349,23962,23962,23962,23637,23637,23637,23294,23294,23294,22880,22880,22880,22556,22556,22556,22244,22244,22244,21995,21995,21995,21719,21719,21719,21510,21510,21510
Demand,20230,20358,20415,20337,20317,20274,20219,20161,20110,20072,20041,19983,19938,19919,19882,19848,19816,19763,19695,19659,19634,19618,19523,19506,19446,19442,19461,19443,19423,19379,19349,19337,19337,19324,19325,19310,19308,19336,19355,19369,19361,19361,19367,19383,19382,19354,19365,19382,19371,19375,19448,19502,19545,19611,19642,19727,19786,19890,19966,20062,20189,20424,20649,20821,20903,21047,21145,21304,21423,21521,21642,21778,21972,22373,22679,22890,23031,23170,23229,23385,23498,23564,23684,23790,23922,24070,24180,24261,24446,24508,24459,24499,24485,24401,24393,24313,24300,24311,24356,24404,24346,24290,24258,24222,24171,24199,24206,24165,24150,24129,24158,24041,23941,23937,23897,23843,23741,23715,23731,23655,23666,23648,23617,23616,23555,23570,23508,23525,23532,23509,23514,23509,23465,23406,23360,23315,23333,23259,23243,23232,23256,23272,23295,23367,23394,23371,23401,23337,23335,23293,23252,23287,23290,23316,23311,23349,23356,23354,23421,23445,23415,23462,23442,23545,23589,23738,23790,23903,23971,23999,24099,24198,24257,24429,24432,24611,24707,24788,24874,24872,24981,24940,24895,25012,25131,25265,25323,25368,25470,25529,25504,25602,25695,25716,25783,25855,25944,26065,26180,26305,26386,26559,26713,26875,27002,27108,27283,27451,27576,27679,27756,27784,27808,27821,27821,27837,27793,27713,27637,27600,27549,27525,27482,27363,27282,27226,27209,27158,27106,27006,26966,26906,26854,26786,26757,26697,26607,26544,26479,26377,26273,26213,26134,26074,26070,25901,25829,25762,25677,25585,25458,25406,25277,25205,25142,25039,24964,24903,24789,24691,24654,24524,24389,24260,24118,23996,23907,23793,23636,23519,23389,23266,23151,23028,22910,22803,22667,22616,22535,22423,22301,22204,22094,22002,21878,21805,21699,21628,21528
Day-ahead net forecast,17093,17076,17076,17076,17076,17076,17076,17076,17076,17076,17076,17076,17076,17100,17100,17100,17100,17100,17100,17100,17100,17100,17100,17100,17100,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,16959,17093,17093,17093,17093,17093,17093,17093,17093,17093,17093,17093,17093,17799,17799,17799,17799,17799,17799,17799,17799,17799,17799,17799,17799,19054,19054,19054,19054,19054,19054,19054,19054,19054,19054,19054,19054,20272,20272,20272,20272,20272,20272,20272,20272,20272,20272,20272,20272,17275,17275,17275,17275,17275,17275,17275,17275,17275,17275,17275,17275,14502,14502,14502,14502,14502,14502,14502,14502,14502,14502,14502,14502,13627,13627,13627,13627,13627,13627,13627,13627,13627,13627,13627,13627,13548,13548,13548,13548,13548,13548,13548,13548,13548,13548,13548,13548,13422,13422,13422,13422,13422,13422,13422,13422,13422,13422,13422,13422,13307,13307,13307,13307,13307,13307,13307,13307,13307,13307,13307,13307,13632,13632,13632,13632,13632,13632,13632,13632,13632,13632,13632,13632,14626,14626,14626,14626,14626,14626,14626,14626,14626,14626,14626,14626,18361,18361,18361,18361,18361,18361,18361,18361,18361,18361,18361,18361,23035,23035,23035,23035,23035,23035,23035,23035,23035,23035,23035,23035,25167,25167,25167,25167,25167,25167,25167,25167,25167,25167,25167,25167,25004,25004,25004,25004,25004,25004,25004,25004,25004,25004,25004,25004,24245,24245,24245,24245,24245,24245,24245,24245,24245,24245,24245,24245,23309,23309,23309,23309,23309,23309,23309,23309,23309,23309,23309,23309,22180,22180,22180,22180,22180,22180,22180,22180,22180,22180,22180,22180,20775,20775,20775,20775,20775,20775,20775,20775,20775,20775,20775,20775,19549,19549,19549,19549,19549,19549,19549,19549,19549,19549,19549,19549
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,16429,16330,16506,16437,16445,16424,16378,16344,16333,16278,16252,16082,16018,16078,16128,16152,16283,16539,16732,16925,17105,17122,17070,16960,16892,16871,16809,16812,16718,16638,16612,16616,16662,16713,16736,16754,16796,16828,16870,16863,16867,16863,16860,16854,16845,16805,16817,16790,16783,16728,16800,16895,16965,17015,17040,17084,17124,17224,17330,17465,17621,17874,18161,18406,18583,18774,18891,19074,19258,19404,19487,19642,19780,20107,20504,20743,20913,21028,21049,20996,20914,20711,20574,20506,20333,20091,19836,19497,19322,19089,18786,18575,18375,18035,17424,16880,16693,16507,16528,16470,16261,16174,16121,16186,16350,16056,15931,15770,15595,15706,15776,15738,15525,15307,15139,15096,14969,14948,14798,14732,14718,14698,14669,14615,14361,14392,14301,14313,14349,14386,14267,14259,14280,13996,13971,13805,13975,13867,13740,13520,13333,13263,13199,13154,13049,13082,13197,13204,13120,13199,13070,13132,13160,13338,13292,13478,13686,13682,13427,13364,13428,13585,13671,13644,13626,13929,14279,14548,14543,14299,14392,14332,14576,14717,14688,14976,15156,15483,15560,15521,15627,15863,15889,16149,16351,16987,17196,17525,17916,18387,18659,19124,19971,20443,20792,21143,21441,21707,22156,22491,22725,22990,23316,23603,23873,24047,24184,24367,24504,24613,24747,24782,24769,24854,24892,24836,24904,24885,24845,24733,24689,24636,24602,24509,24474,24499,24463,24409,24439,24403,24377,24338,24222,24119,24048,24015,23974,23922,23785,23658,23575,23495,23370,23359,23294,23213,23086,23044,22982,22886,22792,22754,22679,22624,22537,22464,22311,22305,22224,22117,22044,21900,21708,21515,21353,21207,21120,21029,20884,20756,20649,20509,20373,20214,20125,20012,19936,19830,19794,19724,19583,19470,19408,19328,19218,19172,19138,19069,18977
