Net Demand 11/25/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,19822,19692,19692,19692,19537,19537,19537,19389,19389,19389,19231,19231,19231,19173,19173,19173,19135,19135,19135,18989,18989,18989,18957,18957,18957,18895,18895,18895,18842,18842,18842,18770,18770,18770,18755,18755,18755,18717,18717,18717,18775,18775,18775,18803,18803,18803,18898,18898,18898,18989,18989,18989,19108,19108,19108,19194,19194,19194,19460,19460,19460,19711,19711,19711,19892,19892,19892,20071,20071,20071,20461,20461,20461,20787,20787,20787,20883,20883,20883,20903,20903,20903,20980,20980,20980,20951,20951,20951,20873,20873,20873,20709,20709,20709,20474,20474,20474,20288,20288,20288,20059,20059,20059,19723,19723,19723,19316,19316,19316,19130,19130,19130,19005,19005,19005,18821,18821,18821,18518,18518,18518,18231,18231,18231,17992,17992,17992,17858,17858,17858,17741,17741,17741,17599,17599,17599,17462,17462,17462,17489,17489,17489,17491,17491,17491,17449,17449,17449,17455,17455,17455,17593,17593,17593,17698,17698,17698,17948,17948,17948,18267,18267,18267,18727,18727,18727,18963,18963,18963,19256,19256,19256,19514,19514,19514,19896,19896,19896,20269,20269,20269,20666,20666,20666,21135,21135,21135,21517,21517,21517,21899,21899,21899,22402,22402,22402,23032,23032,23032,23663,23663,23663,24323,24323,24323,24799,24799,24799,24848,24848,24848,24854,24854,24854,24598,24598,24598,24424,24424,24424,24291,24291,24291,24205,24205,24205,24007,24007,24007,23949,23949,23949,23861,23861,23861,23746,23746,23746,23613,23613,23613,23511,23511,23511,23382,23382,23382,23223,23223,23223,23203,23203,23203,23169,23169,23169,23031,23031,23031,22793,22793,22793,22536,22536,22536,22275,22275,22275,22085,22085,22085,21777,21777,21777,21431,21431,21431,21181,21181,21181,20997,20997,20997,20770,20770,20770,20580,20580,20580
Demand,19682,19771,19796,19737,19713,19636,19577,19493,19445,19515,19522,19475,19393,19382,19380,19327,19273,19225,19179,19138,19121,19048,19013,18984,18947,18961,18941,18913,18906,18891,18860,18850,18844,18818,18791,18792,18775,18804,18813,18817,18807,18813,18822,18815,18800,18790,18787,18813,18817,18897,18963,19000,19037,19061,19089,19119,19180,19205,19245,19275,19334,19506,19610,19700,19754,19822,19852,19935,20009,20068,20128,20215,20297,20556,20717,20801,20864,20869,20841,20925,20978,20951,20946,20935,20933,21045,21083,21089,21002,20972,20915,20880,20803,20723,20615,20549,20510,20560,20535,20458,20335,20216,20066,19924,19804,19693,19613,19533,19429,19409,19405,19359,19253,19163,19029,18903,18789,18764,18734,18527,18363,18315,18308,18215,18192,18127,18083,17959,17831,17788,17717,17690,17622,17592,17531,17544,17525,17483,17453,17453,17432,17405,17282,17361,17348,17398,17374,17387,17415,17395,17415,17426,17478,17539,17617,17636,17612,17781,17927,18022,18147,18222,18335,18435,18483,18571,18680,18695,18771,18841,18897,19004,19179,19329,19417,19517,19681,19752,19881,19999,20056,20129,20272,20385,20554,20731,20940,21078,21230,21425,21593,21711,21853,21941,22061,22207,22407,22564,22739,22921,23080,23269,23475,23672,23881,24093,24266,24417,24489,24578,24614,24647,24653,24650,24639,24650,24604,24525,24467,24418,24369,24327,24306,24281,24248,24213,24177,24159,24112,24074,24075,24018,23977,23941,23878,23851,23810,23779,23743,23698,23675,23641,23579,23544,23512,23472,23442,23424,23387,23334,23307,23257,23204,23232,23211,23148,23094,23079,23024,22963,22901,22807,22711,22628,22582,22518,22438,22322,22246,22164,22066,21960,21856,21761,21643,21577,21450,21425,21373,21274,21183,21092,21008,20915,20841,20749,20664,20594,20492
Day-ahead net forecast,19699,18948,18948,18948,18948,18948,18948,18948,18948,18948,18948,18948,18948,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17467,17467,17467,17467,17467,17467,17467,17467,17467,17467,17467,17467,17407,17407,17407,17407,17407,17407,17407,17407,17407,17407,17407,17407,17671,17671,17671,17671,17671,17671,17671,17671,17671,17671,17671,17671,18456,18456,18456,18456,18456,18456,18456,18456,18456,18456,18456,18456,19006,19006,19006,19006,19006,19006,19006,19006,19006,19006,19006,19006,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,14406,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,6259,6259,6259,6259,6259,6259,6259,6259,6259,6259,6259,6259,5826,5826,5826,5826,5826,5826,5826,5826,5826,5826,5826,5826,5753,5753,5753,5753,5753,5753,5753,5753,5753,5753,5753,5753,5971,5971,5971,5971,5971,5971,5971,5971,5971,5971,5971,5971,6716,6716,6716,6716,6716,6716,6716,6716,6716,6716,6716,6716,9057,9057,9057,9057,9057,9057,9057,9057,9057,9057,9057,9057,15512,15512,15512,15512,15512,15512,15512,15512,15512,15512,15512,15512,21839,21839,21839,21839,21839,21839,21839,21839,21839,21839,21839,21839,24071,24071,24071,24071,24071,24071,24071,24071,24071,24071,24071,24071,23821,23821,23821,23821,23821,23821,23821,23821,23821,23821,23821,23821,23223,23223,23223,23223,23223,23223,23223,23223,23223,23223,23223,23223,22544,22544,22544,22544,22544,22544,22544,22544,22544,22544,22544,22544,21895,21895,21895,21895,21895,21895,21895,21895,21895,21895,21895,21895,20815,20815,20815,20815,20815,20815,20815,20815,20815,20815,20815,20815,19695,19695,19695,19695,19695,19695,19695,19695,19695,19695,19695,19695
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,17680,17713,17835,17797,17743,17713,17673,17623,17598,17643,17737,17685,17620,17561,17563,17492,17367,17311,17235,17201,17194,17120,17049,17049,17007,16999,16983,16962,16947,16951,16932,16939,16959,16960,16960,16958,16946,16962,16977,17002,17032,17070,17137,17204,17274,17261,17271,17279,17272,17380,17484,17563,17616,17661,17709,17746,17826,17911,17961,18006,18062,18217,18362,18424,18468,18537,18558,18601,18696,18686,18724,18797,18862,19093,19338,19471,19566,19575,19544,19545,19516,19390,19188,18918,18647,18393,18056,17541,17031,16516,15997,15457,14906,14291,13677,13135,12574,12181,11671,11225,10858,10454,9959,9211,8890,8651,8588,8441,8449,8332,7882,7568,7423,7205,7111,6974,6933,6810,6865,6895,6680,6667,6934,6910,7142,7218,6915,6594,6442,6434,6267,6241,6286,6228,5990,5987,6057,6071,6170,6329,6143,6148,5954,6025,6047,6013,5884,5826,5888,5967,5925,6017,5899,6041,6119,6112,6187,6194,6228,6383,6502,6618,6698,6877,7147,7187,7329,7416,7397,7708,8207,8375,8344,8676,8909,9173,9517,9862,10282,10806,11437,11928,12400,12846,13421,14091,14738,15540,16407,17297,17987,18676,19244,19816,20262,20755,21229,21629,21989,22370,22635,22850,23046,23312,23489,23723,23867,24027,24114,24199,24282,24318,24325,24307,24274,24273,24228,24140,24049,23974,23926,23871,23806,23787,23755,23713,23638,23620,23573,23508,23483,23430,23311,23218,23148,23089,23011,22980,22891,22821,22756,22721,22651,22620,22579,22512,22465,22458,22436,22413,22406,22341,22269,22266,22270,22217,22149,22109,22044,21977,21872,21793,21679,21592,21468,21469,21391,21306,21240,21139,20993,20870,20756,20621,20503,20372,20269,20158,20122,20087,20058,20039,20001,19919,19824,19753,19687,19649,19590
