Net Demand 11/18/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22333,22190,22190,22190,22088,22088,22088,21847,21847,21847,21669,21669,21669,21506,21506,21506,21363,21363,21363,21210,21210,21210,21092,21092,21092,21018,21018,21018,20936,20936,20936,20873,20873,20873,20865,20865,20865,20839,20839,20839,20866,20866,20866,20903,20903,20903,21049,21049,21049,21222,21222,21222,21418,21418,21418,21611,21611,21611,22011,22011,22011,22452,22452,22452,22864,22864,22864,23254,23254,23254,24077,24077,24077,24586,24586,24586,24890,24890,24890,25275,25275,25275,25645,25645,25645,25812,25812,25812,25626,25626,25626,25326,25326,25326,25095,25095,25095,24812,24812,24812,24317,24317,24317,23805,23805,23805,23494,23494,23494,23079,23079,23079,22580,22580,22580,22265,22265,22265,21924,21924,21924,21510,21510,21510,21318,21318,21318,21044,21044,21044,20639,20639,20639,20280,20280,20280,20297,20297,20297,20550,20550,20550,20434,20434,20434,20335,20335,20335,20302,20302,20302,20397,20397,20397,20483,20483,20483,20725,20725,20725,20834,20834,20834,21122,21122,21122,21320,21320,21320,21600,21600,21600,21883,21883,21883,22343,22343,22343,22652,22652,22652,23045,23045,23045,23536,23536,23536,24072,24072,24072,24290,24290,24290,24688,24688,24688,25446,25446,25446,26060,26060,26060,26682,26682,26682,27121,27121,27121,27125,27125,27125,27084,27084,27084,26862,26862,26862,26700,26700,26700,26547,26547,26547,26417,26417,26417,26257,26257,26257,26030,26030,26030,25897,25897,25897,25791,25791,25791,25651,25651,25651,25571,25571,25571,25386,25386,25386,25235,25235,25235,25155,25155,25155,25070,25070,25070,24842,24842,24842,24577,24577,24577,24246,24246,24246,24009,24009,24009,23735,23735,23735,23406,23406,23406,23098,23098,23098,22790,22790,22790,22521,22521,22521,22270,22270,22270,22073,22073,22073
Demand,22292,22348,22337,22302,22254,22159,22089,22051,21979,21903,21830,21757,21688,21641,21621,21581,21503,21468,21360,21332,21280,21254,21194,21150,21121,21108,21107,21058,21044,21001,20991,20948,20892,20861,20833,20837,20806,20837,20859,20843,20863,20883,20876,20875,20874,20881,20914,20935,20967,21085,21218,21250,21286,21351,21405,21436,21525,21584,21666,21722,21822,22080,22346,22496,22596,22740,22855,23001,23211,23313,23366,23494,23730,24104,24457,24621,24786,24881,25006,25152,25303,25323,25427,25506,25566,25705,25798,25853,25869,25847,25762,25697,25593,25488,25354,25251,25185,25110,24913,24797,24684,24525,24426,24316,24125,23916,23749,23764,23562,23383,23262,23166,23041,22956,22807,22655,22576,22318,22197,22077,21979,21867,21843,21781,21637,21558,21319,21231,21101,20809,20752,20650,20623,20592,20698,20701,20707,20658,20732,20686,20590,20562,20504,20456,20395,20399,20364,20344,20336,20357,20414,20417,20452,20454,20496,20590,20595,20572,20596,20689,20773,20850,20927,20971,21033,21140,21248,21316,21422,21497,21614,21723,21832,21948,22096,22174,22221,22289,22477,22639,22629,22572,22780,23016,23101,23318,23485,23642,23765,23870,24008,24154,24266,24454,24601,24742,24955,25083,25246,25393,25573,25722,25925,26130,26324,26440,26619,26767,26911,26962,27056,27049,27011,27019,26995,26979,26971,26874,26776,26735,26713,26670,26644,26618,26570,26511,26491,26462,26403,26289,26212,26176,26175,26108,26065,26015,25988,25969,25905,25891,25866,25792,25778,25691,25675,25643,25559,25531,25513,25430,25343,25329,25236,25194,25129,25117,25046,24976,24895,24832,24792,24694,24625,24571,24454,24364,24266,24164,24052,23953,23876,23731,23649,23531,23391,23307,23199,23127,23039,22954,22806,22759,22591,22518,22448,22314,22234,22151,22033
Day-ahead net forecast,20417,19178,19178,19178,19178,19178,19178,19178,19178,19178,19178,19178,19178,18945,18945,18945,18945,18945,18945,18945,18945,18945,18945,18945,18945,18590,18590,18590,18590,18590,18590,18590,18590,18590,18590,18590,18590,18562,18562,18562,18562,18562,18562,18562,18562,18562,18562,18562,18562,19256,19256,19256,19256,19256,19256,19256,19256,19256,19256,19256,19256,20767,20767,20767,20767,20767,20767,20767,20767,20767,20767,20767,20767,22351,22351,22351,22351,22351,22351,22351,22351,22351,22351,22351,22351,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,18043,12760,12760,12760,12760,12760,12760,12760,12760,12760,12760,12760,12760,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,10611,9482,9482,9482,9482,9482,9482,9482,9482,9482,9482,9482,9482,8673,8673,8673,8673,8673,8673,8673,8673,8673,8673,8673,8673,8487,8487,8487,8487,8487,8487,8487,8487,8487,8487,8487,8487,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,16714,16714,16714,16714,16714,16714,16714,16714,16714,16714,16714,16714,23535,23535,23535,23535,23535,23535,23535,23535,23535,23535,23535,23535,25832,25832,25832,25832,25832,25832,25832,25832,25832,25832,25832,25832,25453,25453,25453,25453,25453,25453,25453,25453,25453,25453,25453,25453,24598,24598,24598,24598,24598,24598,24598,24598,24598,24598,24598,24598,23755,23755,23755,23755,23755,23755,23755,23755,23755,23755,23755,23755,22957,22957,22957,22957,22957,22957,22957,22957,22957,22957,22957,22957,21942,21942,21942,21942,21942,21942,21942,21942,21942,21942,21942,21942,20843,20843,20843,20843,20843,20843,20843,20843,20843,20843,20843,20843
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,21136,21101,21198,21164,21144,21060,21009,20933,20887,20813,20753,20659,20571,20562,20529,20473,20389,20324,20247,20170,20150,20117,20075,20002,19939,19889,19881,19836,19832,19821,19794,19790,19725,19681,19616,19637,19601,19601,19645,19635,19623,19594,19569,19558,19553,19571,19577,19644,19667,19707,19877,20009,20128,20236,20318,20387,20474,20546,20621,20708,20740,20934,21254,21452,21567,21706,21863,22015,22246,22373,22477,22603,22827,23169,23594,23784,23958,24049,24152,24161,24234,24057,23796,23500,23153,22871,22646,22301,21782,21380,20821,20253,19671,19043,18417,17804,17567,17594,17096,16676,16402,15852,15536,15384,15026,14758,14315,14209,14072,13850,13675,13507,13287,12999,12803,12655,12657,12557,12474,12478,12198,12051,11942,11931,11754,11811,11601,11453,11276,11197,11257,11232,11180,11137,11301,11317,11175,10635,10173,10257,10038,9945,9851,9751,9584,9545,9515,9398,9281,9194,9211,9238,9321,9204,9181,9135,9243,9202,8992,8970,9119,9308,9414,9374,9327,9508,9626,9804,10149,10529,10576,10735,10902,11266,11402,11571,11984,12252,12554,13130,13463,13695,14054,14462,14926,15464,16170,16972,17700,18370,19127,19889,20548,21114,21708,22251,22759,23215,23623,23938,24256,24475,24689,24986,25156,25335,25474,25666,25815,25928,26000,26043,25984,25977,25919,25909,25873,25792,25701,25593,25539,25465,25405,25306,25242,25113,25048,24997,24910,24843,24732,24701,24671,24604,24499,24444,24382,24336,24231,24179,24187,24101,24086,24034,23974,23968,23910,23851,23825,23774,23699,23652,23654,23569,23517,23496,23430,23410,23297,23239,23202,23175,23092,23056,22960,22850,22780,22659,22544,22430,22295,22195,22065,21931,21795,21667,21496,21400,21293,21176,21027,20949,20823,20736,20706,20609,20510,20462,20381
