Net Demand 11/23/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22469,22289,22289,22289,22130,22130,22130,21883,21883,21883,21657,21657,21657,21499,21499,21499,21273,21273,21273,21017,21017,21017,20870,20870,20870,20794,20794,20794,20698,20698,20698,20661,20661,20661,20666,20666,20666,20678,20678,20678,20685,20685,20685,20731,20731,20731,20881,20881,20881,21130,21130,21130,21330,21330,21330,21474,21474,21474,21893,21893,21893,22319,22319,22319,22641,22641,22641,22995,22995,22995,23678,23678,23678,24174,24174,24174,24464,24464,24464,24649,24649,24649,24920,24920,24920,25011,25011,25011,24850,24850,24850,24637,24637,24637,24501,24501,24501,24201,24201,24201,23939,23939,23939,23639,23639,23639,23415,23415,23415,23177,23177,23177,22684,22684,22684,22278,22278,22278,21875,21875,21875,21603,21603,21603,21312,21312,21312,21079,21079,21079,20880,20880,20880,20767,20767,20767,20607,20607,20607,20540,20540,20540,20502,20502,20502,20507,20507,20507,20486,20486,20486,20488,20488,20488,20542,20542,20542,20626,20626,20626,20832,20832,20832,21110,21110,21110,21300,21300,21300,21511,21511,21511,21876,21876,21876,22112,22112,22112,22535,22535,22535,23013,23013,23013,23423,23423,23423,23905,23905,23905,24300,24300,24300,24782,24782,24782,25252,25252,25252,25884,25884,25884,26565,26565,26565,26942,26942,26942,27078,27078,27078,27141,27141,27141,26811,26811,26811,26670,26670,26670,26570,26570,26570,26453,26453,26453,26217,26217,26217,26123,26123,26123,25989,25989,25989,25836,25836,25836,25685,25685,25685,25494,25494,25494,25367,25367,25367,25183,25183,25183,25043,25043,25043,24834,24834,24834,24633,24633,24633,24373,24373,24373,24018,24018,24018,23777,23777,23777,23440,23440,23440,23087,23087,23087,22716,22716,22716,22407,22407,22407,22170,22170,22170,21907,21907,21907,21681,21681,21681
Demand,22372,22412,22409,22303,22237,22176,22099,22012,21946,21881,21828,21745,21632,21499,21412,21351,21282,21197,21113,21098,21048,21015,20964,20937,20911,20872,20861,20827,20801,20770,20741,20705,20706,20689,20671,20652,20635,20648,20678,20698,20706,20698,20711,20692,20695,20719,20749,20789,20838,20871,20942,21015,21044,21105,21153,21248,21309,21352,21420,21485,21560,21799,22010,22129,22266,22379,22497,22629,22743,22843,22931,23060,23232,23550,23867,24026,24172,24246,24314,24440,24550,24636,24652,24710,24743,24880,24978,25019,25042,25009,25044,24990,24930,24832,24714,24631,24526,24586,24848,25067,24718,24291,24187,24093,23956,23850,23674,23535,23415,23337,23209,23073,22927,22735,22608,22488,22346,22201,22137,21989,21888,21814,21697,21591,21527,21427,21353,21248,21203,21092,21040,20986,20870,20791,20789,20742,20633,20592,20530,20518,20549,20489,20469,20453,20419,20378,20357,20323,20320,20342,20309,20318,20349,20381,20378,20400,20473,20466,20536,20546,20643,20735,20776,20850,20940,20965,21075,21166,21209,21253,21279,21361,21511,21599,21710,21861,21942,22057,22256,22412,22527,22633,22738,22888,23056,23205,23352,23496,23644,23779,23939,24099,24238,24308,24347,24529,24712,24847,25017,25200,25349,25543,25710,25897,26078,26315,26477,26647,27032,26849,26837,26901,26900,26902,26921,26891,26855,26779,26701,26671,26625,26610,26560,26525,26477,26446,26386,26369,26327,26294,26226,26183,26144,26086,26039,25996,25964,25899,25843,25807,25744,25698,25633,25595,25589,25534,25468,25383,25318,25259,25206,25145,25064,25047,24989,24938,24877,24842,24774,24669,24580,24508,24435,24321,24206,24053,23908,23800,23692,23580,23498,23356,23251,23133,23029,22912,22798,22718,22651,22521,22431,22324,22204,22067,21985,21888,21793,21684,21569
Day-ahead net forecast,21550,21085,21085,21085,21085,21085,21085,21085,21085,21085,21085,21085,21085,20030,20030,20030,20030,20030,20030,20030,20030,20030,20030,20030,20030,19529,19529,19529,19529,19529,19529,19529,19529,19529,19529,19529,19529,19437,19437,19437,19437,19437,19437,19437,19437,19437,19437,19437,19437,19878,19878,19878,19878,19878,19878,19878,19878,19878,19878,19878,19878,21229,21229,21229,21229,21229,21229,21229,21229,21229,21229,21229,21229,22827,22827,22827,22827,22827,22827,22827,22827,22827,22827,22827,22827,18999,18999,18999,18999,18999,18999,18999,18999,18999,18999,18999,18999,12797,12797,12797,12797,12797,12797,12797,12797,12797,12797,12797,12797,10138,10138,10138,10138,10138,10138,10138,10138,10138,10138,10138,10138,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8799,8063,8063,8063,8063,8063,8063,8063,8063,8063,8063,8063,8063,7856,7856,7856,7856,7856,7856,7856,7856,7856,7856,7856,7856,8583,8583,8583,8583,8583,8583,8583,8583,8583,8583,8583,8583,10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,17490,17490,17490,17490,17490,17490,17490,17490,17490,17490,17490,17490,23843,23843,23843,23843,23843,23843,23843,23843,23843,23843,23843,23843,26213,26213,26213,26213,26213,26213,26213,26213,26213,26213,26213,26213,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,26033,25351,25351,25351,25351,25351,25351,25351,25351,25351,25351,25351,25351,24599,24599,24599,24599,24599,24599,24599,24599,24599,24599,24599,24599,23527,23527,23527,23527,23527,23527,23527,23527,23527,23527,23527,23527,22267,22267,22267,22267,22267,22267,22267,22267,22267,22267,22267,22267,20933,20933,20933,20933,20933,20933,20933,20933,20933,20933,20933,20933
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,21286,21230,21269,21122,21022,20965,20879,20763,20682,20597,20533,20459,20320,20131,19957,19872,19784,19684,19587,19541,19536,19520,19476,19450,19453,19389,19398,19339,19300,19319,19311,19268,19288,19274,19269,19256,19217,19150,19164,19218,19251,19257,19267,19254,19184,19255,19316,19410,19452,19515,19569,19633,19696,19718,19757,19803,19874,19877,19908,19932,20000,20140,20388,20560,20650,20796,20922,21016,21163,21217,21287,21416,21539,21733,22127,22287,22399,22471,22494,22524,22545,22445,22283,22057,21787,21499,21159,20940,20696,20327,20014,19543,18872,18484,17869,17349,16785,16293,15952,15417,15209,14222,13976,13572,13109,12909,12759,12377,12129,11834,11563,11318,11053,10775,10460,10317,10126,10060,10087,9944,9710,9664,9445,9327,9146,8999,8922,8804,8774,8734,8675,8635,8650,8549,8601,8929,9362,9373,9314,9278,9308,9298,9253,9184,9220,9209,9208,9228,9153,9180,9133,9149,9101,9120,9070,9133,9263,9249,9375,9379,9003,8829,8775,8531,8423,8554,8626,8820,9169,9236,9418,9741,10057,10253,10344,10470,10617,10937,10991,11413,11840,12478,13054,13627,14296,15147,15905,16717,17422,18097,18775,19501,20144,20780,21291,21816,22331,22756,23119,23416,23658,23905,24086,24299,24534,24735,24921,25061,25471,25335,25365,25448,25525,25552,25547,25573,25561,25489,25337,25294,25180,25114,25028,24957,24880,24827,24757,24675,24641,24621,24570,24500,24471,24425,24405,24431,24407,24400,24349,24330,24288,24230,24152,24039,24004,23915,23803,23675,23589,23517,23409,23367,23312,23279,23285,23231,23172,23107,23019,22889,22755,22648,22548,22409,22325,22153,21952,21809,21683,21550,21505,21386,21318,21213,21144,21051,20951,20862,20813,20747,20661,20548,20473,20357,20301,20237,20147,20061,19937
