Net Demand 11/19/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22073,21915,21915,21915,21773,21773,21773,21528,21528,21528,21319,21319,21319,21173,21173,21173,21049,21049,21049,20905,20905,20905,20785,20785,20785,20680,20680,20680,20568,20568,20568,20474,20474,20474,20433,20433,20433,20419,20419,20419,20392,20392,20392,20376,20376,20376,20416,20416,20416,20710,20710,20710,20772,20772,20772,20789,20789,20789,21011,21011,21011,21287,21287,21287,21465,21465,21465,21602,21602,21602,21960,21960,21960,22208,22208,22208,22294,22294,22294,22280,22280,22280,22428,22428,22428,22400,22400,22400,22318,22318,22318,22161,22161,22161,21897,21897,21897,21712,21712,21712,21400,21400,21400,20864,20864,20864,20510,20510,20510,20135,20135,20135,19659,19659,19659,19421,19421,19421,18994,18994,18994,18686,18686,18686,18556,18556,18556,18379,18379,18379,18163,18163,18163,17998,17998,17998,17797,17797,17797,17793,17793,17793,17636,17636,17636,17666,17666,17666,17737,17737,17737,17716,17716,17716,17848,17848,17848,18074,18074,18074,18244,18244,18244,18548,18548,18548,18840,18840,18840,19086,19086,19086,19519,19519,19519,19929,19929,19929,20252,20252,20252,20740,20740,20740,21473,21473,21473,21908,21908,21908,22281,22281,22281,22880,22880,22880,23572,23572,23572,24347,24347,24347,25089,25089,25089,25631,25631,25631,25751,25751,25751,25611,25611,25611,25546,25546,25546,25454,25454,25454,25331,25331,25331,25232,25232,25232,25043,25043,25043,24942,24942,24942,24819,24819,24819,24701,24701,24701,24640,24640,24640,24556,24556,24556,24459,24459,24459,24344,24344,24344,24289,24289,24289,24184,24184,24184,24038,24038,24038,23865,23865,23865,23631,23631,23631,23332,23332,23332,23076,23076,23076,22802,22802,22802,22495,22495,22495,22238,22238,22238,22037,22037,22037,21816,21816,21816,21553,21553,21553
Demand,22033,22096,22134,22050,21986,21919,21823,21791,21733,21654,21565,21506,21437,21399,21405,21354,21315,21240,21181,21125,21064,21017,20961,20906,20866,20820,20772,20763,20733,20678,20677,20601,20624,20578,20588,20534,20527,20531,20518,20499,20486,20475,20464,20408,20621,20614,20603,20618,20618,20639,20664,20687,20712,20724,20728,20783,20818,20850,20874,20936,20971,21124,21193,21268,21325,21371,21426,21489,21562,21601,21649,21703,21812,22000,22194,22284,22318,22333,22368,22409,22421,22444,22455,22453,22435,22501,22537,22549,22510,22452,22389,22362,22302,22246,22133,22073,21961,22124,22073,21914,21791,21557,21423,21266,21120,20963,20821,20690,20521,20479,20402,20309,20178,20053,19866,19718,19526,19396,19297,19196,19084,19114,19077,18993,18901,18813,18685,18634,18523,18478,18418,18378,18236,18144,18104,18037,18028,17949,17890,17894,17291,17237,17247,17401,17777,17637,17648,17618,17650,17679,17776,17723,17819,17883,17899,17940,17976,18007,18090,18127,18215,18310,18336,18433,18514,18572,18662,18758,18878,18931,18972,19108,19231,19351,19456,19582,19804,19256,19799,20282,20428,20432,20554,20701,20900,21096,21260,21399,21599,21793,21970,22236,22445,22571,22750,22902,23129,23333,23472,23697,23943,24081,24272,24520,24707,24925,25167,25294,25403,25499,25530,25573,25604,25574,25599,25596,25582,25534,25506,25490,25452,25443,25397,25368,25315,25244,25251,25219,25195,25140,25095,25059,25051,25012,24967,24942,24922,24899,24870,24836,24813,24775,24751,24698,24654,24626,24598,24562,24518,24470,24427,24387,24318,24318,24322,24290,24244,24218,24147,24087,24029,23964,23861,23795,23700,23617,23515,23413,23311,23224,23121,23036,22939,22862,22769,22714,22572,22496,22448,22345,22273,22194,22090,21996,21948,21877,21803,21723,21659
Day-ahead net forecast,20843,19932,19932,19932,19932,19932,19932,19932,19932,19932,19932,19932,19932,19166,19166,19166,19166,19166,19166,19166,19166,19166,19166,19166,19166,18759,18759,18759,18759,18759,18759,18759,18759,18759,18759,18759,18759,18583,18583,18583,18583,18583,18583,18583,18583,18583,18583,18583,18583,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,18840,19525,19525,19525,19525,19525,19525,19525,19525,19525,19525,19525,19525,19861,19861,19861,19861,19861,19861,19861,19861,19861,19861,19861,19861,14369,14369,14369,14369,14369,14369,14369,14369,14369,14369,14369,14369,8186,8186,8186,8186,8186,8186,8186,8186,8186,8186,8186,8186,5698,5698,5698,5698,5698,5698,5698,5698,5698,5698,5698,5698,4711,4711,4711,4711,4711,4711,4711,4711,4711,4711,4711,4711,4285,4285,4285,4285,4285,4285,4285,4285,4285,4285,4285,4285,4312,4312,4312,4312,4312,4312,4312,4312,4312,4312,4312,4312,4983,4983,4983,4983,4983,4983,4983,4983,4983,4983,4983,4983,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,7199,14154,14154,14154,14154,14154,14154,14154,14154,14154,14154,14154,14154,21617,21617,21617,21617,21617,21617,21617,21617,21617,21617,21617,21617,24491,24491,24491,24491,24491,24491,24491,24491,24491,24491,24491,24491,24630,24630,24630,24630,24630,24630,24630,24630,24630,24630,24630,24630,24094,24094,24094,24094,24094,24094,24094,24094,24094,24094,24094,24094,23466,23466,23466,23466,23466,23466,23466,23466,23466,23466,23466,23466,22893,22893,22893,22893,22893,22893,22893,22893,22893,22893,22893,22893,22087,22087,22087,22087,22087,22087,22087,22087,22087,22087,22087,22087,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130,21130
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,20381,20324,20425,20335,20218,20111,20005,19896,19814,19714,19613,19506,19389,19338,19312,19281,19255,19165,19103,19075,19026,18991,18971,18915,18927,18877,18869,18829,18793,18775,18766,18726,18736,18658,18642,18620,18596,18562,18511,18534,18509,18510,18514,18514,18620,18752,18737,18776,18763,18790,18815,18847,18869,18909,18876,18895,18911,18938,18981,19013,19069,19219,19311,19408,19498,19525,19545,19626,19720,19765,19911,19995,20091,20269,20482,20571,20639,20633,20608,20513,20394,20251,19997,19704,19336,18916,18530,18042,17499,16884,16293,15676,15120,14491,13906,13306,12673,12218,11774,11240,10700,10163,9698,9287,8995,8624,8330,8072,7811,7720,7651,7498,7297,7166,6965,6794,6485,6351,6214,6131,6033,5988,6044,5956,5869,5754,5697,5686,5624,5627,5571,5605,5564,5519,5507,5455,5450,5416,5330,5293,4962,4595,4578,4528,5112,5000,4930,4897,4825,4827,4860,4880,5004,5144,5278,5333,5344,5265,5445,5716,5833,6158,6192,6339,6568,6682,6813,7038,7297,7643,7545,7797,7567,7843,8073,7951,8167,7940,7982,8927,9356,9759,10312,10963,11674,12451,13206,13996,14823,15644,16451,17299,18167,18854,19537,20163,20733,21328,21722,22087,22468,22696,22902,23220,23470,23655,23927,24098,24227,24357,24426,24459,24530,24499,24501,24530,24521,24548,24529,24539,24542,24525,24501,24478,24446,24411,24403,24375,24384,24345,24331,24298,24292,24295,24257,24227,24219,24231,24239,24216,24182,24184,24126,24091,24060,24055,24010,23989,23966,23910,23872,23843,23794,23744,23777,23756,23729,23725,23654,23590,23538,23496,23417,23331,23282,23178,23090,23001,22901,22799,22702,22583,22489,22391,22295,22212,22123,22009,21949,21860,21744,21692,21576,21468,21419,21339,21278,21205,21141
