Net Demand 11/10/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,21963,21774,21774,21774,21656,21656,21656,21441,21441,21441,21242,21242,21242,21081,21081,21081,20950,20950,20950,20797,20797,20797,20670,20670,20670,20633,20633,20633,20608,20608,20608,20558,20558,20558,20532,20532,20532,20569,20569,20569,20687,20687,20687,20669,20669,20669,20837,20837,20837,20985,20985,20985,21173,21173,21173,21391,21391,21391,21844,21844,21844,22304,22304,22304,22721,22721,22721,23060,23060,23060,23854,23854,23854,24514,24514,24514,24822,24822,24822,25227,25227,25227,25530,25530,25530,25667,25667,25667,25547,25547,25547,25203,25203,25203,24615,24615,24615,24146,24146,24146,23257,23257,23257,22812,22812,22812,22618,22618,22618,22224,22224,22224,21827,21827,21827,21390,21390,21390,21059,21059,21059,20702,20702,20702,20380,20380,20380,20194,20194,20194,19854,19854,19854,19721,19721,19721,19589,19589,19589,19495,19495,19495,19425,19425,19425,19376,19376,19376,19522,19522,19522,19725,19725,19725,19783,19783,19783,19931,19931,19931,20033,20033,20033,20464,20464,20464,20691,20691,20691,20948,20948,20948,21280,21280,21280,21629,21629,21629,21972,21972,21972,22339,22339,22339,22938,22938,22938,23446,23446,23446,23819,23819,23819,24445,24445,24445,25222,25222,25222,25932,25932,25932,26817,26817,26817,27460,27460,27460,27599,27599,27599,27450,27450,27450,27313,27313,27313,27123,27123,27123,27073,27073,27073,27046,27046,27046,26888,26888,26888,26686,26686,26686,26595,26595,26595,26526,26526,26526,26362,26362,26362,26199,26199,26199,26107,26107,26107,25998,25998,25998,25778,25778,25778,25573,25573,25573,25340,25340,25340,25046,25046,25046,24723,24723,24723,24392,24392,24392,24016,24016,24016,23659,23659,23659,23321,23321,23321,23001,23001,23001,22735,22735,22735,22439,22439,22439,22223,22223,22223
Demand,21881,21964,21968,21895,21844,21778,21704,21619,21549,21549,21417,21361,21294,21242,21242,21151,21075,21031,20972,20934,20894,20844,20834,20862,20810,20771,20754,20733,20713,20696,20657,20624,20603,20588,20565,20559,20523,20604,20626,20624,20618,20606,20604,20603,20617,20637,20659,20620,20648,20749,20832,20895,20976,21008,21068,21147,21232,21292,21369,21446,21564,21820,22035,22192,22267,22407,22524,22721,22838,22985,23092,23255,23444,23827,24133,24365,24553,24686,24730,24885,24981,25082,25151,25196,25247,25398,25511,25546,25500,25446,25306,25198,25213,24963,24580,24239,24046,23980,23954,23707,23573,23430,23466,23351,23223,23019,22869,22707,22552,22461,22356,22150,22007,21946,21797,21673,21546,21413,21275,21191,21080,20937,20839,20743,20642,20566,20389,20312,20245,20131,20018,19984,19892,19830,19777,19696,19615,19611,19571,19531,19481,19438,19450,19495,19459,19479,19490,19507,19532,19586,19572,19587,19570,19625,19648,19688,19722,19834,19885,19971,20034,20125,20156,20266,20357,20456,20518,20625,20719,20791,20876,20956,21022,21131,21235,21301,21418,21487,21654,21814,21979,22114,22249,22402,22489,22560,22750,23042,23194,23414,23604,23826,23971,24146,24277,24508,24729,24911,25137,25344,25544,25742,25933,26136,26350,26535,26740,26954,26979,27076,27159,27276,27346,27342,27331,27303,27305,27261,27211,27174,27145,27148,27126,27080,27056,27053,27041,27021,26989,26916,26847,26850,26808,26765,26721,26703,26678,26631,26613,26573,26525,26459,26513,26416,26363,26311,26299,26221,26154,26084,26000,25946,25836,25848,25790,25707,25627,25597,25540,25438,25342,25242,25121,25029,24889,24729,24591,24486,24368,24256,24143,24010,23874,23781,23663,23563,23423,23287,23174,23062,22954,22845,22772,22654,22553,22482,22349,22261,22168
Day-ahead net forecast,20350,19796,19796,19796,19796,19796,19796,19796,19796,19796,19796,19796,19796,19296,19296,19296,19296,19296,19296,19296,19296,19296,19296,19296,19296,18991,18991,18991,18991,18991,18991,18991,18991,18991,18991,18991,18991,18957,18957,18957,18957,18957,18957,18957,18957,18957,18957,18957,18957,19502,19502,19502,19502,19502,19502,19502,19502,19502,19502,19502,19502,21019,21019,21019,21019,21019,21019,21019,21019,21019,21019,21019,21019,22301,22301,22301,22301,22301,22301,22301,22301,22301,22301,22301,22301,17740,17740,17740,17740,17740,17740,17740,17740,17740,17740,17740,17740,12754,12754,12754,12754,12754,12754,12754,12754,12754,12754,12754,12754,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,10520,9032,9032,9032,9032,9032,9032,9032,9032,9032,9032,9032,9032,8127,8127,8127,8127,8127,8127,8127,8127,8127,8127,8127,8127,7807,7807,7807,7807,7807,7807,7807,7807,7807,7807,7807,7807,8365,8365,8365,8365,8365,8365,8365,8365,8365,8365,8365,8365,10145,10145,10145,10145,10145,10145,10145,10145,10145,10145,10145,10145,15921,15921,15921,15921,15921,15921,15921,15921,15921,15921,15921,15921,23390,23390,23390,23390,23390,23390,23390,23390,23390,23390,23390,23390,26532,26532,26532,26532,26532,26532,26532,26532,26532,26532,26532,26532,26503,26503,26503,26503,26503,26503,26503,26503,26503,26503,26503,26503,25807,25807,25807,25807,25807,25807,25807,25807,25807,25807,25807,25807,24954,24954,24954,24954,24954,24954,24954,24954,24954,24954,24954,24954,23906,23906,23906,23906,23906,23906,23906,23906,23906,23906,23906,23906,22502,22502,22502,22502,22502,22502,22502,22502,22502,22502,22502,22502,21327,21327,21327,21327,21327,21327,21327,21327,21327,21327,21327,21327
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,19470,19582,19723,19684,19682,19671,19657,19625,19570,19481,19489,19320,19288,19295,19259,19220,19144,19016,18897,18843,18804,18783,18765,18784,18784,18699,18700,18584,18513,18556,18569,18522,18486,18465,18459,18457,18468,18534,18554,18623,18624,18610,18616,18636,18638,18679,18717,18679,18704,18823,18969,19076,19157,19161,19206,19262,19338,19392,19466,19549,19648,19833,20105,20285,20384,20532,20676,20853,21013,21135,21333,21539,21744,22062,22454,22700,22853,22922,22891,22804,22688,22458,22180,21839,21386,20979,20594,20056,19461,18822,18073,17365,16730,15990,15193,13993,13376,12782,12409,12018,11594,11243,10972,10837,10631,10271,10052,9828,9648,9848,9869,9527,9059,8822,8692,8549,8457,8320,8214,8148,8094,8073,7970,7815,7688,7646,7435,7272,7202,7137,7078,7016,6988,6856,6724,6667,6613,6585,6536,6526,6502,6351,6400,6445,6411,6471,6506,6499,6563,6543,6512,6559,6546,6482,6538,6497,6544,6603,6661,6697,6700,6810,6882,6998,7090,7185,7236,7360,7520,7606,7760,7923,7997,8181,8356,8537,8738,9019,9376,9811,10330,10843,11372,11911,12660,13213,13979,14958,15836,16716,17510,18370,19183,20005,20711,21459,22177,22802,23371,23857,24254,24603,24938,25193,25429,25640,25869,26089,26189,26241,26285,26426,26548,26556,26605,26540,26539,26530,26442,26391,26337,26311,26261,26203,26145,26127,26084,26055,25990,25921,25848,25836,25810,25758,25672,25635,25601,25567,25556,25542,25527,25500,25546,25457,25413,25322,25251,25171,25103,24989,24870,24791,24673,24631,24551,24482,24387,24353,24308,24172,24062,23949,23825,23742,23593,23442,23280,23174,23079,22974,22884,22736,22613,22515,22386,22322,22177,22047,21925,21812,21701,21582,21467,21371,21244,21145,21016,20861,20782
