Net Demand 11/24/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,21681,21414,21414,21414,21341,21341,21341,21023,21023,21023,20814,20814,20814,20630,20630,20630,20437,20437,20437,20268,20268,20268,20148,20148,20148,20081,20081,20081,19981,19981,19981,19854,19854,19854,19777,19777,19777,19720,19720,19720,19712,19712,19712,19687,19687,19687,19677,19677,19677,19820,19820,19820,19868,19868,19868,19933,19933,19933,20028,20028,20028,20270,20270,20270,20421,20421,20421,20413,20413,20413,20800,20800,20800,21069,21069,21069,21084,21084,21084,21032,21032,21032,21167,21167,21167,21185,21185,21185,21075,21075,21075,20865,20865,20865,20672,20672,20672,20329,20329,20329,20131,20131,20131,19773,19773,19773,19383,19383,19383,19105,19105,19105,18823,18823,18823,18418,18418,18418,18178,18178,18178,18026,18026,18026,17884,17884,17884,17754,17754,17754,17624,17624,17624,17568,17568,17568,17586,17586,17586,17594,17594,17594,17635,17635,17635,17596,17596,17596,17628,17628,17628,17695,17695,17695,17747,17747,17747,17897,17897,17897,18071,18071,18071,18443,18443,18443,18558,18558,18558,18868,18868,18868,19212,19212,19212,19553,19553,19553,19885,19885,19885,20240,20240,20240,20783,20783,20783,21207,21207,21207,21413,21413,21413,21770,21770,21770,22272,22272,22272,22754,22754,22754,23073,23073,23073,23313,23313,23313,23276,23276,23276,23087,23087,23087,22868,22868,22868,22473,22473,22473,22254,22254,22254,22115,22115,22115,22060,22060,22060,22031,22031,22031,21909,21909,21909,21881,21881,21881,21829,21829,21829,21781,21781,21781,21749,21749,21749,21698,21698,21698,21649,21649,21649,21669,21669,21669,21606,21606,21606,21469,21469,21469,21335,21335,21335,21274,21274,21274,21088,21088,21088,20830,20830,20830,20560,20560,20560,20370,20370,20370,20192,20192,20192,19971,19971,19971,19822,19822,19822
Demand,21569,21623,21664,21576,21529,21431,21355,21258,21149,21087,21019,20928,20851,20796,20758,20702,20636,20561,20503,20449,20385,20358,20307,20278,20232,20183,20171,20105,20070,20031,19978,19943,19911,19866,19860,19810,19794,19817,19783,19793,19756,19730,19723,19716,19683,19675,19690,19680,19682,19762,19767,19788,19818,19815,19808,19854,19868,19869,19895,19920,19954,20081,20158,20218,20252,20297,20321,20368,20428,20473,20490,20549,20603,20833,20972,21027,21058,21073,21086,21121,21130,21148,21135,21129,21133,21199,21234,21221,21187,21144,21086,21027,20939,20841,20740,20669,20609,20684,20627,20527,20401,20269,20119,20005,19854,19708,19583,19462,19348,19273,19165,19048,18928,18831,18722,18647,18539,18434,18372,18286,18210,18158,18163,18111,18038,17963,17892,17828,17798,17724,17699,17686,17629,17629,17608,17573,17584,17560,17544,17530,17534,17503,17498,17510,17514,17508,17527,17505,17510,17527,17542,17566,17566,17561,17630,17683,17711,17764,17827,17870,17952,18046,18137,18190,18278,18325,18448,18491,18592,18637,18728,18815,18969,19064,19188,19313,19428,19532,19671,19782,19895,19918,20024,20125,20308,20499,20648,20758,20873,21009,21163,21266,21415,21431,21588,21680,21803,21921,22022,22153,22273,22363,22510,22596,22737,22903,23013,23062,23090,23103,23087,23051,22986,22884,22853,22798,22706,22607,22499,22454,22413,22352,22305,22221,22241,22254,22221,22190,22146,22083,22043,22007,22008,21971,21937,21934,21916,21895,21872,21865,21831,21818,21832,21843,21878,21849,21800,21773,21759,21738,21682,21637,21612,21658,21663,21656,21634,21640,21616,21567,21559,21500,21472,21416,21361,21302,21226,21172,21121,21077,20991,20924,20851,20790,20716,20656,20559,20539,20495,20425,20355,20276,20166,20071,19988,19911,19829,19769,19682
Day-ahead net forecast,20933,19448,19448,19448,19448,19448,19448,19448,19448,19448,19448,19448,19448,18579,18579,18579,18579,18579,18579,18579,18579,18579,18579,18579,18579,17924,17924,17924,17924,17924,17924,17924,17924,17924,17924,17924,17924,17725,17725,17725,17725,17725,17725,17725,17725,17725,17725,17725,17725,17654,17654,17654,17654,17654,17654,17654,17654,17654,17654,17654,17654,18070,18070,18070,18070,18070,18070,18070,18070,18070,18070,18070,18070,18611,18611,18611,18611,18611,18611,18611,18611,18611,18611,18611,18611,13658,13658,13658,13658,13658,13658,13658,13658,13658,13658,13658,13658,7115,7115,7115,7115,7115,7115,7115,7115,7115,7115,7115,7115,4802,4802,4802,4802,4802,4802,4802,4802,4802,4802,4802,4802,4181,4181,4181,4181,4181,4181,4181,4181,4181,4181,4181,4181,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4342,4342,4342,4342,4342,4342,4342,4342,4342,4342,4342,4342,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,7629,7629,7629,7629,7629,7629,7629,7629,7629,7629,7629,7629,14393,14393,14393,14393,14393,14393,14393,14393,14393,14393,14393,14393,20810,20810,20810,20810,20810,20810,20810,20810,20810,20810,20810,20810,22305,22305,22305,22305,22305,22305,22305,22305,22305,22305,22305,22305,21822,21822,21822,21822,21822,21822,21822,21822,21822,21822,21822,21822,21333,21333,21333,21333,21333,21333,21333,21333,21333,21333,21333,21333,20974,20974,20974,20974,20974,20974,20974,20974,20974,20974,20974,20974,20867,20867,20867,20867,20867,20867,20867,20867,20867,20867,20867,20867,20450,20450,20450,20450,20450,20450,20450,20450,20450,20450,20450,20450,19699,19699,19699,19699,19699,19699,19699,19699,19699,19699,19699,19699
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,19937,19948,20087,20016,19922,19855,19779,19686,19572,19439,19344,19226,19126,19022,18947,18885,18793,18700,18591,18487,18419,18334,18275,18165,18054,17990,17950,17861,17816,17798,17785,17677,17649,17597,17623,17632,17609,17640,17682,17651,17637,17587,17549,17528,17522,17468,17434,17403,17401,17450,17501,17488,17506,17529,17524,17559,17619,17600,17636,17653,17685,17740,17847,17891,17954,17978,18004,18083,18162,18240,18253,18353,18376,18505,18704,18785,18822,18828,18808,18748,18688,18544,18364,18067,17767,17444,17066,16600,16109,15528,14952,14367,13740,13119,12445,11824,11266,10748,10270,9776,9233,8763,8308,7910,7504,7128,6826,6537,6276,5942,5745,5450,5236,5025,4773,4779,4810,4694,4630,4530,4509,4375,4425,4456,4174,4160,4182,4074,4010,3996,4051,4083,3954,3817,3843,3799,3772,3813,3791,3845,3901,3918,3862,3999,3958,3835,3847,3866,3835,3904,3914,3889,3957,4209,4286,4375,4249,4345,4479,4727,4518,4828,4645,4919,4963,5103,5240,5337,5424,5511,5453,5852,6142,6470,6446,6498,6715,6992,7358,7745,8016,8327,8816,9482,10216,11025,11790,12525,13330,14084,14874,15633,16333,16901,17532,18062,18571,18996,19400,19764,20090,20289,20465,20693,20892,21062,21197,21244,21238,21209,21217,21209,21121,20932,20801,20730,20601,20489,20378,20306,20269,20251,20202,20181,20177,20272,20248,20200,20150,20115,20038,20028,20055,20045,19956,19868,19840,19810,19796,19800,19821,19848,19892,19899,19971,19981,19959,19942,19936,19925,19894,19849,19843,19884,19906,19881,19886,19873,19888,19846,19764,19719,19671,19631,19593,19547,19465,19391,19389,19321,19263,19160,19075,19012,18917,18856,18752,18675,18634,18561,18430,18340,18216,18088,17954,17882,17782,17709,17680
