Net Demand 11/09/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,21780,21711,21711,21711,21546,21546,21546,21388,21388,21388,21142,21142,21142,20977,20977,20977,20867,20867,20867,20781,20781,20781,20691,20691,20691,20586,20586,20586,20573,20573,20573,20445,20445,20445,20441,20441,20441,20466,20466,20466,20440,20440,20440,20425,20425,20425,20625,20625,20625,20953,20953,20953,21121,21121,21121,21262,21262,21262,21618,21618,21618,22041,22041,22041,22394,22394,22394,22738,22738,22738,23505,23505,23505,24091,24091,24091,24516,24516,24516,24833,24833,24833,25329,25329,25329,25478,25478,25478,25096,25096,25096,24786,24786,24786,25011,25011,25011,24719,24719,24719,24307,24307,24307,23543,23543,23543,23171,23171,23171,22804,22804,22804,22517,22517,22517,22168,22168,22168,22064,22064,22064,21728,21728,21728,21255,21255,21255,20928,20928,20928,20935,20935,20935,21115,21115,21115,20999,20999,20999,21059,21059,21059,20715,20715,20715,20799,20799,20799,20740,20740,20740,20681,20681,20681,20832,20832,20832,21016,21016,21016,21225,21225,21225,21378,21378,21378,21373,21373,21373,21399,21399,21399,21557,21557,21557,21904,21904,21904,22443,22443,22443,22807,22807,22807,23168,23168,23168,23700,23700,23700,24254,24254,24254,24734,24734,24734,25475,25475,25475,26208,26208,26208,26933,26933,26933,27386,27386,27386,27562,27562,27562,27638,27638,27638,27604,27604,27604,27555,27555,27555,27412,27412,27412,27289,27289,27289,27188,27188,27188,27101,27101,27101,26914,26914,26914,26798,26798,26798,26577,26577,26577,26449,26449,26449,26250,26250,26250,26019,26019,26019,25832,25832,25832,25648,25648,25648,25391,25391,25391,25049,25049,25049,24641,24641,24641,24291,24291,24291,23891,23891,23891,23471,23471,23471,23105,23105,23105,22799,22799,22799,22503,22503,22503,22182,22182,22182,21963,21963,21963
Demand,21900,21969,21921,21835,21774,21684,21619,21541,21495,21405,21329,21315,21247,21243,21199,21149,21077,21078,21039,20995,20994,20899,20832,20773,20727,20705,20716,20678,20617,20580,20556,20520,20515,20506,20465,20484,20469,20467,20429,20416,20426,20400,20397,20401,20436,20479,20592,20755,20654,20668,20738,20780,20831,20890,20896,20963,21052,21066,21142,21306,21423,21636,21776,21873,21991,22148,22212,22365,22590,22714,22847,23013,23173,23576,23920,24085,24214,24334,24432,24585,24673,24755,24826,24910,24930,25077,24945,24971,24963,25060,25078,25101,25001,24825,24665,24325,24115,24146,24352,24259,24083,23917,23705,23614,23515,23405,23338,23198,22983,22991,22998,22823,22666,22593,22525,22463,22349,22190,22043,21917,21829,21706,21669,21558,21498,21482,21420,21400,21369,21376,21375,21398,21258,21221,21172,21033,21146,21178,20883,20882,20782,20779,20810,20874,20854,20702,20789,20728,20730,20668,20624,20678,20799,20888,20834,20829,20880,21025,21005,21055,21059,21117,21131,21009,21007,20935,20977,21037,21060,21209,21233,21364,21524,21644,21710,21798,21970,22025,22091,22192,22350,22444,22590,22721,22835,23003,23236,23409,23630,23778,23888,24131,24311,24441,24562,24804,25003,25198,25360,25555,25698,25911,26119,26292,26486,26679,26880,27111,27302,27436,27536,27628,27639,27708,27755,27684,27738,27666,27581,27553,27504,27534,27517,27508,27514,27465,27423,27448,27355,27287,27219,27192,27142,27108,27018,26997,26923,26884,26878,26824,26785,26659,26614,26557,26529,26473,26426,26326,26240,26159,26107,25987,25912,25871,25819,25730,25678,25609,25517,25409,25335,25203,25079,24951,24825,24641,24467,24349,24193,24098,23946,23843,23717,23557,23426,23350,23184,23059,22972,22808,22711,22615,22512,22384,22270,22149,22067,21964,21880
Day-ahead net forecast,20046,19123,19123,19123,19123,19123,19123,19123,19123,19123,19123,19123,19123,18214,18214,18214,18214,18214,18214,18214,18214,18214,18214,18214,18214,17644,17644,17644,17644,17644,17644,17644,17644,17644,17644,17644,17644,17368,17368,17368,17368,17368,17368,17368,17368,17368,17368,17368,17368,17647,17647,17647,17647,17647,17647,17647,17647,17647,17647,17647,17647,18546,18546,18546,18546,18546,18546,18546,18546,18546,18546,18546,18546,19615,19615,19615,19615,19615,19615,19615,19615,19615,19615,19615,19615,15827,15827,15827,15827,15827,15827,15827,15827,15827,15827,15827,15827,11127,11127,11127,11127,11127,11127,11127,11127,11127,11127,11127,11127,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7842,7106,7106,7106,7106,7106,7106,7106,7106,7106,7106,7106,7106,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,6906,7113,7113,7113,7113,7113,7113,7113,7113,7113,7113,7113,7113,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,8643,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,13853,20869,20869,20869,20869,20869,20869,20869,20869,20869,20869,20869,20869,23871,23871,23871,23871,23871,23871,23871,23871,23871,23871,23871,23871,24003,24003,24003,24003,24003,24003,24003,24003,24003,24003,24003,24003,23612,23612,23612,23612,23612,23612,23612,23612,23612,23612,23612,23612,23063,23063,23063,23063,23063,23063,23063,23063,23063,23063,23063,23063,22352,22352,22352,22352,22352,22352,22352,22352,22352,22352,22352,22352,21306,21306,21306,21306,21306,21306,21306,21306,21306,21306,21306,21306,20350,20350,20350,20350,20350,20350,20350,20350,20350,20350,20350,20350
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,19630,19590,19643,19476,19335,19209,19043,18877,18710,18626,18561,18523,18523,18479,18421,18294,18275,18298,18338,18316,18283,18215,18174,18149,18107,18123,18201,18247,18206,18167,18125,18154,18159,18156,18183,18163,18208,18169,18114,18046,17973,17949,17961,17993,17985,17976,17977,18211,18222,18120,18093,18114,18149,18244,18290,18319,18381,18391,18425,18529,18661,18813,18938,19028,19138,19277,19331,19350,19499,19596,19700,19847,19966,20249,20630,20828,20998,21061,21108,21155,21227,21200,21021,20654,20304,19974,19456,18797,18311,17827,17521,17197,16790,16503,16410,15906,15033,14111,13622,13335,12753,12070,11647,11110,10465,10311,9896,9819,9994,9750,9364,9231,9047,9051,8792,8421,8451,7885,7497,7549,7437,7043,6831,6749,6816,6957,7114,7026,7016,7146,7118,7123,7197,6993,7168,6961,6828,7119,7064,6994,7228,7161,7123,7338,7242,6844,6672,6840,7057,7364,7851,7779,7684,7656,7558,7539,7671,7499,7165,7400,7801,8085,8314,8139,7772,7527,7895,8397,8552,8313,8297,8370,8523,8943,9034,8918,8972,9086,9254,9670,9881,9966,10242,10582,10907,11360,11852,12364,13177,13913,14575,15400,16212,16911,17567,18324,19103,19764,20387,20839,21209,21499,21879,22207,22476,22747,23001,23230,23477,23649,23781,23890,23952,23971,23981,23912,23832,23902,23865,23840,23763,23767,23585,23575,23538,23491,23458,23406,23333,23246,23136,23047,22992,22936,22872,22805,22801,22805,22806,22779,22686,22649,22588,22480,22389,22408,22373,22332,22299,22281,22295,22261,22228,22192,22271,22226,22280,22280,22221,22194,22086,22062,21958,21851,21847,21718,21550,21476,21346,21210,21072,21015,20935,20809,20711,20649,20583,20535,20505,20392,20269,20156,20062,19977,19847,19613,19531,19481,19470
