Net Demand 11/11/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22223,22028,22028,22028,21947,21947,21947,21726,21726,21726,21528,21528,21528,21381,21381,21381,21260,21260,21260,21088,21088,21088,20997,20997,20997,20899,20899,20899,20769,20769,20769,20676,20676,20676,20674,20674,20674,20679,20679,20679,20708,20708,20708,20724,20724,20724,20863,20863,20863,21043,21043,21043,21206,21206,21206,21369,21369,21369,21786,21786,21786,22204,22204,22204,22517,22517,22517,22818,22818,22818,23355,23355,23355,23765,23765,23765,23926,23926,23926,24059,24059,24059,24387,24387,24387,24430,24430,24430,24242,24242,24242,23908,23908,23908,23775,23775,23775,23537,23537,23537,23283,23283,23283,22884,22884,22884,22527,22527,22527,22107,22107,22107,21793,21793,21793,21416,21416,21416,21168,21168,21168,20931,20931,20931,20652,20652,20652,20921,20921,20921,20716,20716,20716,20579,20579,20579,20476,20476,20476,20527,20527,20527,20445,20445,20445,20327,20327,20327,20336,20336,20336,19821,19821,19821,20059,20059,20059,20372,20372,20372,20701,20701,20701,21125,21125,21125,21625,21625,21625,21986,21986,21986,22203,22203,22203,22529,22529,22529,22793,22793,22793,23132,23132,23132,23452,23452,23452,23635,23635,23635,24060,24060,24060,24454,24454,24454,25025,25025,25025,25735,25735,25735,26303,26303,26303,26987,26987,26987,27030,27030,27030,27071,27071,27071,26882,26882,26882,26766,26766,26766,26637,26637,26637,26498,26498,26498,26285,26285,26285,26187,26187,26187,26102,26102,26102,25994,25994,25994,25820,25820,25820,25685,25685,25685,25594,25594,25594,25436,25436,25436,25337,25337,25337,25234,25234,25234,25052,25052,25052,24735,24735,24735,24523,24523,24523,24226,24226,24226,23939,23939,23939,23583,23583,23583,23265,23265,23265,23036,23036,23036,22742,22742,22742,22487,22487,22487,22271,22271,22271
Demand,22168,22263,22276,22211,22128,22080,22003,21939,21863,21859,21715,21675,21632,21571,21530,21468,21411,21355,21287,21248,21188,21146,21115,21059,21027,21001,20939,20907,20868,20852,20823,20787,20771,20738,20725,20706,20685,20707,20722,20751,20740,20727,20709,20732,20734,20738,20750,20776,20809,20879,20975,21066,21101,21130,21153,21244,21293,21371,21441,21488,21560,21794,21988,22071,22176,22254,22373,22481,22575,22673,22732,22900,23038,23301,23549,23681,23805,23880,23936,24036,24105,24126,24103,24164,24178,24250,24325,24267,24225,24222,24179,24164,24067,23960,23963,23878,23706,23742,23634,23529,23413,23338,23213,23109,22913,22789,22667,22474,22396,22345,22253,22102,21990,21920,21823,21672,21598,21488,21416,21394,21331,21238,21615,21494,21345,21358,21232,21111,21042,20957,20855,20882,20746,20688,20636,20669,20660,20604,20531,20543,20507,20518,20522,20456,20303,20002,19955,19933,19923,19860,19913,19945,20031,20057,20171,20274,20283,20491,20498,20603,20729,20861,20980,21092,21256,21498,21446,21556,21676,21782,21819,21862,22010,22159,22175,22324,22356,22389,22439,22588,22702,22731,22747,22873,22962,23059,23149,23238,23457,23572,23721,23858,23979,24120,24235,24386,24609,24750,24902,24900,25107,25347,25583,25768,25971,26107,26251,26474,26662,26771,26849,26914,26948,26959,26934,26958,26954,26874,26792,26754,26719,26690,26688,26668,26615,26562,26545,26545,26463,26446,26411,26371,26325,26292,26255,26216,26175,26138,26098,26059,26033,25977,25912,25874,25829,25813,25745,25703,25666,25604,25524,25456,25406,25368,25290,25259,25243,25156,25083,25015,24954,24889,24784,24709,24617,24552,24396,24288,24176,24084,23961,23873,23772,23662,23589,23490,23391,23273,23230,23144,23052,22948,22848,22757,22655,22553,22486,22396,22291
Day-ahead net forecast,21327,20364,20364,20364,20364,20364,20364,20364,20364,20364,20364,20364,20364,19685,19685,19685,19685,19685,19685,19685,19685,19685,19685,19685,19685,19311,19311,19311,19311,19311,19311,19311,19311,19311,19311,19311,19311,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19234,19742,19742,19742,19742,19742,19742,19742,19742,19742,19742,19742,19742,21149,21149,21149,21149,21149,21149,21149,21149,21149,21149,21149,21149,22554,22554,22554,22554,22554,22554,22554,22554,22554,22554,22554,22554,18480,18480,18480,18480,18480,18480,18480,18480,18480,18480,18480,18480,13732,13732,13732,13732,13732,13732,13732,13732,13732,13732,13732,13732,11988,11988,11988,11988,11988,11988,11988,11988,11988,11988,11988,11988,11469,11469,11469,11469,11469,11469,11469,11469,11469,11469,11469,11469,11253,11253,11253,11253,11253,11253,11253,11253,11253,11253,11253,11253,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,11220,12056,12056,12056,12056,12056,12056,12056,12056,12056,12056,12056,12056,13823,13823,13823,13823,13823,13823,13823,13823,13823,13823,13823,13823,18517,18517,18517,18517,18517,18517,18517,18517,18517,18517,18517,18517,24111,24111,24111,24111,24111,24111,24111,24111,24111,24111,24111,24111,26628,26628,26628,26628,26628,26628,26628,26628,26628,26628,26628,26628,26510,26510,26510,26510,26510,26510,26510,26510,26510,26510,26510,26510,25806,25806,25806,25806,25806,25806,25806,25806,25806,25806,25806,25806,25026,25026,25026,25026,25026,25026,25026,25026,25026,25026,25026,25026,24177,24177,24177,24177,24177,24177,24177,24177,24177,24177,24177,24177,22921,22921,22921,22921,22921,22921,22921,22921,22921,22921,22921,22921,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,20782,20751,20861,20752,20690,20640,20601,20540,20461,20477,20360,20328,20294,20249,20185,20102,20026,19939,19863,19787,19722,19697,19659,19656,19636,19615,19570,19450,19391,19316,19291,19246,19224,19227,19199,19183,19155,19170,19170,19193,19210,19204,19179,19172,19181,19164,19134,19176,19201,19225,19306,19365,19430,19448,19482,19514,19543,19598,19672,19760,19838,19989,20274,20385,20487,20602,20707,20844,20990,21080,21151,21280,21432,21586,21867,22019,22100,22107,22028,21891,21773,21474,21089,20731,20374,19954,19637,19200,18536,17859,17327,16870,16243,15628,14880,14104,13791,13428,12996,12598,12288,12214,12276,11742,11523,11191,10812,10750,10310,10205,10003,9814,9586,9735,9714,9685,9779,9592,9423,9038,8708,8805,8995,9083,9050,9169,9159,8959,8875,8748,8705,8526,8484,8485,8711,8879,8968,8898,8493,8602,8851,9004,9399,9727,9628,8819,8384,8430,8271,8356,8621,8853,9305,9000,8905,9229,9325,9553,9530,9612,9635,9708,10243,10808,11070,11278,11470,11600,11666,11997,12176,12184,12320,12778,13058,12844,13383,14015,14158,14188,14203,14118,14357,14961,15663,16802,17721,18434,19129,19785,20149,20583,20944,21136,21656,22183,22777,23363,23769,24029,24316,24668,25021,25286,25475,25646,25738,25939,26143,26293,26365,26459,26514,26545,26503,26516,26539,26461,26340,26272,26217,26152,26155,26146,26115,26055,26043,26047,25977,25905,25909,25863,25773,25752,25724,25693,25661,25628,25572,25538,25503,25477,25418,25365,25315,25332,25295,25255,25210,25188,25117,25053,25000,24925,24907,24830,24799,24718,24634,24512,24470,24395,24324,24258,24191,24146,24026,23930,23837,23741,23630,23552,23444,23353,23254,23171,23069,22918,22880,22773,22681,22577,22470,22357,22255,22142,22026,21935,21793
