Net Demand 11/04/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22364,22185,22185,22185,22121,22121,22121,21821,21821,21821,21693,21693,21693,21503,21503,21503,21327,21327,21327,21164,21164,21164,21035,21035,21035,20908,20908,20908,20840,20840,20840,20812,20812,20812,20781,20781,20781,20704,20704,20704,20707,20707,20707,20688,20688,20688,20845,20845,20845,21021,21021,21021,21192,21192,21192,21327,21327,21327,21711,21711,21711,22108,22108,22108,22423,22423,22423,22755,22755,22755,23396,23396,23396,24187,24187,24187,24706,24706,24706,25191,25191,25191,25827,25827,25827,26224,26224,26224,26258,26258,26258,26282,26282,26282,26253,26253,26253,25923,25923,25923,25610,25610,25610,25320,25320,25320,25019,25019,25019,24675,24675,24675,24271,24271,24271,23877,23877,23877,23477,23477,23477,23125,23125,23125,22782,22782,22782,22360,22360,22360,22050,22050,22050,21786,21786,21786,21547,21547,21547,21404,21404,21404,21173,21173,21173,20978,20978,20978,20836,20836,20836,20762,20762,20762,20636,20636,20636,20624,20624,20624,20654,20654,20654,20808,20808,20808,20703,20703,20703,20781,20781,20781,20926,20926,20926,21184,21184,21184,21226,21226,21226,21561,21561,21561,21936,21936,21936,22247,22247,22247,22440,22440,22440,22739,22739,22739,23304,23304,23304,23580,23580,23580,24021,24021,24021,24527,24527,24527,24693,24693,24693,25161,25161,25161,25665,25665,25665,26204,26204,26204,26535,26535,26535,26445,26445,26445,26386,26386,26386,26269,26269,26269,26120,26120,26120,25960,25960,25960,25806,25806,25806,25660,25660,25660,25542,25542,25542,25380,25380,25380,25264,25264,25264,25150,25150,25150,25001,25001,25001,24761,24761,24761,24452,24452,24452,24158,24158,24158,23855,23855,23855,23522,23522,23522,23181,23181,23181,22894,22894,22894,22499,22499,22499,22152,22152,22152,21906,21906,21906
Demand,22346,22453,22455,22342,22306,22226,22168,22127,22071,21965,21881,21833,21731,21686,21659,21577,21503,21470,21432,21362,21299,21240,21171,21134,21074,21052,21039,21017,20965,20937,20896,20874,20854,20829,20803,20780,20752,20760,20742,20737,20743,20729,20718,20753,20755,20752,20765,20823,20809,20927,20990,21034,21102,21139,21179,21285,21283,21309,21392,21452,21547,21699,21866,21995,22083,22179,22275,22438,22565,22675,22772,22914,23053,23461,23816,24044,24222,24402,24506,24718,24948,25102,25276,25440,25592,25813,26061,26243,26382,26434,26432,26446,26430,26387,26328,26230,26172,26214,26240,26201,26092,26014,25881,25793,25729,25543,25416,25307,25107,25017,25007,24850,24747,24607,24441,24311,24163,24047,23907,23747,23565,23466,23355,23170,23005,22901,22730,22596,22510,22434,22395,22199,22102,22006,21919,21766,21695,21711,21622,21489,21465,21422,21293,21233,21166,21133,21042,20921,20862,20849,20853,20788,20710,20651,20622,20623,20642,20629,20616,20630,20711,20722,20674,20606,20650,20615,20650,20760,20819,20801,20805,20851,20874,20991,21010,21035,21077,21162,21284,21308,21354,21462,21515,21603,21687,21827,21980,22010,22088,22144,22190,22365,22465,22521,22615,22690,22826,22894,23093,23268,23418,23603,23771,23892,23975,23934,23956,24091,24232,24418,24559,24771,24949,25126,25299,25481,25620,25714,25827,25982,26162,26262,26359,26407,26435,26442,26467,26430,26423,26328,26265,26231,26174,26139,26113,26086,26044,26007,26003,25949,25868,25839,25760,25740,25682,25627,25580,25516,25464,25410,25343,25291,25203,25201,25292,25240,25202,25148,25079,24993,24891,24810,24715,24608,24502,24441,24269,24219,24105,24018,23901,23765,23642,23515,23415,23315,23192,23056,22932,22840,22720,22591,22529,22403,22288,22187,22071,21961,21850
Day-ahead net forecast,20264,19389,19389,19389,19389,19389,19389,19389,19389,19389,19389,19389,19389,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18838,18393,18393,18393,18393,18393,18393,18393,18393,18393,18393,18393,18393,18376,18376,18376,18376,18376,18376,18376,18376,18376,18376,18376,18376,18767,18767,18767,18767,18767,18767,18767,18767,18767,18767,18767,18767,20024,20024,20024,20024,20024,20024,20024,20024,20024,20024,20024,20024,22272,22272,22272,22272,22272,22272,22272,22272,22272,22272,22272,22272,22752,22752,22752,22752,22752,22752,22752,22752,22752,22752,22752,22752,16543,16543,16543,16543,16543,16543,16543,16543,16543,16543,16543,16543,11198,11198,11198,11198,11198,11198,11198,11198,11198,11198,11198,11198,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,8965,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7985,7683,7683,7683,7683,7683,7683,7683,7683,7683,7683,7683,7683,7617,7617,7617,7617,7617,7617,7617,7617,7617,7617,7617,7617,8373,8373,8373,8373,8373,8373,8373,8373,8373,8373,8373,8373,10359,10359,10359,10359,10359,10359,10359,10359,10359,10359,10359,10359,15271,15271,15271,15271,15271,15271,15271,15271,15271,15271,15271,15271,21798,21798,21798,21798,21798,21798,21798,21798,21798,21798,21798,21798,24178,24178,24178,24178,24178,24178,24178,24178,24178,24178,24178,24178,23877,23877,23877,23877,23877,23877,23877,23877,23877,23877,23877,23877,22968,22968,22968,22968,22968,22968,22968,22968,22968,22968,22968,22968,22211,22211,22211,22211,22211,22211,22211,22211,22211,22211,22211,22211,20896,20896,20896,20896,20896,20896,20896,20896,20896,20896,20896,20896,19515,19515,19515,19515,19515,19515,19515,19515,19515,19515,19515,19515
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,20953,20949,21045,20948,20965,20925,20875,20805,20738,20637,20452,20365,20218,20112,20081,20053,19919,19806,19712,19628,19635,19524,19503,19535,19501,19469,19449,19399,19364,19238,19168,19135,19137,19092,19105,19054,18962,18906,18876,18950,18932,18981,18960,18951,18988,18997,19040,19113,19147,19212,19316,19333,19350,19375,19447,19491,19539,19547,19575,19677,19784,19955,20218,20406,20539,20662,20766,20879,21039,21112,21161,21282,21420,21653,21999,22183,22370,22528,22572,22708,22898,23063,23259,23401,23540,23706,23878,24013,24152,24258,24182,24049,23804,23445,22936,22345,21657,21072,20586,20090,19535,18979,18573,17761,17542,16731,15843,15280,14726,14152,13796,13423,12997,12679,12256,11889,11539,11255,10981,10723,10400,10197,9985,9805,9545,9338,9131,8912,8881,8840,8910,8763,8465,8364,8335,8235,8024,7985,7926,7883,7761,7733,7802,7789,7745,7624,7394,7303,7198,7164,7051,7422,7365,7242,7117,7062,7026,7087,7378,7369,7415,7456,7440,7773,7735,7488,7629,7880,7862,7815,7840,8163,7916,7516,7872,8351,8190,8454,8602,8858,9183,9374,9711,10132,10597,10549,10873,10946,11013,11570,11447,11406,11621,12097,12485,13171,14134,14829,15585,16283,16949,17672,18302,18797,19076,19321,19653,20003,20404,20882,21361,21691,22003,22280,22474,22714,22948,23044,23150,23306,23470,23577,23668,23689,23728,23735,23778,23767,23735,23658,23586,23484,23418,23359,23314,23320,23294,23284,23272,23249,23146,23058,22937,22856,22803,22714,22589,22501,22469,22449,22415,22320,22233,22171,22300,22287,22245,22109,22044,21933,21849,21739,21619,21512,21425,21347,21242,21157,21061,20890,20837,20660,20536,20409,20297,20167,20013,19840,19646,19513,19448,19370,19297,19178,19087,18984,18902,18849,18835
