Net Demand 11/22/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,00:00
Hour-ahead forecast,22589,22433,22433,22433,22317,22317,22317,22081,22081,22081,21892,21892,21892,21735,21735,21735,21575,21575,21575,21434,21434,21434,21329,21329,21329,21247,21247,21247,21168,21168,21168,21106,21106,21106,21113,21113,21113,21123,21123,21123,21192,21192,21192,21195,21195,21195,21380,21380,21380,21601,21601,21601,21797,21797,21797,22009,22009,22009,22447,22447,22447,22890,22890,22890,23266,23266,23266,23581,23581,23581,24282,24282,24282,24893,24893,24893,25080,25080,25080,25185,25185,25185,25545,25545,25545,25614,25614,25614,25360,25360,25360,25057,25057,25057,24856,24856,24856,24612,24612,24612,24319,24319,24319,23794,23794,23794,23628,23628,23628,23390,23390,23390,22893,22893,22893,22478,22478,22478,21712,21712,21712,21601,21601,21601,21339,21339,21339,21120,21120,21120,20929,20929,20929,20770,20770,20770,20725,20725,20725,20656,20656,20656,20650,20650,20650,20682,20682,20682,20627,20627,20627,20641,20641,20641,20768,20768,20768,20868,20868,20868,21156,21156,21156,21444,21444,21444,21706,21706,21706,22015,22015,22015,22261,22261,22261,22780,22780,22780,23133,23133,23133,23630,23630,23630,24038,24038,24038,24358,24358,24358,24869,24869,24869,25310,25310,25310,25738,25738,25738,26360,26360,26360,27112,27112,27112,27538,27538,27538,27683,27683,27683,27568,27568,27568,27395,27395,27395,27342,27342,27342,27209,27209,27209,27019,27019,27019,26904,26904,26904,26766,26766,26766,26670,26670,26670,26501,26501,26501,26344,26344,26344,26226,26226,26226,26116,26116,26116,25913,25913,25913,25860,25860,25860,25734,25734,25734,25531,25531,25531,25262,25262,25262,24958,24958,24958,24601,24601,24601,24260,24260,24260,23964,23964,23964,23593,23593,23593,23291,23291,23291,22943,22943,22943,22706,22706,22706,22469,22469,22469
Demand,22614,22651,22682,22610,22562,22481,22419,22337,22272,22212,22130,22068,21991,21951,21901,21842,21780,21741,21698,21634,21573,21534,21498,21459,21420,21405,21375,21360,21318,21294,21288,21246,21225,21217,21186,21184,21169,21197,21230,21234,21227,21239,21206,21239,21266,21275,21310,21335,21381,21502,21590,21660,21704,21760,21806,21892,21953,22018,22097,22186,22290,22465,22684,22803,22681,22871,23117,23268,23413,23523,23647,23777,23907,24161,24411,24599,24753,24847,24911,25033,25110,25172,25231,25290,25289,25352,25420,25433,25452,25436,25413,25384,25312,25213,25162,25074,25028,25057,24998,24886,24749,24600,24427,24318,24232,24104,24024,23911,23802,23698,23577,23477,23076,22721,22454,22371,22316,22168,22067,21987,21846,21793,21740,21638,21558,21598,21373,21345,21194,21097,21035,20975,20895,20859,20838,20786,20710,20677,20629,20610,20634,20648,20625,20625,20574,20549,20595,20543,20516,20490,20539,20543,20562,20582,20632,20668,20755,20898,21023,21087,21077,21105,21157,21258,21355,21405,21465,21559,21590,21700,21937,22111,22288,22417,22486,22537,22622,22721,22862,23006,23119,23191,23309,23435,23576,23743,23875,24035,24181,24339,24460,24596,24700,24824,24883,25071,25260,25438,25546,25736,25942,26129,26305,26553,26699,26902,27056,27240,27357,27431,27459,27504,27513,27498,27505,27506,27498,27429,27369,27344,27295,27270,27254,27194,27170,27143,27097,27058,26972,26916,26955,26868,26850,26754,26711,26675,26631,26587,26556,26544,26483,26466,26453,26398,26348,26344,26283,26252,26218,26129,26036,26005,25901,25897,25975,25932,25875,25815,25706,25620,25539,25447,25360,25258,25112,24990,24899,24761,24637,24513,24377,24258,24157,24133,24054,23721,23657,23542,23429,23331,23226,23137,23039,22919,22801,22706,22588,22488,22372
Day-ahead net forecast,21545,20908,20908,20908,20908,20908,20908,20908,20908,20908,20908,20908,20908,20258,20258,20258,20258,20258,20258,20258,20258,20258,20258,20258,20258,19771,19771,19771,19771,19771,19771,19771,19771,19771,19771,19771,19771,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,19704,20321,20321,20321,20321,20321,20321,20321,20321,20321,20321,20321,20321,21796,21796,21796,21796,21796,21796,21796,21796,21796,21796,21796,21796,23579,23579,23579,23579,23579,23579,23579,23579,23579,23579,23579,23579,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,20408,14749,14749,14749,14749,14749,14749,14749,14749,14749,14749,14749,14749,12147,12147,12147,12147,12147,12147,12147,12147,12147,12147,12147,12147,10944,10944,10944,10944,10944,10944,10944,10944,10944,10944,10944,10944,10225,10225,10225,10225,10225,10225,10225,10225,10225,10225,10225,10225,10034,10034,10034,10034,10034,10034,10034,10034,10034,10034,10034,10034,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,12657,12657,12657,12657,12657,12657,12657,12657,12657,12657,12657,12657,18362,18362,18362,18362,18362,18362,18362,18362,18362,18362,18362,18362,24717,24717,24717,24717,24717,24717,24717,24717,24717,24717,24717,24717,26832,26832,26832,26832,26832,26832,26832,26832,26832,26832,26832,26832,26724,26724,26724,26724,26724,26724,26724,26724,26724,26724,26724,26724,26123,26123,26123,26123,26123,26123,26123,26123,26123,26123,26123,26123,25397,25397,25397,25397,25397,25397,25397,25397,25397,25397,25397,25397,24544,24544,24544,24544,24544,24544,24544,24544,24544,24544,24544,24544,23039,23039,23039,23039,23039,23039,23039,23039,23039,23039,23039,23039,21550,21550,21550,21550,21550,21550,21550,21550,21550,21550,21550,21550
Demand response event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net demand,21786,21756,21865,21776,21731,21630,21543,21458,21388,21314,21221,21140,21045,20986,20951,20888,20847,20785,20755,20674,20610,20558,20520,20493,20482,20457,20445,20439,20401,20379,20349,20334,20315,20313,20300,20285,20309,20278,20341,20339,20340,20341,20304,20315,20340,20337,20361,20387,20418,20515,20632,20686,20732,20780,20833,20890,20961,21011,21068,21129,21249,21356,21618,21725,21733,21715,22063,22176,22330,22462,22578,22729,22857,23037,23333,23544,23691,23807,23857,23908,23896,23793,23732,23686,23543,23209,22780,22294,21824,21394,20984,20446,19841,19448,19080,18444,17677,17248,16821,16536,16065,15907,15722,15169,14526,14140,13476,13237,12917,12757,12978,12832,12535,11550,11046,10653,10576,10670,10852,11247,11237,10803,10724,10700,10887,10788,10644,10769,10632,10666,10659,10515,10421,10277,10046,9779,9600,9685,9576,9430,9437,9404,9434,9970,10023,9526,9387,9325,8984,8819,9013,9222,9148,9147,9450,9353,9034,9096,9338,9551,9776,10020,10692,10774,10944,11294,11161,10992,10920,11126,11154,11290,11422,11585,11887,12118,12309,12647,12994,13386,13848,14340,14944,15773,16276,16916,17563,18496,19219,19747,20271,20944,21612,22164,22653,23104,23573,24047,24378,24682,25012,25274,25489,25754,25917,26104,26247,26380,26498,26603,26641,26687,26692,26705,26717,26770,26745,26756,26666,26622,26555,26516,26491,26454,26397,26332,26269,26219,26088,25969,25960,25831,25675,25565,25484,25440,25438,25400,25446,25441,25453,25429,25458,25441,25439,25480,25507,25505,25503,25436,25336,25278,25206,25138,25223,25220,25155,25092,25015,24866,24792,24676,24613,24521,24418,24264,24169,24025,23909,23743,23582,23431,23307,23234,23169,22906,22738,22649,22551,22437,22321,22197,22064,21921,21802,21673,21535,21397,21286
