date,demand
20210303T04Z,32042
20210303T03Z,32558
20210303T02Z,30666
20210303T01Z,28605
20210303T00Z,26984
20210302T23Z,26226
20210302T22Z,25794
20210302T21Z,25588
20210302T20Z,25957
20210302T19Z,26287
20210302T18Z,27249
20210302T17Z,28865
20210302T16Z,29252
20210302T15Z,28417
20210302T14Z,26315
20210302T13Z,24651
20210302T12Z,23837
20210302T11Z,23795
20210302T10Z,24176
20210302T09Z,24901
20210302T08Z,25968
20210302T07Z,27598
20210302T06Z,29403
20210302T05Z,30626
20210302T04Z,31597
20210302T03Z,32204
20210302T02Z,30036
20210302T01Z,27500
20210302T00Z,26226
20210301T23Z,25388
20210301T22Z,24818
20210301T21Z,24801
20210301T20Z,25067
20210301T19Z,25817
20210301T18Z,27017
20210301T17Z,27929
20210301T16Z,28603
20210301T15Z,28102
20210301T14Z,25825
20210301T13Z,23961
20210301T12Z,23093
20210301T11Z,23040
20210301T10Z,23265
20210301T09Z,23796
20210301T08Z,24575
20210301T07Z,26109
20210301T06Z,27654
20210301T05Z,28587
20210301T04Z,29310
20210301T03Z,29458
20210301T02Z,27000
20210301T01Z,23887
20210301T00Z,22270
20210228T23Z,20996
20210228T22Z,20264
20210228T21Z,20317
20210228T20Z,20636
20210228T19Z,21390
20210228T18Z,22380
20210228T17Z,23396
20210228T16Z,24116
20210228T15Z,24427
20210228T14Z,23852
20210228T13Z,23329
20210228T12Z,23150
20210228T11Z,23346
20210228T10Z,23632
20210228T09Z,24342
20210228T08Z,25357
20210228T07Z,26740
20210228T06Z,27956
20210228T05Z,28703
20210228T04Z,29456
20210228T03Z,29828
20210228T02Z,27594
20210228T01Z,25049
20210228T00Z,23456
20210227T23Z,22324
20210227T22Z,21752
20210227T21Z,21780
20210227T20Z,22298
20210227T19Z,23220
20210227T18Z,23877
20210227T17Z,24717
20210227T16Z,25713
20210227T15Z,25890
20210227T14Z,24913
20210227T13Z,24066
20210227T12Z,23813
20210227T11Z,24002
20210227T10Z,24559
20210227T09Z,25421
20210227T08Z,26594
20210227T07Z,28176
20210227T06Z,29513
20210227T05Z,30574
20210227T04Z,31387
20210227T03Z,31754
20210227T02Z,29706
20210227T01Z,27417
20210227T00Z,26352
20210226T23Z,25412
20210226T22Z,24880
20210226T21Z,24897
20210226T20Z,25553
20210226T19Z,26368
20210226T18Z,27446
20210226T17Z,28940
20210226T16Z,29457
20210226T15Z,28952
20210226T14Z,26766
20210226T13Z,25093
20210226T12Z,24534
20210226T11Z,24500
20210226T10Z,24827
20210226T09Z,25581
20210226T08Z,26649
20210226T07Z,28250
20210226T06Z,29957
20210226T05Z,31095
20210226T04Z,32054
20210226T03Z,32459
20210226T02Z,30401
20210226T01Z,27847
20210226T00Z,26547
20210225T23Z,25654
20210225T22Z,25219
20210225T21Z,25077
20210225T20Z,25452
20210225T19Z,26181
20210225T18Z,27237
20210225T17Z,28161
20210225T16Z,29118
20210225T15Z,28472
20210225T14Z,26233
20210225T13Z,24222
20210225T12Z,23748
20210225T11Z,23767
20210225T10Z,24015
20210225T09Z,24888
20210225T08Z,25977
20210225T07Z,27625
20210225T06Z,29351
20210225T05Z,30615
20210225T04Z,31747
20210225T03Z,32280
20210225T02Z,30336
20210225T01Z,28263
20210225T00Z,26688
20210224T23Z,26014
20210224T22Z,25478
20210224T21Z,25305
20210224T20Z,25442
20210224T19Z,25939
20210224T18Z,27004
20210224T17Z,28083
20210224T16Z,28432
20210224T15Z,27822
20210224T14Z,25545
20210224T13Z,23812
20210224T12Z,23182
20210224T11Z,23279
20210224T10Z,23690
20210224T09Z,24685
20210224T08Z,25337
20210224T07Z,26954
20210224T06Z,28657
20210224T05Z,30025
20210224T04Z,31226
20210224T03Z,31832
20210224T02Z,30381
20210224T01Z,28364
20210224T00Z,27041
20210223T23Z,26289
20210223T22Z,25830
20210223T21Z,25726
20210223T20Z,25947
20210223T19Z,26644
20210223T18Z,27555
20210223T17Z,28668
20210223T16Z,28862
20210223T15Z,28146
20210223T14Z,25874
20210223T13Z,24110
20210223T12Z,23584
20210223T11Z,23653
20210223T10Z,24117
20210223T09Z,24913
20210223T08Z,25875
20210223T07Z,27561
20210223T06Z,29546
20210223T05Z,30859
20210223T04Z,31810
20210223T03Z,32616
20210223T02Z,31033
20210223T01Z,28623
20210223T00Z,26960
20210222T23Z,26141
20210222T22Z,25546
20210222T21Z,25418
20210222T20Z,25660
20210222T19Z,26358
20210222T18Z,27143
20210222T17Z,28412
20210222T16Z,29182
20210222T15Z,28416
20210222T14Z,26273
20210222T13Z,24405
20210222T12Z,23805
20210222T11Z,23653
20210222T10Z,23861
20210222T09Z,24464
20210222T08Z,25440
20210222T07Z,26599
20210222T06Z,28080
20210222T05Z,29180
20210222T04Z,29916
20210222T03Z,29869
20210222T02Z,27571
20210222T01Z,24678
20210222T00Z,22699
20210221T23Z,21763
20210221T22Z,21091
20210221T21Z,21078
20210221T20Z,21380
20210221T19Z,21854
20210221T18Z,22925
20210221T17Z,24185
20210221T16Z,25330
20210221T15Z,25353
20210221T14Z,24579
20210221T13Z,24075
20210221T12Z,24118
20210221T11Z,24328
20210221T10Z,24883
20210221T09Z,25675
20210221T08Z,26158
20210221T07Z,27531
20210221T06Z,28660
20210221T05Z,29589
20210221T04Z,30243
20210221T03Z,30453
20210221T02Z,28043
20210221T01Z,25428
20210221T00Z,23705
20210220T23Z,22654
20210220T22Z,22258
20210220T21Z,22495
20210220T20Z,23374
20210220T19Z,24256
20210220T18Z,24905
20210220T17Z,26028
20210220T16Z,26338
20210220T15Z,26332
20210220T14Z,25465
20210220T13Z,24636
20210220T12Z,24410
20210220T11Z,24677
20210220T10Z,25188
20210220T09Z,25946
20210220T08Z,26828
20210220T07Z,28422
20210220T06Z,29938
20210220T05Z,30918
20210220T04Z,31718
20210220T03Z,32229
20210220T02Z,30347
20210220T01Z,28041
20210220T00Z,27176
20210219T23Z,27013
20210219T22Z,27132
20210219T21Z,27452
20210219T20Z,28108
20210219T19Z,28479
20210219T18Z,29042
20210219T17Z,29394
20210219T16Z,29959
20210219T15Z,29155
20210219T14Z,26920
20210219T13Z,25201
20210219T12Z,24479
20210219T11Z,24609
20210219T10Z,25128
20210219T09Z,25921
20210219T08Z,27250
20210219T07Z,28605
20210219T06Z,30197
20210219T05Z,31464
20210219T04Z,32385
20210219T03Z,32492
20210219T02Z,30491
20210219T01Z,27912
20210219T00Z,26720
20210218T23Z,26623
20210218T22Z,26570
20210218T21Z,26450
20210218T20Z,27171
20210218T19Z,28210
20210218T18Z,28544
20210218T17Z,29656
20210218T16Z,30546
20210218T15Z,29894
20210218T14Z,27623
20210218T13Z,25830
20210218T12Z,25118
20210218T11Z,25246
20210218T10Z,25840
20210218T09Z,26350
20210218T08Z,27501
20210218T07Z,29019
20210218T06Z,30711
20210218T05Z,31952
20210218T04Z,32822
20210218T03Z,33291
20210218T02Z,31213
20210218T01Z,28254
20210218T00Z,26394
20210217T23Z,26069
20210217T22Z,25813
20210217T21Z,26196
20210217T20Z,26688
20210217T19Z,27632
20210217T18Z,28535
20210217T17Z,29824
20210217T16Z,30512
20210217T15Z,29672
20210217T14Z,27340
20210217T13Z,25681
20210217T12Z,24964
20210217T11Z,24886
20210217T10Z,25394
20210217T09Z,26140
20210217T08Z,27071
20210217T07Z,28848
20210217T06Z,30579
20210217T05Z,31729
20210217T04Z,32670
20210217T03Z,33157
20210217T02Z,31110
20210217T01Z,28448
20210217T00Z,27191
20210216T23Z,26665
20210216T22Z,26463
20210216T21Z,26654
20210216T20Z,27442
20210216T19Z,28191
20210216T18Z,29269
20210216T17Z,29639
20210216T16Z,29663
20210216T15Z,28614
20210216T14Z,26332
20210216T13Z,24639
20210216T12Z,23965
20210216T11Z,24001
20210216T10Z,24417
20210216T09Z,25217
20210216T08Z,26477
20210216T07Z,28225
20210216T06Z,29968
20210216T05Z,31238
20210216T04Z,32200
20210216T03Z,32720
20210216T02Z,30953
20210216T01Z,28788
20210216T00Z,27634
20210215T23Z,27522
20210215T22Z,27577
20210215T21Z,28132
20210215T20Z,28659
20210215T19Z,28743
20210215T18Z,29025
20210215T17Z,28393
20210215T16Z,27903
20210215T15Z,26930
20210215T14Z,25138
20210215T13Z,23895
20210215T12Z,23382
20210215T11Z,23223
20210215T10Z,23739
20210215T09Z,24406
20210215T08Z,25436
20210215T07Z,26997
20210215T06Z,28415
20210215T05Z,29262
20210215T04Z,29852
20210215T03Z,30215
20210215T02Z,28526
20210215T01Z,25581
20210215T00Z,24372
20210214T23Z,24039
20210214T22Z,23300
20210214T21Z,23061
20210214T20Z,23241
20210214T19Z,23579
20210214T18Z,23974
20210214T17Z,24868
20210214T16Z,24741
20210214T15Z,24558
20210214T14Z,23767
20210214T13Z,23211
20210214T12Z,23054
20210214T11Z,23321
20210214T10Z,23861
20210214T09Z,24660
20210214T08Z,25763
20210214T07Z,27214
20210214T06Z,28550
20210214T05Z,29461
20210214T04Z,30041
20210214T03Z,30297
20210214T02Z,28286
20210214T01Z,25652
20210214T00Z,24228
20210213T23Z,23362
20210213T22Z,23103
20210213T21Z,23731
20210213T20Z,24628
20210213T19Z,25093
20210213T18Z,25592
20210213T17Z,25772
20210213T16Z,25720
20210213T15Z,25280
20210213T14Z,24214
20210213T13Z,23753
20210213T12Z,23494
20210213T11Z,23698
20210213T10Z,24259
20210213T09Z,25219
20210213T08Z,26205
20210213T07Z,27784
20210213T06Z,29362
20210213T05Z,30309
20210213T04Z,31094
20210213T03Z,31727
20210213T02Z,30091
20210213T01Z,27469
20210213T00Z,26004
20210212T23Z,25159
20210212T22Z,25774
20210212T21Z,25517
20210212T20Z,26126
20210212T19Z,26968
20210212T18Z,28241
20210212T17Z,28972
20210212T16Z,29107
20210212T15Z,27829
20210212T14Z,25827
20210212T13Z,24563
20210212T12Z,24034
20210212T11Z,24111
20210212T10Z,24704
20210212T09Z,25604
20210212T08Z,26521
20210212T07Z,28241
20210212T06Z,30008
20210212T05Z,31359
20210212T04Z,32398
20210212T03Z,33204
20210212T02Z,32321
20210212T01Z,30573
20210212T00Z,29347
20210211T23Z,28676
20210211T22Z,27942
20210211T21Z,28052
20210211T20Z,28104
20210211T19Z,28494
20210211T18Z,28879
20210211T17Z,29561
20210211T16Z,29863
20210211T15Z,29068
20210211T14Z,26522
20210211T13Z,24802
20210211T12Z,24106
20210211T11Z,24198
20210211T10Z,24651
20210211T09Z,25298
20210211T08Z,26266
20210211T07Z,28140
20210211T06Z,29911
20210211T05Z,31197
20210211T04Z,32166
20210211T03Z,32608
20210211T02Z,30875
20210211T01Z,28348
20210211T00Z,26788
20210210T23Z,26290
20210210T22Z,25647
20210210T21Z,25942
20210210T20Z,27379
20210210T19Z,27210
20210210T18Z,28264
20210210T17Z,29304
20210210T16Z,29722
20210210T15Z,28595
20210210T14Z,26409
20210210T13Z,24726
20210210T12Z,24072
20210210T11Z,24257
20210210T10Z,24635
20210210T09Z,25298
20210210T08Z,26317
20210210T07Z,28143
20210210T06Z,30001
20210210T05Z,31449
20210210T04Z,32520
20210210T03Z,33243
20210210T02Z,31869
20210210T01Z,29532
20210210T00Z,28320
20210209T23Z,27632
20210209T22Z,27903
20210209T21Z,28531
20210209T20Z,29522
20210209T19Z,30223
20210209T18Z,30838
20210209T17Z,30841
20210209T16Z,29863
20210209T15Z,28246
20210209T14Z,26048
20210209T13Z,24390
20210209T12Z,23806
20210209T11Z,23895
20210209T10Z,24415
20210209T09Z,25298
20210209T08Z,26645
20210209T07Z,28312
20210209T06Z,29976
20210209T05Z,31241
20210209T04Z,32293
20210209T03Z,32976
20210209T02Z,31607
20210209T01Z,29122
20210209T00Z,27692
20210208T23Z,26869
20210208T22Z,25921
20210208T21Z,25936
20210208T20Z,26067
20210208T19Z,27032
20210208T18Z,28561
20210208T17Z,29644
20210208T16Z,29600
20210208T15Z,28257
20210208T14Z,25787
20210208T13Z,24246
20210208T12Z,23496
20210208T11Z,23258
20210208T10Z,23393
20210208T09Z,24091
20210208T08Z,24951
20210208T07Z,26449
20210208T06Z,27824
20210208T05Z,28756
20210208T04Z,29193
20210208T03Z,29459
20210208T02Z,28020
20210208T01Z,25566
20210208T00Z,23975
20210207T23Z,22671
20210207T22Z,21670
20210207T21Z,21360
20210207T20Z,21522
20210207T19Z,22255
20210207T18Z,23463
20210207T17Z,24469
20210207T16Z,24960
20210207T15Z,24896
20210207T14Z,23882
20210207T13Z,23300
20210207T12Z,23136
20210207T11Z,23271
20210207T10Z,23753
20210207T09Z,24592
20210207T08Z,25604
20210207T07Z,26955
20210207T06Z,28316
20210207T05Z,29243
20210207T04Z,29892
20210207T03Z,30355
20210207T02Z,28770
20210207T01Z,25911
20210207T00Z,24154
20210206T23Z,22822
20210206T22Z,22118
20210206T21Z,22122
20210206T20Z,22597
20210206T19Z,23576
20210206T18Z,24731
20210206T17Z,25911
20210206T16Z,26521
20210206T15Z,26262
20210206T14Z,25041
20210206T13Z,24208
20210206T12Z,24002
20210206T11Z,24135
20210206T10Z,24700
20210206T09Z,25641
20210206T08Z,26771
20210206T07Z,28223
20210206T06Z,29613
20210206T05Z,30589
20210206T04Z,31410
20210206T03Z,32060
20210206T02Z,30751
20210206T01Z,28221
20210206T00Z,27188
20210205T23Z,25529
20210205T22Z,25406
20210205T21Z,25550
20210205T20Z,25991
20210205T19Z,26646
20210205T18Z,27983
20210205T17Z,29637
20210205T16Z,30355
20210205T15Z,29132
20210205T14Z,26795
20210205T13Z,25103
20210205T12Z,24461
20210205T11Z,24431
20210205T10Z,24784
20210205T09Z,25441
20210205T08Z,26631
20210205T07Z,28398
20210205T06Z,30222
20210205T05Z,31344
20210205T04Z,32261
20210205T03Z,32788
20210205T02Z,31268
20210205T01Z,28222
20210205T00Z,26921
20210204T23Z,25990
20210204T22Z,25729
20210204T21Z,25896
20210204T20Z,26690
20210204T19Z,27898
20210204T18Z,29248
20210204T17Z,30182
20210204T16Z,30340
20210204T15Z,28771
20210204T14Z,26747
20210204T13Z,25379
20210204T12Z,24720
20210204T11Z,24759
20210204T10Z,25207
20210204T09Z,25824
20210204T08Z,26422
20210204T07Z,27970
20210204T06Z,29648
20210204T05Z,30796
20210204T04Z,31740
20210204T03Z,32453
20210204T02Z,31186
20210204T01Z,28794
20210204T00Z,27769
20210203T23Z,27048
20210203T22Z,26406
20210203T21Z,26815
20210203T20Z,27468
20210203T19Z,28218
20210203T18Z,28608
20210203T17Z,29074
20210203T16Z,29275
20210203T15Z,28011
20210203T14Z,25844
20210203T13Z,24425
20210203T12Z,23881
20210203T11Z,23926
20210203T10Z,24204
20210203T09Z,24785
20210203T08Z,25352
20210203T07Z,27180
20210203T06Z,28930
20210203T05Z,30219
20210203T04Z,31291
20210203T03Z,32116
20210203T02Z,30830
20210203T01Z,28637
20210203T00Z,27514
20210202T23Z,26856
20210202T22Z,26539
20210202T21Z,26798
20210202T20Z,27129
20210202T19Z,27775
20210202T18Z,28354
20210202T17Z,28891
20210202T16Z,28714
20210202T15Z,27309
20210202T14Z,24876
20210202T13Z,23624
20210202T12Z,23071
20210202T11Z,23087
20210202T10Z,23535
20210202T09Z,24229
20210202T08Z,25158
20210202T07Z,26996
20210202T06Z,28896
20210202T05Z,30298
20210202T04Z,31364
20210202T03Z,32141
20210202T02Z,31124
20210202T01Z,28918
20210202T00Z,28041
20210201T23Z,27452
20210201T22Z,27540
20210201T21Z,27766
20210201T20Z,27862
20210201T19Z,28400
20210201T18Z,29539
20210201T17Z,29877
20210201T16Z,28979
20210201T15Z,27552
20210201T14Z,25109
20210201T13Z,23378
20210201T12Z,22682
20210201T11Z,22680
20210201T10Z,23045
20210201T09Z,23671
20210201T08Z,24558
20210201T07Z,26124
20210201T06Z,27601
20210201T05Z,28714
20210201T04Z,29550
20210201T03Z,30060
20210201T02Z,29167
20210201T01Z,26790
20210201T00Z,25289
20210131T23Z,24260
20210131T22Z,23144
20210131T21Z,22525
20210131T20Z,22475
20210131T19Z,23186
20210131T18Z,24304
20210131T17Z,24945
20210131T16Z,24661
20210131T15Z,24415
20210131T14Z,23616
20210131T13Z,23101
20210131T12Z,23081
20210131T11Z,23373
20210131T10Z,23881
20210131T09Z,24750
20210131T08Z,26237
20210131T07Z,27516
20210131T06Z,28882
20210131T05Z,29780
20210131T04Z,30374
20210131T03Z,30705
20210131T02Z,29096
20210131T01Z,26327
20210131T00Z,24341
20210130T23Z,22923
20210130T22Z,22336
20210130T21Z,22613
20210130T20Z,23293
20210130T19Z,24536
20210130T18Z,25850
20210130T17Z,26787
20210130T16Z,26968
20210130T15Z,26344
20210130T14Z,25449
20210130T13Z,24635
20210130T12Z,24496
20210130T11Z,24742
20210130T10Z,25426
20210130T09Z,26369
20210130T08Z,27358
20210130T07Z,28979
20210130T06Z,30683
20210130T05Z,31740
20210130T04Z,32546
20210130T03Z,33193
20210130T02Z,32168
20210130T01Z,29859
20210130T00Z,29178
20210129T23Z,28940
20210129T22Z,29249
20210129T21Z,30193
20210129T20Z,30116
20210129T19Z,30052
20210129T18Z,30468
20210129T17Z,30872
20210129T16Z,30445
20210129T15Z,28735
20210129T14Z,26172
20210129T13Z,24653
20210129T12Z,24158
20210129T11Z,24356
20210129T10Z,24963
20210129T09Z,25735
20210129T08Z,26903
20210129T07Z,28852
20210129T06Z,30810
20210129T05Z,32016
20210129T04Z,32957
20210129T03Z,33657
20210129T02Z,32987
20210129T01Z,30907
20210129T00Z,29966
20210128T23Z,29515
20210128T22Z,29430
20210128T21Z,29520
20210128T20Z,29772
20210128T19Z,30562
20210128T18Z,31293
20210128T17Z,31771
20210128T16Z,30907
20210128T15Z,29187
20210128T14Z,27017
20210128T13Z,25423
20210128T12Z,24806
20210128T11Z,24835
20210128T10Z,25007
20210128T09Z,25703
20210128T08Z,26935
20210128T07Z,28659
20210128T06Z,30837
20210128T05Z,32363
20210128T04Z,33450
20210128T03Z,34296
20210128T02Z,33735
20210128T01Z,31590
20210128T00Z,30482
20210127T23Z,30357
20210127T22Z,30556
20210127T21Z,30823
20210127T20Z,30844
20210127T19Z,30951
20210127T18Z,31351
20210127T17Z,31577
20210127T16Z,31155
20210127T15Z,29443
20210127T14Z,26932
20210127T13Z,25436
20210127T12Z,24814
20210127T11Z,25030
20210127T10Z,25526
20210127T09Z,26495
20210127T08Z,27629
20210127T07Z,29662
20210127T06Z,32074
20210127T05Z,33698
20210127T04Z,34860
20210127T03Z,35514
20210127T02Z,34519
20210127T01Z,31549
20210127T00Z,30008
20210126T23Z,29529
20210126T22Z,29312
20210126T21Z,29176
20210126T20Z,29528
20210126T19Z,30009
20210126T18Z,31087
20210126T17Z,32255
20210126T16Z,32603
20210126T15Z,31039
20210126T14Z,28198
20210126T13Z,26401
20210126T12Z,25665
20210126T11Z,25615
20210126T10Z,25958
20210126T09Z,26702
20210126T08Z,28034
20210126T07Z,30008
20210126T06Z,32108
20210126T05Z,33540
20210126T04Z,34552
20210126T03Z,35303
20210126T02Z,34217
20210126T01Z,31233
20210126T00Z,30006
20210125T23Z,29072
20210125T22Z,28763
20210125T21Z,29168
20210125T20Z,29477
20210125T19Z,30213
20210125T18Z,31183
20210125T17Z,31428
20210125T16Z,30700
20210125T15Z,28743
20210125T14Z,26189
20210125T13Z,24582
20210125T12Z,23877
20210125T11Z,23604
20210125T10Z,23852
20210125T09Z,24541
20210125T08Z,25999
20210125T07Z,27729
20210125T06Z,29592
20210125T05Z,30815
20210125T04Z,31831
20210125T03Z,32428
20210125T02Z,31734
20210125T01Z,28953
20210125T00Z,27156
20210124T23Z,26589
20210124T22Z,26380
20210124T21Z,26207
20210124T20Z,25973
20210124T19Z,25826
20210124T18Z,26275
20210124T17Z,26507
20210124T16Z,26223
20210124T15Z,25630
20210124T14Z,24687
20210124T13Z,24144
20210124T12Z,23977
20210124T11Z,24149
20210124T10Z,24627
20210124T09Z,25499
20210124T08Z,26665
20210124T07Z,28267
20210124T06Z,29898
20210124T05Z,30921
20210124T04Z,31656
20210124T03Z,32216
20210124T02Z,31360
20210124T01Z,28941
20210124T00Z,27740
20210123T23Z,26942
20210123T22Z,26579
20210123T21Z,26600
20210123T20Z,26981
20210123T19Z,27272
20210123T18Z,27486
20210123T17Z,27545
20210123T16Z,27161
20210123T15Z,26334
20210123T14Z,25158
20210123T13Z,24385
20210123T12Z,24209
20210123T11Z,24523
20210123T10Z,25030
20210123T09Z,25863
20210123T08Z,26979
20210123T07Z,28584
20210123T06Z,30214
20210123T05Z,31453
20210123T04Z,32340
20210123T03Z,33065
20210123T02Z,32695
20210123T01Z,30561
20210123T00Z,29564
20210122T23Z,29007
20210122T22Z,29184
20210122T21Z,29227
20210122T20Z,29415
20210122T19Z,29640
20210122T18Z,30167
20210122T17Z,30526
20210122T16Z,29977
20210122T15Z,28451
20210122T14Z,26040
20210122T13Z,24486
20210122T12Z,24029
20210122T11Z,24157
20210122T10Z,24645
20210122T09Z,25475
20210122T08Z,26589
20210122T07Z,28273
20210122T06Z,30077
20210122T05Z,31255
20210122T04Z,32222
20210122T03Z,33075
20210122T02Z,32347
20210122T01Z,29766
20210122T00Z,28252
20210121T23Z,27595
20210121T22Z,27156
20210121T21Z,26849
20210121T20Z,27048
20210121T19Z,27839
20210121T18Z,28806
20210121T17Z,29999
20210121T16Z,30135
20210121T15Z,28663
20210121T14Z,26227
20210121T13Z,24630
20210121T12Z,23880
20210121T11Z,23928
20210121T10Z,24343
20210121T09Z,25187
20210121T08Z,26182
20210121T07Z,27855
20210121T06Z,29628
20210121T05Z,30963
20210121T04Z,32006
20210121T03Z,32869
20210121T02Z,32290
20210121T01Z,30015
20210121T00Z,28569
20210120T23Z,27719
20210120T22Z,27347
20210120T21Z,27458
20210120T20Z,27759
20210120T19Z,28188
20210120T18Z,28594
20210120T17Z,29875
20210120T16Z,29978
20210120T15Z,28364
20210120T14Z,25882
20210120T13Z,24227
20210120T12Z,23570
20210120T11Z,23569
20210120T10Z,24045
20210120T09Z,24803
20210120T08Z,25788
20210120T07Z,27403
20210120T06Z,29279
20210120T05Z,30626
20210120T04Z,31707
20210120T03Z,32543
20210120T02Z,32041
20210120T01Z,29828
20210120T00Z,28711
20210119T23Z,27929
20210119T22Z,27426
20210119T21Z,27352
20210119T20Z,27446
20210119T19Z,27590
20210119T18Z,28431
20210119T17Z,29424
20210119T16Z,29194
20210119T15Z,27688
20210119T14Z,25300
20210119T13Z,23730
20210119T12Z,23116
20210119T11Z,23214
20210119T10Z,23719
20210119T09Z,24555
20210119T08Z,25374
20210119T07Z,27069
20210119T06Z,28888
20210119T05Z,30174
20210119T04Z,31235
20210119T03Z,32273
20210119T02Z,31772
20210119T01Z,29332
20210119T00Z,27740
20210118T23Z,26698
20210118T22Z,26090
20210118T21Z,25679
20210118T20Z,25592
20210118T19Z,25887
20210118T18Z,26134
20210118T17Z,26930
20210118T16Z,27150
20210118T15Z,26454
20210118T14Z,24822
20210118T13Z,23555
20210118T12Z,23054
20210118T11Z,23133
20210118T10Z,23550
20210118T09Z,24264
20210118T08Z,24910
20210118T07Z,26123
20210118T06Z,27426
20210118T05Z,28560
20210118T04Z,29581
20210118T03Z,30377
20210118T02Z,29973
20210118T01Z,27632
20210118T00Z,25771
20210117T23Z,24728
20210117T22Z,23796
20210117T21Z,23258
20210117T20Z,23048
20210117T19Z,23165
20210117T18Z,23605
20210117T17Z,24082
20210117T16Z,24282
20210117T15Z,24070
20210117T14Z,23284
20210117T13Z,22805
20210117T12Z,22708
20210117T11Z,22841
20210117T10Z,23380
20210117T09Z,24267
20210117T08Z,25261
20210117T07Z,26650
20210117T06Z,28025
20210117T05Z,28956
20210117T04Z,29935
20210117T03Z,30734
20210117T02Z,30172
20210117T01Z,27955
20210117T00Z,26169
20210116T23Z,25057
20210116T22Z,24409
20210116T21Z,23816
20210116T20Z,23865
20210116T19Z,24618
20210116T18Z,25174
20210116T17Z,25823
20210116T16Z,25826
20210116T15Z,25446
20210116T14Z,24310
20210116T13Z,23726
20210116T12Z,23514
20210116T11Z,23794
20210116T10Z,24168
20210116T09Z,24909
20210116T08Z,26080
20210116T07Z,27573
20210116T06Z,28999
20210116T05Z,30191
20210116T04Z,31378
20210116T03Z,32583
20210116T02Z,32902
20210116T01Z,31311
20210116T00Z,29901
20210115T23Z,28727
20210115T22Z,28210
20210115T21Z,27693
20210115T20Z,27949
20210115T19Z,28488
20210115T18Z,28992
20210115T17Z,29564
20210115T16Z,29413
20210115T15Z,28058
20210115T14Z,25796
20210115T13Z,24336
20210115T12Z,23786
20210115T11Z,23835
20210115T10Z,24170
20210115T09Z,24990
20210115T08Z,26120
20210115T07Z,27696
20210115T06Z,29402
20210115T05Z,30709
20210115T04Z,31802
20210115T03Z,32675
20210115T02Z,32415
20210115T01Z,30202
20210115T00Z,28798
20210114T23Z,28133
20210114T22Z,27868
20210114T21Z,27694
20210114T20Z,27809
20210114T19Z,28107
20210114T18Z,29262
20210114T17Z,30197
20210114T16Z,30290
20210114T15Z,28802
20210114T14Z,26338
20210114T13Z,24723
20210114T12Z,24151
20210114T11Z,24165
20210114T10Z,24619
20210114T09Z,25443
20210114T08Z,26446
20210114T07Z,28047
20210114T06Z,29878
20210114T05Z,31217
20210114T04Z,32051
20210114T03Z,32860
20210114T02Z,32491
20210114T01Z,29973
20210114T00Z,28453
20210113T23Z,27591
20210113T22Z,27108
20210113T21Z,27290
20210113T20Z,27772
20210113T19Z,28131
20210113T18Z,29317
20210113T17Z,30431
20210113T16Z,30407
20210113T15Z,28900
20210113T14Z,26422
20210113T13Z,24764
20210113T12Z,24127
20210113T11Z,24130
20210113T10Z,24533
20210113T09Z,25407
20210113T08Z,26528
20210113T07Z,28343
20210113T06Z,30164
20210113T05Z,31505
20210113T04Z,32538
20210113T03Z,33404
20210113T02Z,33313
20210113T01Z,30809
20210113T00Z,29997
20210112T23Z,29265
20210112T22Z,28938
20210112T21Z,29035
20210112T20Z,29427
20210112T19Z,29968
20210112T18Z,30624
20210112T17Z,31090
20210112T16Z,30848
20210112T15Z,29337
20210112T14Z,26698
20210112T13Z,24991
20210112T12Z,24299
20210112T11Z,24327
20210112T10Z,24768
20210112T09Z,25582
20210112T08Z,26685
20210112T07Z,28494
20210112T06Z,30385
20210112T05Z,31607
20210112T04Z,32597
20210112T03Z,33368
20210112T02Z,33031
20210112T01Z,30083
20210112T00Z,28622
20210111T23Z,27516
20210111T22Z,27086
20210111T21Z,27252
20210111T20Z,27995
20210111T19Z,29091
20210111T18Z,30288
20210111T17Z,31372
20210111T16Z,31306
20210111T15Z,29402
20210111T14Z,26658
20210111T13Z,24770
20210111T12Z,23841
20210111T11Z,23753
20210111T10Z,24048
20210111T09Z,24735
20210111T08Z,25724
20210111T07Z,27373
20210111T06Z,29054
20210111T05Z,30116
20210111T04Z,30807
20210111T03Z,31331
20210111T02Z,30782
20210111T01Z,27643
20210111T00Z,25764
20210110T23Z,24366
20210110T22Z,23934
20210110T21Z,24168
20210110T20Z,24078
20210110T19Z,24405
20210110T18Z,25006
20210110T17Z,25624
20210110T16Z,25975
20210110T15Z,25515
20210110T14Z,24544
20210110T13Z,24041
20210110T12Z,23913
20210110T11Z,24115
20210110T10Z,24624
20210110T09Z,25347
20210110T08Z,26441
20210110T07Z,27890
20210110T06Z,29348
20210110T05Z,30386
20210110T04Z,30998
20210110T03Z,31448
20210110T02Z,30808
20210110T01Z,27941
20210110T00Z,25999
20210109T23Z,24741
20210109T22Z,24352
20210109T21Z,24572
20210109T20Z,24964
20210109T19Z,25878
20210109T18Z,26793
20210109T17Z,27443
20210109T16Z,27738
20210109T15Z,26973
20210109T14Z,25636
20210109T13Z,24711
20210109T12Z,24440
20210109T11Z,24676
20210109T10Z,25148
20210109T09Z,26165
20210109T08Z,27295
20210109T07Z,29014
20210109T06Z,30432
20210109T05Z,31504
