,date,demand,emissions,registered EVs
773,20221026T18Z,30249,8223,test
774,20221026T17Z,30255,6520,test
775,20221026T16Z,30167,4021,test
776,20221026T15Z,28911,2690,test
777,20221026T14Z,26781,3012,test
778,20221026T13Z,25220,3633,test
779,20221026T12Z,24897,3751,test
780,20221026T11Z,25355,4157,test
781,20221026T10Z,25354,5366,test
782,20221026T09Z,26249,4916,test
783,20221026T08Z,27193,7095,test
784,20221026T07Z,28619,7860,test
785,20221026T06Z,30236,7597,test
786,20221026T05Z,31377,7046,test
787,20221026T04Z,32455,7075,test
788,20221026T03Z,32800,7489,test
789,20221026T02Z,31734,6999,test
790,20221026T01Z,30321,7323,test
791,20221026T00Z,28893,7323,test
792,20221025T23Z,27944,7799,test
793,20221025T22Z,27589,8193,test
794,20221025T21Z,27739,8618,test
795,20221025T20Z,27719,8515,test
796,20221025T19Z,28055,8853,test
797,20221025T18Z,28754,8418,test
798,20221025T17Z,29663,6097,test
799,20221025T16Z,30355,4535,test
800,20221025T15Z,29018,3898,test
801,20221025T14Z,26959,3846,test
802,20221025T13Z,25431,4024,test
803,20221025T12Z,24969,3782,test
804,20221025T11Z,24819,4150,test
805,20221025T10Z,25521,4425,test
806,20221025T09Z,26218,5655,test
807,20221025T08Z,27031,7945,test
808,20221025T07Z,28545,8770,test
809,20221025T06Z,29958,8342,test
810,20221025T05Z,31355,8035,test
811,20221025T04Z,32514,7963,test
812,20221025T03Z,33009,7497,test
813,20221025T02Z,31983,7898,test
814,20221025T01Z,30192,8035,test
815,20221025T00Z,28541,8000,test
816,20221024T23Z,27486,8909,test
817,20221024T22Z,26728,8661,test
818,20221024T21Z,26846,8984,test
819,20221024T20Z,27401,9266,test
820,20221024T19Z,28556,9497,test
821,20221024T18Z,29483,9182,test
822,20221024T17Z,30304,7083,test
823,20221024T16Z,29813,4964,test
824,20221024T15Z,28226,3989,test
825,20221024T14Z,26071,3985,test
826,20221024T13Z,24713,3835,test
827,20221024T12Z,23857,4250,test
828,20221024T11Z,23999,4128,test
829,20221024T10Z,24494,5018,test
830,20221024T09Z,24971,6474,test
831,20221024T08Z,25537,7941,test
832,20221024T07Z,26611,8490,test
833,20221024T06Z,27897,8031,test
834,20221024T05Z,28189,7945,test
835,20221024T04Z,29701,7502,test
836,20221024T03Z,29638,7549,test
837,20221024T02Z,28048,7938,test
838,20221024T01Z,25746,7685,test
839,20221024T00Z,23569,7650,test
840,20221023T23Z,22583,7861,test
841,20221023T22Z,22057,7656,test
842,20221023T21Z,22058,7434,test
843,20221023T20Z,22765,7151,test
844,20221023T19Z,23690,6911,test
845,20221023T18Z,24586,6367,test
846,20221023T17Z,25127,4206,test
847,20221023T16Z,25396,2175,test
848,20221023T15Z,24704,1455,test
849,20221023T14Z,24157,1616,test
850,20221023T13Z,23970,1718,test
851,20221023T12Z,24026,2142,test
852,20221023T11Z,24369,2338,test
853,20221023T10Z,24922,2337,test
854,20221023T09Z,25804,3984,test
855,20221023T08Z,26475,5909,test
856,20221023T07Z,27445,7201,test
857,20221023T06Z,28435,7078,test
858,20221023T05Z,28583,7120,test
859,20221023T04Z,30152,7098,test
860,20221023T03Z,30322,6996,test
861,20221023T02Z,29302,7088,test
862,20221023T01Z,28416,7511,test
863,20221023T00Z,26985,7532,test
864,20221022T23Z,26512,7372,test
865,20221022T22Z,26239,7322,test
866,20221022T21Z,26560,7207,test
867,20221022T20Z,27367,7478,test
868,20221022T19Z,28135,7154,test
869,20221022T18Z,28773,6945,test
870,20221022T17Z,28701,5379,test
871,20221022T16Z,27876,3956,test
872,20221022T15Z,27159,2475,test
873,20221022T14Z,26440,2619,test
874,20221022T13Z,25748,2951,test
875,20221022T12Z,25768,3099,test
876,20221022T11Z,26379,3702,test
877,20221022T10Z,27127,4221,test
878,20221022T09Z,28294,5770,test
879,20221022T08Z,29521,6794,test
880,20221022T07Z,30474,7840,test
881,20221022T06Z,32002,7784,test
882,20221022T05Z,32617,7483,test
883,20221022T04Z,34515,7304,test
884,20221022T03Z,35531,7637,test
885,20221022T02Z,35777,7658,test
886,20221022T01Z,35684,8158,test
887,20221022T00Z,35047,8388,test
888,20221021T23Z,33607,7954,test
889,20221021T22Z,32257,8215,test
890,20221021T21Z,31518,8560,test
891,20221021T20Z,31482,8794,test
892,20221021T19Z,31884,8735,test
893,20221021T18Z,32433,8588,test
894,20221021T17Z,31954,7397,test
895,20221021T16Z,31257,5867,test
896,20221021T15Z,29892,5207,test
897,20221021T14Z,27963,4860,test
898,20221021T13Z,27130,4834,test
899,20221021T12Z,27137,5189,test
900,20221021T11Z,27466,5493,test
901,20221021T10Z,27971,5904,test
902,20221021T09Z,29077,6677,test
903,20221021T08Z,29916,8853,test
904,20221021T07Z,31933,8807,test
905,20221021T06Z,34074,8451,test
906,20221021T05Z,35170,8369,test
907,20221021T04Z,37721,8510,test
908,20221021T03Z,38864,8915,test
909,20221021T02Z,39438,8852,test
910,20221021T01Z,39227,9129,test
911,20221021T00Z,38195,9418,test
912,20221020T23Z,36529,9551,test
913,20221020T22Z,34912,9875,test
914,20221020T21Z,33701,10170,test
915,20221020T20Z,33303,10532,test
916,20221020T19Z,32666,11202,test
917,20221020T18Z,32666,11606,test
918,20221020T17Z,31766,9126,test
919,20221020T16Z,31103,7209,test
920,20221020T15Z,30370,6197,test
921,20221020T14Z,28472,5755,test
922,20221020T13Z,27172,5601,test
923,20221020T12Z,27297,6146,test
924,20221020T11Z,27573,6294,test
925,20221020T10Z,27764,6295,test
926,20221020T09Z,28707,7030,test
927,20221020T08Z,30195,8325,test
928,20221020T07Z,32606,9122,test
929,20221020T06Z,35117,9010,test
930,20221020T05Z,37192,8816,test
931,20221020T04Z,39092,8856,test
932,20221020T03Z,40441,9000,test
933,20221020T02Z,41174,8847,test
934,20221020T01Z,40915,8629,test
935,20221020T00Z,39569,8952,test
936,20221019T23Z,37460,9939,test
937,20221019T22Z,35460,10428,test
938,20221019T21Z,34424,11051,test
939,20221019T20Z,33667,11536,test
940,20221019T19Z,33082,12196,test
941,20221019T18Z,33064,12036,test
942,20221019T17Z,32115,10312,test
943,20221019T16Z,31281,7542,test
944,20221019T15Z,29819,6505,test
945,20221019T14Z,27785,5876,test
946,20221019T13Z,26809,5653,test
947,20221019T12Z,26697,6021,test
948,20221019T11Z,26863,5981,test
949,20221019T10Z,27413,6434,test
950,20221019T09Z,28514,7117,test
951,20221019T08Z,29630,8544,test
952,20221019T07Z,31761,9204,test
953,20221019T06Z,34251,8739,test
954,20221019T05Z,35378,8607,test
955,20221019T04Z,37276,8758,test
956,20221019T03Z,37975,8737,test
957,20221019T02Z,37990,8914,test
958,20221019T01Z,37356,9197,test
959,20221019T00Z,36370,9263,test
960,20221018T23Z,34787,10074,test
961,20221018T22Z,33757,11023,test
962,20221018T21Z,33309,11138,test
963,20221018T20Z,32829,11179,test
964,20221018T19Z,32429,10968,test
965,20221018T18Z,32705,10490,test
966,20221018T17Z,31649,8671,test
967,20221018T16Z,31309,6736,test
968,20221018T15Z,29615,5801,test
969,20221018T14Z,27711,5386,test
970,20221018T13Z,26317,6219,test
971,20221018T12Z,25919,6155,test
972,20221018T11Z,26132,6314,test
973,20221018T10Z,26514,6934,test
974,20221018T09Z,27513,7123,test
975,20221018T08Z,28843,8696,test
976,20221018T07Z,29815,9486,test
977,20221018T06Z,31474,9050,test
978,20221018T05Z,32346,8336,test
979,20221018T04Z,34479,8311,test
980,20221018T03Z,34973,8412,test
981,20221018T02Z,34376,8416,test
982,20221018T01Z,33295,8705,test
983,20221018T00Z,32032,9055,test
984,20221017T23Z,31171,9534,test
985,20221017T22Z,30328,9602,test
986,20221017T21Z,30143,9611,test
987,20221017T20Z,30088,9717,test
988,20221017T19Z,30783,9805,test
989,20221017T18Z,30984,9658,test
990,20221017T17Z,30445,7419,test
991,20221017T16Z,29556,5531,test
992,20221017T15Z,28105,5038,test
993,20221017T14Z,25767,4831,test
994,20221017T13Z,24468,5076,test
995,20221017T12Z,23495,5470,test
996,20221017T11Z,23723,5858,test
997,20221017T10Z,23997,6084,test
998,20221017T09Z,24834,6826,test
999,20221017T08Z,25780,7917,test
1000,20221017T07Z,27387,8641,test
1001,20221017T06Z,29019,7851,test
1002,20221017T05Z,29551,7644,test
1003,20221017T04Z,31124,6941,test
1004,20221017T03Z,31146,7195,test
1005,20221017T02Z,29845,7002,test
1006,20221017T01Z,28542,7206,test
1007,20221017T00Z,27608,7465,test
1008,20221016T23Z,26738,7741,test
1009,20221016T22Z,26741,7953,test
1010,20221016T21Z,27379,8315,test
1011,20221016T20Z,28062,8140,test
1012,20221016T19Z,27663,8289,test
1013,20221016T18Z,27308,7452,test
1014,20221016T17Z,26075,5526,test
1015,20221016T16Z,25096,4512,test
1016,20221016T15Z,24495,3748,test
1017,20221016T14Z,24129,4356,test
1018,20221016T13Z,23728,4812,test
1019,20221016T12Z,24009,5598,test
1020,20221016T11Z,24496,5260,test
1021,20221016T10Z,25129,5445,test
1022,20221016T09Z,26080,5515,test
1023,20221016T08Z,26960,6763,test
1024,20221016T07Z,28182,6696,test
1025,20221016T06Z,29457,6810,test
1026,20221016T05Z,30434,6478,test
1027,20221016T04Z,31331,6446,test
1028,20221016T03Z,31706,6339,test
1029,20221016T02Z,31028,6500,test
1030,20221016T01Z,30406,6683,test
1031,20221016T00Z,29525,7333,test
1032,20221015T23Z,28528,7217,test
1033,20221015T22Z,28429,7176,test
1034,20221015T21Z,28827,7400,test
1035,20221015T20Z,29076,7773,test
1036,20221015T19Z,29627,7736,test
1037,20221015T18Z,29498,7340,test
1038,20221015T17Z,28593,6239,test
1039,20221015T16Z,27194,5546,test
1040,20221015T15Z,26209,4748,test
1041,20221015T14Z,25433,5111,test
1042,20221015T13Z,25103,4902,test
1043,20221015T12Z,25101,5126,test
1044,20221015T11Z,25674,4852,test
1045,20221015T10Z,26474,5251,test
1046,20221015T09Z,27490,5440,test
1047,20221015T08Z,28627,6096,test
1048,20221015T07Z,30420,6626,test
1049,20221015T06Z,32024,6592,test
1050,20221015T05Z,32479,6546,test
1051,20221015T04Z,34451,6657,test
1052,20221015T03Z,35265,6586,test
1053,20221015T02Z,34760,6698,test
1054,20221015T01Z,34061,7050,test
1055,20221015T00Z,33215,7501,test
1056,20221014T23Z,32713,8095,test
1057,20221014T22Z,32188,8510,test
1058,20221014T21Z,32679,8481,test
1059,20221014T20Z,32900,8841,test
1060,20221014T19Z,33580,9012,test
1061,20221014T18Z,33391,8702,test
1062,20221014T17Z,32129,6880,test
1063,20221014T16Z,31008,5259,test
1064,20221014T15Z,29357,4847,test
1065,20221014T14Z,27203,4994,test
1066,20221014T13Z,25982,5585,test
1067,20221014T12Z,25691,5755,test
1068,20221014T11Z,26007,6046,test
1069,20221014T10Z,26612,5962,test
1070,20221014T09Z,27588,5879,test
1071,20221014T08Z,28929,7592,test
1072,20221014T07Z,30928,8144,test
1073,20221014T06Z,33082,7558,test
1074,20221014T05Z,34567,7244,test
1075,20221014T04Z,35977,7146,test
1076,20221014T03Z,36638,7200,test
1077,20221014T02Z,36308,7293,test
1078,20221014T01Z,35539,7544,test
1079,20221014T00Z,34127,7851,test
1080,20221013T23Z,32925,8346,test
1081,20221013T22Z,32614,8822,test
1082,20221013T21Z,32410,8644,test
1083,20221013T20Z,32941,9159,test
1084,20221013T19Z,33424,9589,test
1085,20221013T18Z,33253,8934,test
1086,20221013T17Z,32013,7361,test
1087,20221013T16Z,31255,5390,test
1088,20221013T15Z,29613,4415,test
1089,20221013T14Z,27552,4663,test
1090,20221013T13Z,26151,4790,test
1091,20221013T12Z,25985,5691,test
1092,20221013T11Z,26504,5768,test
1093,20221013T10Z,26994,5711,test
1094,20221013T09Z,28119,5247,test
1095,20221013T08Z,29469,6958,test
1096,20221013T07Z,31349,7601,test
1097,20221013T06Z,33486,7279,test
1098,20221013T05Z,35174,6796,test
1099,20221013T04Z,36706,6757,test
1100,20221013T03Z,37317,7018,test
1101,20221013T02Z,37091,7316,test
1102,20221013T01Z,36320,7636,test
1103,20221013T00Z,35196,7758,test
1104,20221012T23Z,34128,8301,test
1105,20221012T22Z,33260,9022,test
1106,20221012T21Z,32798,9036,test
1107,20221012T20Z,32994,9234,test
1108,20221012T19Z,33378,9432,test
1109,20221012T18Z,33731,9160,test
1110,20221012T17Z,32315,7578,test
1111,20221012T16Z,31301,6659,test
1112,20221012T15Z,29729,5410,test
1113,20221012T14Z,27551,5192,test
1114,20221012T13Z,26117,4652,test
1115,20221012T12Z,25691,5102,test
1116,20221012T11Z,26413,5461,test
1117,20221012T10Z,26892,5850,test
1118,20221012T09Z,28084,5740,test
1119,20221012T08Z,29538,7028,test
1120,20221012T07Z,31728,7535,test
1121,20221012T06Z,33888,7123,test
1122,20221012T05Z,35514,6853,test
1123,20221012T04Z,37007,6596,test
1124,20221012T03Z,37643,6923,test
1125,20221012T02Z,37352,6730,test
1126,20221012T01Z,36685,7342,test
1127,20221012T00Z,36032,8090,test
1128,20221011T23Z,34308,8754,test
1129,20221011T22Z,32887,9119,test
1130,20221011T21Z,32325,9356,test
1131,20221011T20Z,32473,9802,test
1132,20221011T19Z,33329,9859,test
1133,20221011T18Z,33869,9502,test
1134,20221011T17Z,32618,7953,test
1135,20221011T16Z,31521,6403,test
1136,20221011T15Z,29962,5801,test
1137,20221011T14Z,27908,4831,test
1138,20221011T13Z,26854,4720,test
1139,20221011T12Z,26899,5131,test
1140,20221011T11Z,26937,6035,test
1141,20221011T10Z,27612,6386,test
1142,20221011T09Z,28992,6334,test
1143,20221011T08Z,30289,7396,test
1144,20221011T07Z,32413,8024,test
1145,20221011T06Z,34717,7807,test
1146,20221011T05Z,35763,7481,test
1147,20221011T04Z,38179,7867,test
1148,20221011T03Z,39094,7556,test
1149,20221011T02Z,39316,7755,test
1150,20221011T01Z,38635,8435,test
1151,20221011T00Z,37273,8802,test
1152,20221010T23Z,35639,9117,test
1153,20221010T22Z,34404,9572,test
1154,20221010T21Z,33674,10052,test
1155,20221010T20Z,33722,10144,test
1156,20221010T19Z,34453,10420,test
1157,20221010T18Z,34602,9875,test
1158,20221010T17Z,32709,8241,test
1159,20221010T16Z,31127,7049,test
1160,20221010T15Z,29492,5952,test
1161,20221010T14Z,27345,5924,test
1162,20221010T13Z,26119,5901,test
1163,20221010T12Z,25798,6365,test
1164,20221010T11Z,25939,6887,test
1165,20221010T10Z,26316,6788,test
1166,20221010T09Z,27300,6504,test
1167,20221010T08Z,28676,7396,test
1168,20221010T07Z,30808,8092,test
1169,20221010T06Z,32921,7366,test
1170,20221010T05Z,34550,7079,test
1171,20221010T04Z,36035,7222,test
1172,20221010T03Z,36859,7208,test
1173,20221010T02Z,36766,7006,test
1174,20221010T01Z,36115,7289,test
1175,20221010T00Z,34604,7525,test
1176,20221009T23Z,33034,8423,test
1177,20221009T22Z,31082,9198,test
1178,20221009T21Z,29892,9253,test
1179,20221009T20Z,29528,9196,test
1180,20221009T19Z,29931,9508,test
1181,20221009T18Z,29752,9311,test
1182,20221009T17Z,28737,7224,test
1183,20221009T16Z,26743,5688,test
1184,20221009T15Z,25840,4997,test
1185,20221009T14Z,25345,4282,test
1186,20221009T13Z,25356,4226,test
1187,20221009T12Z,25851,4449,test
1188,20221009T11Z,26274,4852,test
1189,20221009T10Z,27135,5234,test
1190,20221009T09Z,28412,5227,test
1191,20221009T08Z,29994,5727,test
1192,20221009T07Z,32128,6844,test
1193,20221009T06Z,34010,6596,test
1194,20221009T05Z,35516,6613,test
1195,20221009T04Z,37094,6715,test
1196,20221009T03Z,38162,6927,test
1197,20221009T02Z,38337,7124,test
1198,20221009T01Z,38013,7186,test
1199,20221009T00Z,36898,7966,test
1200,20221008T23Z,35141,8517,test
1201,20221008T22Z,33326,9027,test
1202,20221008T21Z,32227,9254,test
1203,20221008T20Z,31476,9778,test
1204,20221008T19Z,31234,9883,test
1205,20221008T18Z,31376,9487,test
1206,20221008T17Z,30470,7671,test
1207,20221008T16Z,28186,6091,test
1208,20221008T15Z,27464,5635,test
1209,20221008T14Z,26674,5017,test
1210,20221008T13Z,26334,4951,test
1211,20221008T12Z,26325,5461,test
1212,20221008T11Z,26931,5410,test
1213,20221008T10Z,27973,6019,test
1214,20221008T09Z,29485,6493,test
1215,20221008T08Z,31059,7054,test
1216,20221008T07Z,33263,7897,test
1217,20221008T06Z,35317,7553,test
1218,20221008T05Z,36978,7446,test
1219,20221008T04Z,38809,7224,test
1220,20221008T03Z,40103,7262,test
1221,20221008T02Z,41254,7382,test
1222,20221008T01Z,41399,8037,test
1223,20221008T00Z,40486,8731,test
1224,20221007T23Z,38714,9561,test
1225,20221007T22Z,37253,10052,test
1226,20221007T21Z,35847,10030,test
1227,20221007T20Z,34435,10431,test
1228,20221007T19Z,34124,11069,test
1229,20221007T18Z,34237,10766,test
1230,20221007T17Z,33491,8605,test
1231,20221007T16Z,31880,7189,test
1232,20221007T15Z,30228,6393,test
1233,20221007T14Z,28263,5818,test
1234,20221007T13Z,27298,5978,test
1235,20221007T12Z,27504,5728,test
1236,20221007T11Z,27669,5848,test
1237,20221007T10Z,28212,6720,test
1238,20221007T09Z,29278,6963,test
1239,20221007T08Z,30718,7690,test
1240,20221007T07Z,33014,8014,test
1241,20221007T06Z,35337,7553,test
1242,20221007T05Z,37305,7362,test
1243,20221007T04Z,39274,7569,test
1244,20221007T03Z,40328,7624,test
1245,20221007T02Z,40906,7668,test
1246,20221007T01Z,41080,8086,test
1247,20221007T00Z,39670,8625,test
1248,20221006T23Z,37878,9111,test
1249,20221006T22Z,36347,9678,test
1250,20221006T21Z,34579,9627,test
1251,20221006T20Z,33972,9971,test
1252,20221006T19Z,33822,10768,test
1253,20221006T18Z,33917,10447,test
1254,20221006T17Z,33454,8805,test
1255,20221006T16Z,31200,7471,test
1256,20221006T15Z,30040,6737,test
1257,20221006T14Z,28364,6126,test
1258,20221006T13Z,27037,5644,test
1259,20221006T12Z,26823,5879,test
1260,20221006T11Z,27243,5723,test
1261,20221006T10Z,27788,6201,test
1262,20221006T09Z,29006,6639,test
1263,20221006T08Z,30731,7568,test
1264,20221006T07Z,33193,8522,test
1265,20221006T06Z,35735,7774,test
1266,20221006T05Z,37764,7316,test
1267,20221006T04Z,39822,7421,test
1268,20221006T03Z,41264,7395,test
1269,20221006T02Z,41952,7367,test
1270,20221006T01Z,41717,7631,test
1271,20221006T00Z,40149,8254,test
1272,20221005T23Z,38163,9249,test
1273,20221005T22Z,35930,9886,test
1274,20221005T21Z,34323,9837,test
1275,20221005T20Z,33422,10522,test
1276,20221005T19Z,33063,10865,test
1277,20221005T18Z,33453,10327,test
1278,20221005T17Z,32931,8787,test
1279,20221005T16Z,31618,7221,test
1280,20221005T15Z,30190,6730,test
1281,20221005T14Z,28228,5947,test
1282,20221005T13Z,26898,5456,test
1283,20221005T12Z,26802,5619,test
1284,20221005T11Z,27212,5546,test
1285,20221005T10Z,27983,5941,test
1286,20221005T09Z,29000,6569,test
1287,20221005T08Z,30307,7409,test
1288,20221005T07Z,32396,8353,test
1289,20221005T06Z,35018,7629,test
1290,20221005T05Z,37397,7560,test
1291,20221005T04Z,39333,7504,test
1292,20221005T03Z,40377,7497,test
1293,20221005T02Z,40890,7712,test
1294,20221005T01Z,40531,7864,test
1295,20221005T00Z,39080,8140,test
1296,20221004T23Z,36694,8783,test
1297,20221004T22Z,35089,9648,test
1298,20221004T21Z,34042,10030,test
1299,20221004T20Z,33729,10403,test
1300,20221004T19Z,33751,11068,test
1301,20221004T18Z,33840,10269,test
1302,20221004T17Z,32719,8330,test
1303,20221004T16Z,31286,7090,test
1304,20221004T15Z,29859,6069,test
1305,20221004T14Z,28001,5585,test
1306,20221004T13Z,26595,5716,test
1307,20221004T12Z,26466,5838,test
1308,20221004T11Z,26892,6345,test
1309,20221004T10Z,27400,6444,test
1310,20221004T09Z,28441,6329,test
1311,20221004T08Z,29941,6954,test
1312,20221004T07Z,32251,7829,test
1313,20221004T06Z,34698,7814,test
1314,20221004T05Z,35973,7550,test
1315,20221004T04Z,38447,7701,test
1316,20221004T03Z,39286,7719,test
1317,20221004T02Z,39496,7574,test
1318,20221004T01Z,38403,7657,test
1319,20221004T00Z,37044,7660,test
1320,20221003T23Z,35145,8134,test
1321,20221003T22Z,33961,8921,test
1322,20221003T21Z,32768,9116,test
1323,20221003T20Z,32080,9639,test
1324,20221003T19Z,31739,9969,test
1325,20221003T18Z,31850,9076,test
1326,20221003T17Z,31401,7464,test
1327,20221003T16Z,30452,6439,test
1328,20221003T15Z,29423,5534,test
1329,20221003T14Z,27371,5204,test
1330,20221003T13Z,25824,5195,test
1331,20221003T12Z,25210,4776,test
1332,20221003T11Z,25384,4547,test
1333,20221003T10Z,25935,5003,test
1334,20221003T09Z,26835,5223,test
1335,20221003T08Z,28270,6209,test
1336,20221003T07Z,30202,8092,test
1337,20221003T06Z,32362,7592,test
1338,20221003T05Z,33747,6810,test
1339,20221003T04Z,35007,6564,test
1340,20221003T03Z,35208,6581,test
1341,20221003T02Z,34603,6643,test
1342,20221003T01Z,33019,6834,test
1343,20221003T00Z,31105,7142,test
1344,20221002T23Z,28729,7481,test
1345,20221002T22Z,27371,8249,test
1346,20221002T21Z,26520,8482,test
1347,20221002T20Z,26326,8734,test
1348,20221002T19Z,26554,8850,test
1349,20221002T18Z,27130,8174,test
1350,20221002T17Z,26563,5909,test
1351,20221002T16Z,26229,4551,test
1352,20221002T15Z,25947,3047,test
1353,20221002T14Z,25011,2283,test
1354,20221002T13Z,24641,2116,test
1355,20221002T12Z,24779,2190,test
1356,20221002T11Z,25273,2295,test
1357,20221002T10Z,26158,3128,test
1358,20221002T09Z,27271,3123,test
1359,20221002T08Z,28552,5197,test
1360,20221002T07Z,30205,7095,test
1361,20221002T06Z,31866,6834,test
1362,20221002T05Z,33141,6109,test
1363,20221002T04Z,34461,6266,test
1364,20221002T03Z,35043,6252,test
1365,20221002T02Z,34747,6510,test
1366,20221002T01Z,33890,6855,test
1367,20221002T00Z,32734,6956,test
1368,20221001T23Z,30878,7236,test
1369,20221001T22Z,29525,7498,test
1370,20221001T21Z,28688,7804,test
1371,20221001T20Z,28334,8275,test
1372,20221001T19Z,28708,8374,test
1373,20221001T18Z,29534,7292,test
1374,20221001T17Z,28636,5237,test
1375,20221001T16Z,27650,4297,test
1376,20221001T15Z,27030,3820,test
1377,20221001T14Z,26158,3200,test
1378,20221001T13Z,25767,3427,test
1379,20221001T12Z,25925,3280,test
1380,20221001T11Z,26512,3566,test
1381,20221001T10Z,27566,3907,test
1382,20221001T09Z,28900,3896,test
1383,20221001T08Z,30549,5487,test
1384,20221001T07Z,32642,7060,test
1385,20221001T06Z,34793,6777,test
1386,20221001T05Z,35741,6655,test
1387,20221001T04Z,38507,6627,test
1388,20221001T03Z,39808,6499,test
1389,20221001T02Z,40626,6729,test
1390,20221001T01Z,40393,6964,test
1391,20221001T00Z,39642,7244,test
