,date,coal,date1,natural gas,date2,nuclear,date3,hydroelectric,date4,wind,total,demand
251,200110,137.018,200110,8942.997,200110,2960.685,200110,1819.154,200110,253.31,14113163.999999998,14113163.999999998
252,200109,182.546,200109,9412.643,200109,3163.653,200109,2028.142,200109,293.075,15080059.000000002,15080059.000000002
253,200108,226.382,200108,11506.271,200108,3280.143,200108,2809.357,200108,408.487,18230640.0,18230640.0
254,200107,223.656,200107,10845.767,200107,3294.607,200107,3002.483,200107,440.39,17806903.0,17806903.0
255,200106,215.798,200106,9350.107,200106,3100.798,200106,3053.895,200106,438.403,16159001.000000002,16159001.000000002
256,200105,200.475,200105,9698.874,200105,1667.926,200105,3045.222,200105,377.618,14990115.0,14990115.0
257,200104,205.59,200104,9208.768,200104,2318.671,200104,2096.459,200104,392.673,14222161.000000002,14222161.000000002
258,200103,102.496,200103,9474.176,200103,2468.625,200103,1764.772,200103,299.944,14110012.999999998,14110012.999999998
259,200102,184.141,200102,8870.575,200102,2229.872,200102,1290.013,200102,147.624,12722224.999999998,12722224.999999998
260,200101,199.857,200101,10192.494,200101,2379.998,200101,1590.096,200101,133.423,14495868.0,14495868.0
