,date,demand,emissions
2580,20220812T11Z,31442,78067
2581,20220812T10Z,32540,78984
2592,20220811T23Z,46877,123028
2593,20220811T22Z,44487,130201
2594,20220811T21Z,42396,138323
2595,20220811T20Z,40519,139178
2596,20220811T19Z,39165,128267
2597,20220811T18Z,38462,117496
2598,20220811T17Z,37000,111254
2599,20220811T16Z,34724,111079
2600,20220811T15Z,32901,99443
2601,20220811T14Z,31504,89898
2602,20220811T13Z,31076,86267
2603,20220811T12Z,31251,83244
2604,20220811T11Z,31984,83603
2605,20220811T10Z,33223,91536
2616,20220810T23Z,46850,132161
2617,20220810T22Z,44612,137334
2618,20220810T21Z,42644,144382
2619,20220810T20Z,41134,145120
2620,20220810T19Z,39827,133504
2621,20220810T18Z,38680,121210
2622,20220810T17Z,37631,117550
2623,20220810T16Z,35506,105728
2624,20220810T15Z,33750,99929
2625,20220810T14Z,32244,89040
2626,20220810T13Z,31380,84813
2627,20220810T12Z,31200,83838
2628,20220810T11Z,31996,84724
2629,20220810T10Z,33324,87687
2640,20220809T23Z,46303,132182
2641,20220809T22Z,44383,137879
2642,20220809T21Z,42486,146014
2643,20220809T20Z,40718,143454
2644,20220809T19Z,39574,133067
2645,20220809T18Z,38643,123101
2646,20220809T17Z,38076,115676
2647,20220809T16Z,35827,112387
2648,20220809T15Z,33915,99799
2649,20220809T14Z,32239,92037
2650,20220809T13Z,31692,87281
2651,20220809T12Z,31838,83766
2652,20220809T11Z,32269,89116
2653,20220809T10Z,33286,94782
2664,20220808T23Z,45461,133390
2665,20220808T22Z,43149,139481
2666,20220808T21Z,40992,145614
2667,20220808T20Z,39593,144762
2668,20220808T19Z,38166,134028
2669,20220808T18Z,37025,121814
2670,20220808T17Z,35820,112385
2671,20220808T16Z,34098,106936
2672,20220808T15Z,32240,101363
2673,20220808T14Z,30588,88395
2674,20220808T13Z,29864,80048
2675,20220808T12Z,29752,78724
2676,20220808T11Z,30470,75892
2677,20220808T10Z,31235,77797
2688,20220807T23Z,40379,117978
2689,20220807T22Z,37748,123725
2690,20220807T21Z,35377,129003
2691,20220807T20Z,33033,127624
2692,20220807T19Z,31859,110008
2693,20220807T18Z,31086,92904
2694,20220807T17Z,30531,86101
2695,20220807T16Z,29121,77008
2696,20220807T15Z,28390,67876
2697,20220807T14Z,28140,60141
2698,20220807T13Z,27979,56592
2699,20220807T12Z,28389,47906
2700,20220807T11Z,29505,51468
2701,20220807T10Z,30469,56637
2712,20220806T23Z,39955,113636
2713,20220806T22Z,37892,117030
2714,20220806T21Z,36144,124534
2715,20220806T20Z,34927,124084
2716,20220806T19Z,33982,110517
2717,20220806T18Z,33172,94072
2718,20220806T17Z,32652,81527
2719,20220806T16Z,31071,72716
2720,20220806T15Z,29562,64721
2721,20220806T14Z,29286,56481
2722,20220806T13Z,29270,54061
2723,20220806T12Z,29642,53001
2724,20220806T11Z,30847,53948
2725,20220806T10Z,32080,58381
2736,20220805T23Z,43950,121250
2737,20220805T22Z,42395,126941
2738,20220805T21Z,40742,132233
2739,20220805T20Z,39087,131123
2740,20220805T19Z,38229,124306
2741,20220805T18Z,37420,112373
2742,20220805T17Z,36063,103171
2743,20220805T16Z,34631,95348
2744,20220805T15Z,33435,89428
2745,20220805T14Z,32274,88449
2746,20220805T13Z,32079,84738
2747,20220805T12Z,32529,84312
2748,20220805T11Z,32850,91994
2749,20220805T10Z,33678,96089
2760,20220804T23Z,48254,135370
2761,20220804T22Z,46811,143671
2762,20220804T21Z,44607,146219
2763,20220804T20Z,42107,142953
2764,20220804T19Z,40695,140004
2765,20220804T18Z,39132,137240
2766,20220804T17Z,37607,136949
2767,20220804T16Z,35815,129442
2768,20220804T15Z,34143,121662
2769,20220804T14Z,33149,116473
2770,20220804T13Z,32574,112752
2771,20220804T12Z,32851,106352
2772,20220804T11Z,33526,103691
2773,20220804T10Z,34429,101372
2784,20220803T23Z,47801,136552
2785,20220803T22Z,45079,142975
2786,20220803T21Z,42558,143139
2787,20220803T20Z,40939,143882
2788,20220803T19Z,39511,136182
2789,20220803T18Z,38570,124916
2790,20220803T17Z,37696,119573
2791,20220803T16Z,35682,114054
2792,20220803T15Z,33858,104005
2793,20220803T14Z,32412,93639
2794,20220803T13Z,31896,89091
2795,20220803T12Z,31941,84250
2796,20220803T11Z,32304,81628
2797,20220803T10Z,33482,84655
2808,20220802T23Z,48249,127755
2809,20220802T22Z,46192,133129
2810,20220802T21Z,43824,137823
2811,20220802T20Z,41538,137330
2812,20220802T19Z,39513,130464
2813,20220802T18Z,38004,118118
2814,20220802T17Z,37100,115022
2815,20220802T16Z,35337,112843
2816,20220802T15Z,33518,106169
2817,20220802T14Z,31974,97903
2818,20220802T13Z,31339,88178
2819,20220802T12Z,31526,80591
2820,20220802T11Z,32005,77383
2821,20220802T10Z,32886,78594
2832,20220801T23Z,45171,132355
2833,20220801T22Z,44325,137459
2834,20220801T21Z,43234,142362
2835,20220801T20Z,41280,142050
2836,20220801T19Z,40322,137125
2837,20220801T18Z,39126,129933
2838,20220801T17Z,37607,121460
2839,20220801T16Z,35224,115979
2840,20220801T15Z,33123,108697
2841,20220801T14Z,31425,104066
2842,20220801T13Z,30568,105670
2843,20220801T12Z,30389,101039
2844,20220801T11Z,30702,103391
2845,20220801T10Z,31308,105933
2856,20220731T23Z,38434,126334
2857,20220731T22Z,36488,126754
2858,20220731T21Z,36044,127002
2859,20220731T20Z,35563,124885
2860,20220731T19Z,34267,121598
2861,20220731T18Z,33277,106938
2862,20220731T17Z,31820,95888
2863,20220731T16Z,30452,83942
2864,20220731T15Z,29421,80383
2865,20220731T14Z,29144,74200
2866,20220731T13Z,29328,75573
2867,20220731T12Z,29779,74120
2868,20220731T11Z,30649,73967
2869,20220731T10Z,31709,76140
2880,20220730T23Z,38885,121198
2881,20220730T22Z,37304,123195
2882,20220730T21Z,36314,127147
2883,20220730T20Z,34971,126546
2884,20220730T19Z,34202,119834
2885,20220730T18Z,33380,109749
2886,20220730T17Z,32330,94853
2887,20220730T16Z,31018,81663
2888,20220730T15Z,29978,71806
2889,20220730T14Z,29527,70194
2890,20220730T13Z,29477,72300
2891,20220730T12Z,29677,71971
2892,20220730T11Z,30543,74013
2893,20220730T10Z,31798,81217
2904,20220729T23Z,43177,119949
2905,20220729T22Z,41590,122776
2906,20220729T21Z,40065,126659
2907,20220729T20Z,38007,125128
2908,20220729T19Z,37075,116286
2909,20220729T18Z,35948,104443
2910,20220729T17Z,35393,97134
2911,20220729T16Z,34250,87321
2912,20220729T15Z,31823,85036
2913,20220729T14Z,30667,84544
2914,20220729T13Z,30139,85178
2915,20220729T12Z,30236,82627
2916,20220729T11Z,30819,83589
2917,20220729T10Z,31890,85537
2928,20220728T23Z,42304,117325
2929,20220728T22Z,40429,120468
2930,20220728T21Z,37864,122766
2931,20220728T20Z,36465,121646
2932,20220728T19Z,35386,110623
2933,20220728T18Z,35023,99667
2934,20220728T17Z,34549,94890
2935,20220728T16Z,33557,90947
2936,20220728T15Z,31790,84752
2937,20220728T14Z,30606,80661
2938,20220728T13Z,29679,76301
2939,20220728T12Z,29966,77483
2940,20220728T11Z,30774,73943
2941,20220728T10Z,31562,76225
2952,20220727T23Z,41717,111292
2953,20220727T22Z,39795,116543
2954,20220727T21Z,37755,120035
2955,20220727T20Z,36007,119123
2956,20220727T19Z,35207,108789
2957,20220727T18Z,35484,94417
2958,20220727T17Z,34359,84020
2959,20220727T16Z,32821,74706
2960,20220727T15Z,31597,71624
2961,20220727T14Z,30416,71671
2962,20220727T13Z,29888,68052
2963,20220727T12Z,29950,68305
2964,20220727T11Z,30276,71482
2965,20220727T10Z,31308,81583
2976,20220726T23Z,41560,115558
2977,20220726T22Z,39486,120794
2978,20220726T21Z,37971,124086
2979,20220726T20Z,36606,125905
2980,20220726T19Z,35788,113957
2981,20220726T18Z,35562,100244
2982,20220726T17Z,35036,90600
2983,20220726T16Z,33781,82335
2984,20220726T15Z,32109,76472
2985,20220726T14Z,30822,70144
2986,20220726T13Z,29986,68280
2987,20220726T12Z,30251,67928
2988,20220726T11Z,30437,69692
2989,20220726T10Z,31443,75924
3000,20220725T23Z,41394,124301
3001,20220725T22Z,39841,124509
3002,20220725T21Z,37924,127369
3003,20220725T20Z,36634,127036
3004,20220725T19Z,35883,115189
3005,20220725T18Z,35390,103156
3006,20220725T17Z,35019,89158
3007,20220725T16Z,33365,81443
3008,20220725T15Z,31686,76266
3009,20220725T14Z,30207,73417
3010,20220725T13Z,29172,67981
3011,20220725T12Z,28853,68760
3012,20220725T11Z,29345,71129
3013,20220725T10Z,30056,77159
3024,20220724T23Z,37192,110207
3025,20220724T22Z,34924,118066
3026,20220724T21Z,32659,117180
3027,20220724T20Z,31486,115193
3028,20220724T19Z,31083,104590
3029,20220724T18Z,31144,85340
3030,20220724T17Z,30615,76967
3031,20220724T16Z,29499,66192
3032,20220724T15Z,28130,61419
3033,20220724T14Z,27848,53717
3034,20220724T13Z,27908,48439
3035,20220724T12Z,28470,47808
3036,20220724T11Z,29256,52498
3037,20220724T10Z,30520,61757
3048,20220723T23Z,37501,107607
3049,20220723T22Z,35515,111530
3050,20220723T21Z,33558,113584
3051,20220723T20Z,32578,108774
3052,20220723T19Z,32192,95759
3053,20220723T18Z,31975,80771
3054,20220723T17Z,31718,71454
3055,20220723T16Z,30745,61934
3056,20220723T15Z,29719,54548
3057,20220723T14Z,29421,52807
3058,20220723T13Z,29353,50625
3059,20220723T12Z,29668,52351
3060,20220723T11Z,30560,52026
3061,20220723T10Z,31843,59108
3072,20220722T23Z,43083,110622
3073,20220722T22Z,40871,112699
3074,20220722T21Z,39007,117745
3075,20220722T20Z,37813,117787
3076,20220722T19Z,36544,101363
3077,20220722T18Z,36180,88406
3078,20220722T17Z,35822,82130
3079,20220722T16Z,33949,74329
3080,20220722T15Z,31979,65974
3081,20220722T14Z,30699,60814
3082,20220722T13Z,30183,60369
3083,20220722T12Z,30222,63125
3084,20220722T11Z,30956,59734
3085,20220722T10Z,32312,65282
3096,20220721T23Z,44516,114055
3097,20220721T22Z,42197,118955
3098,20220721T21Z,40208,124004
3099,20220721T20Z,38407,121967
3100,20220721T19Z,37532,105694
3101,20220721T18Z,36775,93463
3102,20220721T17Z,36077,89110
3103,20220721T16Z,34470,85217
3104,20220721T15Z,32515,75214
3105,20220721T14Z,31315,68221
3106,20220721T13Z,30859,67117
3107,20220721T12Z,30828,67267
3108,20220721T11Z,31371,67080
3109,20220721T10Z,32466,69414
3120,20220720T23Z,45621,122152
3121,20220720T22Z,42986,130819
3122,20220720T21Z,40772,138103
3123,20220720T20Z,39473,135406
3124,20220720T19Z,38341,120898
3125,20220720T18Z,37255,108399
3126,20220720T17Z,36515,104565
3127,20220720T16Z,35129,92202
3128,20220720T15Z,33041,82138
3129,20220720T14Z,31971,73534
3130,20220720T13Z,31487,69440
3131,20220720T12Z,31525,69401
3132,20220720T11Z,32139,68489
3133,20220720T10Z,33548,70728
3144,20220719T23Z,46621,127234
3145,20220719T22Z,43678,138425
3146,20220719T21Z,42154,150697
3147,20220719T20Z,40495,148264
3148,20220719T19Z,38573,128917
3149,20220719T18Z,37896,113713
3150,20220719T17Z,37187,105072
3151,20220719T16Z,35277,97409
3152,20220719T15Z,32904,90696
3153,20220719T14Z,31653,79985
3154,20220719T13Z,31341,73261
3155,20220719T12Z,31545,72886
3156,20220719T11Z,32239,68769
3157,20220719T10Z,33470,74258
3168,20220718T23Z,47921,136661
3169,20220718T22Z,46014,141475
3170,20220718T21Z,44114,150980
3171,20220718T20Z,42460,154321
3172,20220718T19Z,40614,141855
3173,20220718T18Z,39235,125998
3174,20220718T17Z,37673,119550
3175,20220718T16Z,35606,110123
3176,20220718T15Z,33091,103789
3177,20220718T14Z,31388,99972
3178,20220718T13Z,30629,93572
3179,20220718T12Z,30879,93311
3180,20220718T11Z,31316,89022
3181,20220718T10Z,32686,91382
3192,20220717T23Z,42350,130567
3193,20220717T22Z,40123,134856
3194,20220717T21Z,38203,138360
3195,20220717T20Z,36507,136912
3196,20220717T19Z,35115,120785
3197,20220717T18Z,33679,100553
3198,20220717T17Z,32447,91053
3199,20220717T16Z,30731,85607
3200,20220717T15Z,29178,78282
3201,20220717T14Z,28895,68664
3202,20220717T13Z,29193,63049
3203,20220717T12Z,29915,60999
3204,20220717T11Z,31017,65514
3205,20220717T10Z,32696,68450
3216,20220716T23Z,42159,123087
3217,20220716T22Z,39980,128652
3218,20220716T21Z,38425,133155
3219,20220716T20Z,37156,130103
3220,20220716T19Z,35683,119534
3221,20220716T18Z,34673,104827
3222,20220716T17Z,33523,94771
3223,20220716T16Z,32033,86749
3224,20220716T15Z,29761,76400
3225,20220716T14Z,29280,70035
3226,20220716T13Z,29299,67212
3227,20220716T12Z,30016,68843
3228,20220716T11Z,31018,68946
3229,20220716T10Z,32248,73619
3240,20220715T23Z,43556,124522
3241,20220715T22Z,41488,129043
3242,20220715T21Z,39529,135418
3243,20220715T20Z,38277,133473
3244,20220715T19Z,37534,120395
3245,20220715T18Z,36628,107796
3246,20220715T17Z,35655,99901
3247,20220715T16Z,34032,90129
3248,20220715T15Z,31852,80597
3249,20220715T14Z,30534,72977
3250,20220715T13Z,29777,69895
3251,20220715T12Z,29873,70883
3252,20220715T11Z,30482,76355
3253,20220715T10Z,31747,77775
3264,20220714T23Z,42003,120988
3265,20220714T22Z,39776,125940
3266,20220714T21Z,38409,130100
3267,20220714T20Z,37308,127485
3268,20220714T19Z,36584,118572
3269,20220714T18Z,35936,99873
3270,20220714T17Z,35144,91493
3271,20220714T16Z,33517,84185
3272,20220714T15Z,31420,78995
3273,20220714T14Z,30296,71174
3274,20220714T13Z,29328,75859
3275,20220714T12Z,29534,76663
3276,20220714T11Z,30017,77247
3277,20220714T10Z,30896,81191
3288,20220713T23Z,40014,115119
3289,20220713T22Z,38453,116328
3290,20220713T21Z,36856,122836
3291,20220713T20Z,35258,119498
3292,20220713T19Z,34666,107100
3293,20220713T18Z,34486,88567
3294,20220713T17Z,34004,79368
3295,20220713T16Z,32785,74827
3296,20220713T15Z,31440,66108
3297,20220713T14Z,30176,64520
3298,20220713T13Z,29353,62335
3299,20220713T12Z,29277,57671
3300,20220713T11Z,29654,59602
3301,20220713T10Z,31030,64056
3312,20220712T23Z,40925,113895
3313,20220712T22Z,38812,119628
3314,20220712T21Z,37252,126253
3315,20220712T20Z,36451,122629
3316,20220712T19Z,35974,103658
3317,20220712T18Z,35274,84094
3318,20220712T17Z,34952,75300
3319,20220712T16Z,33548,66505
3320,20220712T15Z,31907,61230
3321,20220712T14Z,30799,52060
3322,20220712T13Z,29968,52012
3323,20220712T12Z,30284,57418
3324,20220712T11Z,30696,61905
3325,20220712T10Z,31929,63189
3336,20220711T23Z,44755,121358
3337,20220711T22Z,42849,130067
3338,20220711T21Z,40779,137854
3339,20220711T20Z,38933,137496
3340,20220711T19Z,37731,120689
3341,20220711T18Z,36814,104174
3342,20220711T17Z,35613,94581
3343,20220711T16Z,33999,86974
3344,20220711T15Z,31484,83325
3345,20220711T14Z,29805,76462
3346,20220711T13Z,28743,72216
3347,20220711T12Z,28620,70184
3348,20220711T11Z,29513,70081
3349,20220711T10Z,30504,74514
3360,20220710T23Z,37619,116955
3361,20220710T22Z,35197,122631
3362,20220710T21Z,33066,124417
3363,20220710T20Z,31145,122789
3364,20220710T19Z,30198,104594
3365,20220710T18Z,29526,87498
3366,20220710T17Z,29171,76790
3367,20220710T16Z,28485,65828
3368,20220710T15Z,27519,57107
3369,20220710T14Z,27115,48885
3370,20220710T13Z,27401,45077
3371,20220710T12Z,27924,42614
3372,20220710T11Z,28871,43992
3373,20220710T10Z,30147,48854
3384,20220709T23Z,36057,101539
3385,20220709T22Z,33997,104448
3386,20220709T21Z,32566,110238
3387,20220709T20Z,32199,105794
3388,20220709T19Z,31751,91245
3389,20220709T18Z,31429,74081
3390,20220709T17Z,31185,63613
3391,20220709T16Z,29896,52454
3392,20220709T15Z,28743,42401
3393,20220709T14Z,28460,34965
3394,20220709T13Z,28384,36890
3395,20220709T12Z,28743,40858
3396,20220709T11Z,29434,45039
3397,20220709T10Z,30683,52218
3408,20220708T23Z,40028,107970
3409,20220708T22Z,37809,110770
3410,20220708T21Z,36050,116587
3411,20220708T20Z,34610,114458
3412,20220708T19Z,34183,98982
3413,20220708T18Z,33751,85569
3414,20220708T17Z,33471,74814
3415,20220708T16Z,32189,70477
3416,20220708T15Z,30592,63581
3417,20220708T14Z,29574,55256
3418,20220708T13Z,28825,55577
3419,20220708T12Z,28847,55430
3420,20220708T11Z,29439,59125
3421,20220708T10Z,30167,62540
3432,20220707T23Z,37986,108788
3433,20220707T22Z,35609,114223
3434,20220707T21Z,34156,119701
3435,20220707T20Z,33324,114389
3436,20220707T19Z,32965,98259
3437,20220707T18Z,32965,82769
3438,20220707T17Z,33056,70966
3439,20220707T16Z,31746,64337
3440,20220707T15Z,30150,58060
3441,20220707T14Z,29076,46999
3442,20220707T13Z,28293,46155
3443,20220707T12Z,28448,47500
3444,20220707T11Z,28698,48022
3445,20220707T10Z,29782,54562
3456,20220706T23Z,35895,106541
3457,20220706T22Z,34408,110802
3458,20220706T21Z,33614,111513
3459,20220706T20Z,33357,106098
3460,20220706T19Z,33335,89358
3461,20220706T18Z,33282,74363
3462,20220706T17Z,32874,63114
3463,20220706T16Z,31718,52533
3464,20220706T15Z,30279,42240
3465,20220706T14Z,29235,39559
3466,20220706T13Z,28382,40254
3467,20220706T12Z,28317,44965
3468,20220706T11Z,28762,48751
3469,20220706T10Z,29679,52634
3480,20220705T23Z,37276,102516
3481,20220705T22Z,36009,105626
3482,20220705T21Z,34602,106867
3483,20220705T20Z,33962,101071
3484,20220705T19Z,33406,85285
3485,20220705T18Z,33178,70952
3486,20220705T17Z,32516,60626
3487,20220705T16Z,31076,52942
3488,20220705T15Z,29435,44437
3489,20220705T14Z,28268,43420
3490,20220705T13Z,27355,39731
3491,20220705T12Z,27123,43267
3492,20220705T11Z,27198,45596
3493,20220705T10Z,27906,49518
3504,20220704T23Z,29278,85768
3505,20220704T22Z,27731,86520
3506,20220704T21Z,26662,85174
3507,20220704T20Z,26431,78359
3508,20220704T19Z,26315,60870
3509,20220704T18Z,26625,42077
3510,20220704T17Z,27208,27883
3511,20220704T16Z,27353,18573
3512,20220704T15Z,26201,15131
3513,20220704T14Z,25679,11037
3514,20220704T13Z,25647,14084
3515,20220704T12Z,25731,20459
3516,20220704T11Z,26103,24682
3517,20220704T10Z,27009,34399
3528,20220703T23Z,27446,77133
3529,20220703T22Z,26939,81567
3530,20220703T21Z,26575,81773
3531,20220703T20Z,26523,73321
3532,20220703T19Z,26681,54091
3533,20220703T18Z,27149,39493
3534,20220703T17Z,27589,31211
3535,20220703T16Z,27292,25443
3536,20220703T15Z,26260,22358
3537,20220703T14Z,25867,19694
3538,20220703T13Z,25844,20568
3539,20220703T12Z,26161,24997
3540,20220703T11Z,26816,34177
3541,20220703T10Z,27852,41350
3552,20220702T23Z,32557,90281
3553,20220702T22Z,31234,93341
3554,20220702T21Z,30290,92454
3555,20220702T20Z,30184,86867
3556,20220702T19Z,30234,67979
3557,20220702T18Z,30182,48662
3558,20220702T17Z,30121,38870
3559,20220702T16Z,29300,31300
3560,20220702T15Z,27965,26771
3561,20220702T14Z,27779,23843
3562,20220702T13Z,27693,23627
3563,20220702T12Z,28133,26775
3564,20220702T11Z,29035,31958
3565,20220702T10Z,30297,37099
3576,20220701T23Z,38623,104342
3577,20220701T22Z,37103,109985
3578,20220701T21Z,35904,111577
3579,20220701T20Z,34861,106667
3580,20220701T19Z,34627,89762
3581,20220701T18Z,34524,73927
3582,20220701T17Z,33989,63343
3583,20220701T16Z,32850,55461
3584,20220701T15Z,31260,45701
3585,20220701T14Z,30162,44324
3586,20220701T13Z,29208,45030
3587,20220701T12Z,29559,45700
3588,20220701T11Z,29975,48177
3589,20220701T10Z,31094,52587
3600,20220630T23Z,40623,108691
3601,20220630T22Z,38877,117284
3602,20220630T21Z,37605,116506
3603,20220630T20Z,36558,110190
3604,20220630T19Z,35815,96686
3605,20220630T18Z,35776,83436
3606,20220630T17Z,34847,71921
3607,20220630T16Z,33812,63989
3608,20220630T15Z,31951,53680
3609,20220630T14Z,30501,49555
3610,20220630T13Z,29777,50808
3611,20220630T12Z,29799,52407
3612,20220630T11Z,30319,51194
3613,20220630T10Z,31583,58810
3624,20220629T23Z,44585,118549
3625,20220629T22Z,42412,124744
3626,20220629T21Z,40532,131245
3627,20220629T20Z,38779,124798
3628,20220629T19Z,37603,113502
3629,20220629T18Z,36427,100333
3630,20220629T17Z,35544,94395
3631,20220629T16Z,33670,84628
3632,20220629T15Z,32017,75650
3633,20220629T14Z,30723,68337
3634,20220629T13Z,29927,65950
3635,20220629T12Z,29951,63980
3636,20220629T11Z,30829,65201
3637,20220629T10Z,32126,64676
3648,20220628T23Z,46691,125714
3649,20220628T22Z,44625,133401
3650,20220628T21Z,43012,141714
3651,20220628T20Z,40709,139196
3652,20220628T19Z,39320,125764
3653,20220628T18Z,38251,110176
3654,20220628T17Z,37055,103943
3655,20220628T16Z,35266,97580
3656,20220628T15Z,32833,89938
3657,20220628T14Z,31329,83562
3658,20220628T13Z,30438,80933
3659,20220628T12Z,31068,74911
3660,20220628T11Z,31807,77008
3661,20220628T10Z,33433,77084
3672,20220627T23Z,46263,133206
3673,20220627T22Z,44100,145325
3674,20220627T21Z,41838,151232
3675,20220627T20Z,39767,152642
3676,20220627T19Z,37939,135430
3677,20220627T18Z,36066,123005
3678,20220627T17Z,35150,111438
3679,20220627T16Z,33858,100119
3680,20220627T15Z,31312,89424
3681,20220627T14Z,29592,82349
3682,20220627T13Z,28909,75924
3683,20220627T12Z,28947,72732
3684,20220627T11Z,29685,69273
3685,20220627T10Z,30567,64642
3696,20220626T23Z,38747,123332
3697,20220626T22Z,36058,130900
3698,20220626T21Z,33693,133887
3699,20220626T20Z,31601,129509
3700,20220626T19Z,29930,114910
3701,20220626T18Z,29166,93624
3702,20220626T17Z,28913,81691
3703,20220626T16Z,28456,73881
3704,20220626T15Z,27159,66875
3705,20220626T14Z,26641,54718
3706,20220626T13Z,27062,47970
3707,20220626T12Z,27705,43529
3708,20220626T11Z,28700,40086
3709,20220626T10Z,30115,45867
3720,20220625T23Z,39233,115845
3721,20220625T22Z,37522,124176
3722,20220625T21Z,35038,128137
3723,20220625T20Z,33559,122641
3724,20220625T19Z,32502,106109
3725,20220625T18Z,31551,88748
3726,20220625T17Z,30925,76997
3727,20220625T16Z,30107,70531
3728,20220625T15Z,28715,63204
3729,20220625T14Z,28388,58590
3730,20220625T13Z,28451,48137
3731,20220625T12Z,28940,48898
3732,20220625T11Z,29938,49031
3733,20220625T10Z,31736,52009
3744,20220624T23Z,45593,126719
3745,20220624T22Z,43230,135633
3746,20220624T21Z,40509,141078
3747,20220624T20Z,38611,138601
3748,20220624T19Z,37021,121880
3749,20220624T18Z,36006,107251
3750,20220624T17Z,34703,99465
3751,20220624T16Z,33029,94472
3752,20220624T15Z,31162,86524
3753,20220624T14Z,30022,77921
3754,20220624T13Z,29327,67949
3755,20220624T12Z,29585,65496
3756,20220624T11Z,30679,65419
3757,20220624T10Z,31980,70938
3768,20220623T23Z,46445,131773
3769,20220623T22Z,45259,142615
3770,20220623T21Z,41616,151004
3771,20220623T20Z,39822,146905
3772,20220623T19Z,38786,131056
3773,20220623T18Z,37387,114896
3774,20220623T17Z,36314,106071
3775,20220623T16Z,34255,103577
3776,20220623T15Z,32402,101024
3777,20220623T14Z,30573,97487
3778,20220623T13Z,30003,80151
3779,20220623T12Z,30058,75679
3780,20220623T11Z,30513,77659
3781,20220623T10Z,31713,79971
3792,20220622T23Z,44088,136365
3793,20220622T22Z,42186,142240
3794,20220622T21Z,40286,146515
3795,20220622T20Z,39224,143721
3796,20220622T19Z,37980,131089
3797,20220622T18Z,36539,121118
3798,20220622T17Z,34552,114621
3799,20220622T16Z,33383,109611
3800,20220622T15Z,31498,98769
3801,20220622T14Z,30254,93410
3802,20220622T13Z,29615,93004
3803,20220622T12Z,29778,97760
3804,20220622T11Z,30775,100803
3805,20220622T10Z,32016,102132
3816,20220621T23Z,43627,133869
3817,20220621T22Z,41441,148741
3818,20220621T21Z,39479,158779
3819,20220621T20Z,37703,151890
3820,20220621T19Z,36023,133892
3821,20220621T18Z,34589,115001
3822,20220621T17Z,33956,106955
3823,20220621T16Z,32583,93005
3824,20220621T15Z,30752,85902
3825,20220621T14Z,29072,75983
3826,20220621T13Z,28155,66691
3827,20220621T12Z,28172,63976
3828,20220621T11Z,28663,61255
3829,20220621T10Z,30007,61236
3840,20220620T23Z,38154,119319
3841,20220620T22Z,35804,126380
3842,20220620T21Z,34372,135404
3843,20220620T20Z,33054,135397
3844,20220620T19Z,32103,115792
3845,20220620T18Z,31547,100767
3846,20220620T17Z,30898,84493
3847,20220620T16Z,29647,69130
3848,20220620T15Z,28030,58435
3849,20220620T14Z,26410,50948
3850,20220620T13Z,25380,51277
3851,20220620T12Z,25094,49538
3852,20220620T11Z,25559,50542
3853,20220620T10Z,26219,53084
3864,20220619T23Z,26458,79743
3865,20220619T22Z,25254,82975
3866,20220619T21Z,24311,84853
3867,20220619T20Z,24266,76999
3868,20220619T19Z,24424,61015
3869,20220619T18Z,25071,49034
3870,20220619T17Z,25754,45617
3871,20220619T16Z,25783,39449
3872,20220619T15Z,25004,34237
3873,20220619T14Z,24626,28714
3874,20220619T13Z,24497,26058
3875,20220619T12Z,24746,30627
3876,20220619T11Z,25226,39933
3877,20220619T10Z,26053,44295
3888,20220618T23Z,26408,83798
3889,20220618T22Z,25907,84605
3890,20220618T21Z,25616,84167
3891,20220618T20Z,25774,76031
3892,20220618T19Z,26272,58863
3893,20220618T18Z,26965,48318
3894,20220618T17Z,27357,34027
3895,20220618T16Z,27260,29916
3896,20220618T15Z,26275,31010
3897,20220618T14Z,25756,34934
3898,20220618T13Z,25769,35442
3899,20220618T12Z,25846,38164
3900,20220618T11Z,26377,42118
3901,20220618T10Z,27242,45855
3912,20220617T23Z,31929,89240
3913,20220617T22Z,31924,92615
3914,20220617T21Z,31928,92572
3915,20220617T20Z,31967,83854
3916,20220617T19Z,32081,65574
3917,20220617T18Z,31728,48209
3918,20220617T17Z,31556,43544
3919,20220617T16Z,30981,37431
3920,20220617T15Z,29577,39284
3921,20220617T14Z,28505,48084
3922,20220617T13Z,27686,53782
3923,20220617T12Z,27499,58091
3924,20220617T11Z,28091,57655
3925,20220617T10Z,28971,56045
3936,20220616T23Z,38077,102079
3937,20220616T22Z,36278,108402
3938,20220616T21Z,34919,112785
3939,20220616T20Z,33810,110878
3940,20220616T19Z,33176,91454
3941,20220616T18Z,33567,72545
3942,20220616T17Z,33694,68004
3943,20220616T16Z,32089,59321
3944,20220616T15Z,30414,54809
3945,20220616T14Z,28865,52870
3946,20220616T13Z,28098,51808
3947,20220616T12Z,27882,53203
3948,20220616T11Z,28614,55764
3949,20220616T10Z,29801,64747
3960,20220615T23Z,41151,102604
3961,20220615T22Z,39033,107810
3962,20220615T21Z,37425,116323
3963,20220615T20Z,36058,115788
3964,20220615T19Z,34605,97630
3965,20220615T18Z,33580,83710
3966,20220615T17Z,32504,77490
3967,20220615T16Z,32077,71005
3968,20220615T15Z,31415,66687
3969,20220615T14Z,29566,66850
3970,20220615T13Z,28338,63472
3971,20220615T12Z,27474,62459
3972,20220615T11Z,27428,62324
3973,20220615T10Z,28126,58928
3984,20220614T23Z,35606,99880
3985,20220614T22Z,33861,104955
3986,20220614T21Z,32851,103244
3987,20220614T20Z,31932,96802
3988,20220614T19Z,31856,79886
3989,20220614T18Z,31786,73196
3990,20220614T17Z,32210,67426
3991,20220614T16Z,31895,62481
