,date,demand,emissions
8287,20211217T16Z,33662,87294
8288,20211217T15Z,32243,67160
8289,20211217T14Z,29416,69377
8290,20211217T13Z,27845,71512
8291,20211217T12Z,27398,70766
8292,20211217T11Z,27488,70960
8293,20211217T10Z,27943,76144
8304,20211216T23Z,32185,110932
8305,20211216T22Z,32198,115955
8306,20211216T21Z,31292,114483
8307,20211216T20Z,31230,117176
8308,20211216T19Z,31985,122115
8309,20211216T18Z,32922,122006
8310,20211216T17Z,33658,109528
8311,20211216T16Z,33974,90118
8312,20211216T15Z,32543,79912
8313,20211216T14Z,29826,79584
8314,20211216T13Z,28370,72537
8315,20211216T12Z,27989,69391
8316,20211216T11Z,27943,76463
8317,20211216T10Z,28472,80922
8328,20211215T23Z,32119,114030
8329,20211215T22Z,31578,121194
8330,20211215T21Z,31207,124889
8331,20211215T20Z,31022,126275
8332,20211215T19Z,31350,127673
8333,20211215T18Z,32526,129198
8334,20211215T17Z,33705,114826
8335,20211215T16Z,34221,92715
8336,20211215T15Z,32753,78701
8337,20211215T14Z,29785,76843
8338,20211215T13Z,28169,72022
8339,20211215T12Z,27665,69466
8340,20211215T11Z,27828,67766
8341,20211215T10Z,28349,72287
8352,20211214T23Z,33426,109767
8353,20211214T22Z,33557,116416
8354,20211214T21Z,33635,120795
8355,20211214T20Z,33544,120971
8356,20211214T19Z,34022,117237
8357,20211214T18Z,34263,116053
8358,20211214T17Z,33918,107674
8359,20211214T16Z,33195,99640
8360,20211214T15Z,31044,93320
8361,20211214T14Z,28369,92098
8362,20211214T13Z,26998,91359
8363,20211214T12Z,26940,88900
8364,20211214T11Z,27265,94801
8365,20211214T10Z,27758,96528
8376,20211213T23Z,34233,103440
8377,20211213T22Z,34205,111657
8378,20211213T21Z,34356,115538
8379,20211213T20Z,34276,118092
8380,20211213T19Z,34163,120525
8381,20211213T18Z,33757,120863
8382,20211213T17Z,33202,114505
8383,20211213T16Z,32386,106504
8384,20211213T15Z,30396,99784
8385,20211213T14Z,27927,92760
8386,20211213T13Z,26359,92206
8387,20211213T12Z,25747,90745
8388,20211213T11Z,26117,90073
8389,20211213T10Z,26501,93108
8400,20211212T23Z,28177,97707
8401,20211212T22Z,27620,106525
8402,20211212T21Z,27287,109269
8403,20211212T20Z,27212,110660
8404,20211212T19Z,27470,115173
8405,20211212T18Z,27947,114204
8406,20211212T17Z,27829,101053
8407,20211212T16Z,27377,78594
8408,20211212T15Z,26879,65930
8409,20211212T14Z,25904,65465
8410,20211212T13Z,25560,62284
8411,20211212T12Z,25561,59346
8412,20211212T11Z,25776,59428
8413,20211212T10Z,26112,60166
8424,20211211T23Z,26869,108438
8425,20211211T22Z,26410,111159
8426,20211211T21Z,26243,111341
8427,20211211T20Z,26637,115086
8428,20211211T19Z,27506,118296
8429,20211211T18Z,27927,117405
8430,20211211T17Z,28145,102426
8431,20211211T16Z,28499,71480
8432,20211211T15Z,28192,54592
8433,20211211T14Z,26808,52558
8434,20211211T13Z,26160,49908
8435,20211211T12Z,26030,50553
8436,20211211T11Z,26216,53308
8437,20211211T10Z,26796,54776
8448,20211210T23Z,28983,110202
8449,20211210T22Z,28855,115841
8450,20211210T21Z,29549,117818
8451,20211210T20Z,29693,119295
8452,20211210T19Z,29717,121506
8453,20211210T18Z,30664,121224
8454,20211210T17Z,31783,107965
8455,20211210T16Z,32146,85091
8456,20211210T15Z,30680,70442
8457,20211210T14Z,28089,68372
8458,20211210T13Z,26559,69936
8459,20211210T12Z,26342,71696
8460,20211210T11Z,26480,70212
8461,20211210T10Z,26832,71335
8472,20211209T23Z,31067,91405
8473,20211209T22Z,31640,99756
8474,20211209T21Z,31313,103072
8475,20211209T20Z,31670,104567
8476,20211209T19Z,31658,103633
8477,20211209T18Z,31608,104609
8478,20211209T17Z,31561,100308
8479,20211209T16Z,30854,88958
8480,20211209T15Z,29174,81093
8481,20211209T14Z,26914,89645
8482,20211209T13Z,25792,84997
8483,20211209T12Z,25511,86967
8484,20211209T11Z,26045,87681
8485,20211209T10Z,27162,87391
8496,20211208T23Z,31034,99279
8497,20211208T22Z,30413,105266
8498,20211208T21Z,29950,111544
8499,20211208T20Z,30280,115202
8500,20211208T19Z,31113,117334
8501,20211208T18Z,31228,116894
8502,20211208T17Z,31620,103581
8503,20211208T16Z,32078,80454
8504,20211208T15Z,30447,68368
8505,20211208T14Z,27824,67429
8506,20211208T13Z,26105,66799
8507,20211208T12Z,25986,69358
8508,20211208T11Z,25995,74177
8509,20211208T10Z,25990,75310
8520,20211207T23Z,30305,106266
8521,20211207T22Z,30650,113959
8522,20211207T21Z,31191,119035
8523,20211207T20Z,31798,122288
8524,20211207T19Z,31984,123422
8525,20211207T18Z,31994,121504
8526,20211207T17Z,31720,113080
8527,20211207T16Z,31288,98718
8528,20211207T15Z,29269,88808
8529,20211207T14Z,26727,88082
8530,20211207T13Z,25329,89423
8531,20211207T12Z,25049,92193
8532,20211207T11Z,25331,93289
8533,20211207T10Z,25701,97336
8544,20211206T23Z,31571,95015
8545,20211206T22Z,31343,100152
8546,20211206T21Z,31067,106091
8547,20211206T20Z,31106,111553
8548,20211206T19Z,31465,116522
8549,20211206T18Z,31606,119244
8550,20211206T17Z,31253,111171
8551,20211206T16Z,30884,92657
8552,20211206T15Z,29197,83556
8553,20211206T14Z,26584,78669
8554,20211206T13Z,24805,75140
8555,20211206T12Z,24055,75991
8556,20211206T11Z,24227,79207
8557,20211206T10Z,24559,80728
8568,20211205T23Z,26773,100783
8569,20211205T22Z,26842,106755
8570,20211205T21Z,26918,110932
8571,20211205T20Z,27218,111480
8572,20211205T19Z,27700,110317
8573,20211205T18Z,27538,106954
8574,20211205T17Z,26383,93141
8575,20211205T16Z,25344,72376
8576,20211205T15Z,24887,60206
8577,20211205T14Z,24085,59188
8578,20211205T13Z,24017,61611
8579,20211205T12Z,24026,64426
8580,20211205T11Z,24365,63783
8581,20211205T10Z,25134,61049
8592,20211204T23Z,27255,94072
8593,20211204T22Z,27025,98715
8594,20211204T21Z,27014,100167
8595,20211204T20Z,27700,101510
8596,20211204T19Z,28256,105759
8597,20211204T18Z,28627,110562
8598,20211204T17Z,27946,99230
8599,20211204T16Z,26743,75311
8600,20211204T15Z,26309,60494
8601,20211204T14Z,25205,58094
8602,20211204T13Z,24578,59178
8603,20211204T12Z,24627,63263
8604,20211204T11Z,24970,62950
8605,20211204T10Z,25372,64402
8616,20211203T23Z,30580,98645
8617,20211203T22Z,28969,103117
8618,20211203T21Z,28900,107789
8619,20211203T20Z,29218,110040
8620,20211203T19Z,29549,114676
8621,20211203T18Z,30150,116977
8622,20211203T17Z,30429,107304
8623,20211203T16Z,30292,81783
8624,20211203T15Z,28917,64473
8625,20211203T14Z,26432,60842
8626,20211203T13Z,24895,63786
8627,20211203T12Z,24338,66853
8628,20211203T11Z,24508,66700
8629,20211203T10Z,25096,63520
8640,20211202T23Z,29904,100833
8641,20211202T22Z,29534,109203
8642,20211202T21Z,29111,111880
8643,20211202T20Z,29231,114282
8644,20211202T19Z,29640,123566
8645,20211202T18Z,30491,126201
8646,20211202T17Z,30542,113046
8647,20211202T16Z,30321,87329
8648,20211202T15Z,29075,70712
8649,20211202T14Z,26579,62842
8650,20211202T13Z,25165,60238
8651,20211202T12Z,24799,64168
8652,20211202T11Z,25044,66226
8653,20211202T10Z,25348,70411
8664,20211201T23Z,30415,104490
8665,20211201T22Z,29950,111480
8666,20211201T21Z,29310,115126
8667,20211201T20Z,29144,118221
8668,20211201T19Z,29248,122609
8669,20211201T18Z,29546,124070
8670,20211201T17Z,30053,112703
8671,20211201T16Z,30321,87628
8672,20211201T15Z,29141,69566
8673,20211201T14Z,26703,64165
8674,20211201T13Z,25189,63537
8675,20211201T12Z,24564,64019
8676,20211201T11Z,24593,65430
8677,20211201T10Z,25126,66570
8736,20211128T23Z,25726,95438
8737,20211128T22Z,24568,99210
8738,20211128T21Z,23859,100370
8739,20211128T20Z,23631,103446
8740,20211128T19Z,23860,102574
8741,20211128T18Z,24155,102296
8742,20211128T17Z,23928,91145
8743,20211128T16Z,24201,69905
8744,20211128T15Z,24000,47999
8745,20211128T14Z,23298,40946
8746,20211128T13Z,22916,39296
8747,20211128T12Z,22902,39528
8748,20211128T11Z,23177,40555
8749,20211128T10Z,23740,39801
8832,20211124T23Z,29079,94296
8833,20211124T22Z,28744,99182
8834,20211124T21Z,28240,101893
8835,20211124T20Z,28146,104368
8836,20211124T19Z,28366,105607
8837,20211124T18Z,29284,107520
8838,20211124T17Z,29297,97681
8839,20211124T16Z,29211,74295
8840,20211124T15Z,28324,51890
8841,20211124T14Z,26275,48811
8842,20211124T13Z,25054,45853
8843,20211124T12Z,24528,46249
8844,20211124T11Z,24707,50110
8845,20211124T10Z,25484,56725
8904,20211121T23Z,26166,92463
8905,20211121T22Z,25428,96728
8906,20211121T21Z,24832,98087
8907,20211121T20Z,24824,99901
8908,20211121T19Z,25083,99542
8909,20211121T18Z,25486,100180
8910,20211121T17Z,25697,91743
8911,20211121T16Z,24891,65822
8912,20211121T15Z,24462,45259
8913,20211121T14Z,23684,40922
8914,20211121T13Z,23197,39511
8915,20211121T12Z,23151,45433
8916,20211121T11Z,23444,48473
8917,20211121T10Z,23942,51704
9000,20211117T23Z,29956,102671
9001,20211117T22Z,29210,109081
9002,20211117T21Z,28777,110881
9003,20211117T20Z,28805,112522
9004,20211117T19Z,28980,114423
9005,20211117T18Z,29610,115758
9006,20211117T17Z,29780,105916
9007,20211117T16Z,29486,84578
9008,20211117T15Z,28245,68070
9009,20211117T14Z,25897,65078
9010,20211117T13Z,24397,61888
9011,20211117T12Z,23948,63688
9012,20211117T11Z,24069,66649
9013,20211117T10Z,24581,71754
9072,20211114T23Z,28492,92033
9073,20211114T22Z,27424,98212
9074,20211114T21Z,26555,102252
9075,20211114T20Z,26202,106735
9076,20211114T19Z,25963,109219
9077,20211114T18Z,25103,109150
9078,20211114T17Z,25091,100855
9079,20211114T16Z,25040,76280
9080,20211114T15Z,24498,52406
9081,20211114T14Z,23875,48550
9082,20211114T13Z,23571,47635
9083,20211114T12Z,23460,49143
9084,20211114T11Z,23424,48212
9085,20211114T10Z,23970,42726
9168,20211110T23Z,29716,92612
9169,20211110T22Z,29561,97928
9170,20211110T21Z,29071,100380
9171,20211110T20Z,28893,104667
9172,20211110T19Z,29125,105541
9173,20211110T18Z,29249,105268
9174,20211110T17Z,29587,92586
9175,20211110T16Z,29455,65305
9176,20211110T15Z,28545,48262
9177,20211110T14Z,26241,51280
9178,20211110T13Z,24687,50358
9179,20211110T12Z,24439,52013
9180,20211110T11Z,24744,53949
9181,20211110T10Z,24895,55491
9240,20211107T23Z,25513,78867
9241,20211107T22Z,23921,81837
9242,20211107T21Z,23203,86686
9243,20211107T20Z,22861,90613
9244,20211107T19Z,23322,90571
9245,20211107T18Z,24541,90050
9246,20211107T17Z,25360,79293
9247,20211107T16Z,25053,55761
9248,20211107T15Z,24444,35266
9249,20211107T14Z,23749,20812
9250,20211107T13Z,23150,14736
9251,20211107T12Z,23184,14124
9252,20211107T11Z,23551,20088
9253,20211107T10Z,23826,32543
9336,20211103T23Z,29864,103443
9337,20211103T22Z,29436,108916
9338,20211103T21Z,28719,108801
9339,20211103T20Z,28373,113734
9340,20211103T19Z,28473,116811
9341,20211103T18Z,28731,104243
9342,20211103T17Z,29572,76292
9343,20211103T16Z,29776,57167
9344,20211103T15Z,30001,54086
9345,20211103T14Z,28067,52775
9346,20211103T13Z,25581,54241
9347,20211103T12Z,24367,55550
9348,20211103T11Z,23996,55850
9349,20211103T10Z,24078,64228
9408,20211031T23Z,26021,83892
9409,20211031T22Z,25061,86685
9410,20211031T21Z,24582,88041
9411,20211031T20Z,24748,84515
9412,20211031T19Z,25144,85367
9413,20211031T18Z,26007,79659
9414,20211031T17Z,26299,62253
9415,20211031T16Z,25639,43459
9416,20211031T15Z,25153,35094
9417,20211031T14Z,24515,34766
9418,20211031T13Z,23807,36859
9419,20211031T12Z,23632,40190
9420,20211031T11Z,23732,47052
9421,20211031T10Z,24105,54478
9504,20211027T23Z,30103,107204
9505,20211027T22Z,29461,112379
9506,20211027T21Z,29066,115626
9507,20211027T20Z,28839,119924
9508,20211027T19Z,28950,121773
9509,20211027T18Z,29160,105486
9510,20211027T17Z,29440,76392
9511,20211027T16Z,29931,60276
9512,20211027T15Z,30270,56424
9513,20211027T14Z,28575,55593
9514,20211027T13Z,26032,55544
9515,20211027T12Z,24882,56846
9516,20211027T11Z,24678,58643
9517,20211027T10Z,24796,62632
9576,20211024T23Z,27335,95280
9577,20211024T22Z,26707,102409
9578,20211024T21Z,26605,102710
9579,20211024T20Z,26420,104440
9580,20211024T19Z,26164,103392
9581,20211024T18Z,25843,92177
9582,20211024T17Z,25615,69431
9583,20211024T16Z,25254,52566
9584,20211024T15Z,24655,49566
9585,20211024T14Z,24051,51653
9586,20211024T13Z,23218,49719
9587,20211024T12Z,22993,50235
9588,20211024T11Z,23076,49692
9589,20211024T10Z,23510,53669
9672,20211020T23Z,30125,104986
9673,20211020T22Z,30117,109704
9674,20211020T21Z,29980,112468
9675,20211020T20Z,29659,115481
9676,20211020T19Z,29628,116786
9677,20211020T18Z,29797,105838
9678,20211020T17Z,30328,83628
9679,20211020T16Z,30467,67763
9680,20211020T15Z,30191,68414
9681,20211020T14Z,28642,66188
9682,20211020T13Z,26108,63740
9683,20211020T12Z,24742,63926
9684,20211020T11Z,24370,64711
9685,20211020T10Z,24464,70145
9744,20211017T23Z,26710,87499
9745,20211017T22Z,25219,91006
9746,20211017T21Z,24591,93381
9747,20211017T20Z,24400,97805
9748,20211017T19Z,24366,94063
9749,20211017T18Z,24566,75993
9750,20211017T17Z,24650,50498
9751,20211017T16Z,24885,39869
9752,20211017T15Z,24397,35225
9753,20211017T14Z,24295,35150
9754,20211017T13Z,23608,38187
9755,20211017T12Z,23477,39200
9756,20211017T11Z,23266,45886
9757,20211017T10Z,23701,55445
9840,20211013T23Z,29438,92379
9841,20211013T22Z,28545,96028
9842,20211013T21Z,28329,101443
9843,20211013T20Z,28022,107577
9844,20211013T19Z,28572,104763
9845,20211013T18Z,29470,83249
9846,20211013T17Z,29809,65331
9847,20211013T16Z,29949,56248
9848,20211013T15Z,30292,51177
9849,20211013T14Z,28833,50721
9850,20211013T13Z,26210,49724
9851,20211013T12Z,24671,50106
9852,20211013T11Z,24128,51881
9853,20211013T10Z,24328,56943
9912,20211010T23Z,26175,79980
9913,20211010T22Z,24925,85557
9914,20211010T21Z,24115,90676
9915,20211010T20Z,23600,95402
9916,20211010T19Z,23484,93777
9917,20211010T18Z,23699,73383
9918,20211010T17Z,24196,47329
9919,20211010T16Z,24542,35501
9920,20211010T15Z,24577,31622
9921,20211010T14Z,24199,34389
9922,20211010T13Z,23507,37061
9923,20211010T12Z,23278,36152
9924,20211010T11Z,23323,42464
9925,20211010T10Z,23743,47946
10008,20211006T23Z,33453,101067
10009,20211006T22Z,32452,102251
10010,20211006T21Z,31649,106006
10011,20211006T20Z,31480,112397
10012,20211006T19Z,31816,111535
10013,20211006T18Z,32015,97716
10014,20211006T17Z,32074,79945
10015,20211006T16Z,31675,67132
10016,20211006T15Z,30919,57405
10017,20211006T14Z,29639,58318
10018,20211006T13Z,27468,59501
10019,20211006T12Z,26435,60028
10020,20211006T11Z,26107,65424
10021,20211006T10Z,26527,69713
10080,20211003T23Z,36376,107412
10081,20211003T22Z,33945,118122
10082,20211003T21Z,31419,126220
10083,20211003T20Z,29285,140356
10084,20211003T19Z,27829,144983
10085,20211003T18Z,26859,126278
10086,20211003T17Z,26039,93964
10087,20211003T16Z,25832,74970
10088,20211003T15Z,25126,64455
10089,20211003T14Z,25132,55055
10090,20211003T13Z,24672,47352
10091,20211003T12Z,24616,45225
10092,20211003T11Z,24992,45003
10093,20211003T10Z,25607,47663
10176,20210929T23Z,32677,98400
10177,20210929T22Z,31349,102500
10178,20210929T21Z,30510,102720
10179,20210929T20Z,30075,104759
10180,20210929T19Z,29631,101521
10181,20210929T18Z,29583,87786
10182,20210929T17Z,30103,71728
10183,20210929T16Z,29963,61738
10184,20210929T15Z,30082,54927
10185,20210929T14Z,29097,54807
10186,20210929T13Z,26670,58104
10187,20210929T12Z,25356,58037
10188,20210929T11Z,25075,58691
10189,20210929T10Z,25444,64406
10248,20210926T23Z,29997,77646
10249,20210926T22Z,28482,82350
10250,20210926T21Z,27725,87649
10251,20210926T20Z,27481,91083
10252,20210926T19Z,27714,88667
10253,20210926T18Z,28049,76834
10254,20210926T17Z,27395,60530
10255,20210926T16Z,26603,51222
10256,20210926T15Z,25843,45589
10257,20210926T14Z,25729,42029
10258,20210926T13Z,25251,45548
10259,20210926T12Z,24949,53849
10260,20210926T11Z,25207,56475
10261,20210926T10Z,25849,60912
10344,20210922T23Z,49343,119910
10345,20210922T22Z,47189,126931
10346,20210922T21Z,44566,135879
10347,20210922T20Z,41680,148229
10348,20210922T19Z,39013,151542
10349,20210922T18Z,37028,133925
10350,20210922T17Z,35612,118365
10351,20210922T16Z,34286,114784
10352,20210922T15Z,33038,108516
10353,20210922T14Z,31938,98722
10354,20210922T13Z,29807,89143
10355,20210922T12Z,28740,80161
10356,20210922T11Z,28641,77567
10357,20210922T10Z,29306,79553
10416,20210919T23Z,30387,86688
10417,20210919T22Z,29084,95121
10418,20210919T21Z,27529,97411
10419,20210919T20Z,26590,98768
10420,20210919T19Z,26313,90224
10421,20210919T18Z,26306,68880
10422,20210919T17Z,26120,51484
10423,20210919T16Z,26043,38540
10424,20210919T15Z,25151,34398
10425,20210919T14Z,25279,29873
10426,20210919T13Z,24910,29395
10427,20210919T12Z,24722,30782
10428,20210919T11Z,24989,30923
10429,20210919T10Z,25526,34826
10512,20210915T23Z,40296,100690
10513,20210915T22Z,38243,106103
10514,20210915T21Z,35787,109764
10515,20210915T20Z,34380,115128
10516,20210915T19Z,33578,112818
10517,20210915T18Z,32815,94839
10518,20210915T17Z,32756,81529
10519,20210915T16Z,32797,73058
10520,20210915T15Z,31922,67322
10521,20210915T14Z,30727,60129
10522,20210915T13Z,28624,57605
10523,20210915T12Z,27451,56477
10524,20210915T11Z,27354,56394
10525,20210915T10Z,27914,66017
10584,20210912T23Z,42999,112975
10585,20210912T22Z,40885,125056
10586,20210912T21Z,37700,133115
10587,20210912T20Z,34809,141150
10588,20210912T19Z,32657,139682
10589,20210912T18Z,31306,117091
10590,20210912T17Z,29721,99208
10591,20210912T16Z,28817,90310
10592,20210912T15Z,28049,84178
10593,20210912T14Z,27916,69145
10594,20210912T13Z,27856,59746
10595,20210912T12Z,27977,56352
10596,20210912T11Z,28592,56538
10597,20210912T10Z,29526,53513
10680,20210908T23Z,52026,147301
10681,20210908T22Z,49006,158887
10682,20210908T21Z,45792,170596
10683,20210908T20Z,42821,181827
10684,20210908T19Z,40038,184169
10685,20210908T18Z,38135,164825
10686,20210908T17Z,36648,146459
10687,20210908T16Z,35674,131419
10688,20210908T15Z,34176,117724
10689,20210908T14Z,32931,108058
10690,20210908T13Z,31347,100427
10691,20210908T12Z,30428,89677
10692,20210908T11Z,30663,86193
10693,20210908T10Z,31550,84833
10752,20210905T23Z,42812,123723
10753,20210905T22Z,39715,130873
10754,20210905T21Z,36441,138202
10755,20210905T20Z,33923,147495
10756,20210905T19Z,31568,144583
10757,20210905T18Z,29417,118133
10758,20210905T17Z,28079,104131
10759,20210905T16Z,27417,92348
10760,20210905T15Z,26452,77615
10761,20210905T14Z,25914,65124
10762,20210905T13Z,25774,64613
10763,20210905T12Z,25789,61030
10764,20210905T11Z,26298,55446
10765,20210905T10Z,27316,54486
10848,20210901T23Z,37017,98323
10849,20210901T22Z,35573,103110
10850,20210901T21Z,34617,108082
10851,20210901T20Z,34487,107565
10852,20210901T19Z,34417,95460
10853,20210901T18Z,34264,76381
10854,20210901T17Z,33757,64092
10855,20210901T16Z,33241,61926
10856,20210901T15Z,32447,59471
10857,20210901T14Z,30988,58980
10858,20210901T13Z,28956,61210
10859,20210901T12Z,27684,64214
10860,20210901T11Z,27582,67635
10861,20210901T10Z,27872,67753
10920,20210829T23Z,44963,122169
10921,20210829T22Z,42687,131947
10922,20210829T21Z,39380,141329
10923,20210829T20Z,36612,148705
10924,20210829T19Z,34502,143385
10925,20210829T18Z,32485,121752
10926,20210829T17Z,30478,112839
10927,20210829T16Z,29969,105738
10928,20210829T15Z,28546,97939
10929,20210829T14Z,28287,87026
10930,20210829T13Z,28454,79951
10931,20210829T12Z,28444,78087
10932,20210829T11Z,29103,72006
10933,20210829T10Z,29432,72847
11016,20210825T23Z,42754,111981
11017,20210825T22Z,40395,125523
11018,20210825T21Z,37733,129554
11019,20210825T20Z,35529,136036
11020,20210825T19Z,34318,127305
11021,20210825T18Z,33883,109345
11022,20210825T17Z,33415,102638
11023,20210825T16Z,32516,90487
11024,20210825T15Z,31334,79954
11025,20210825T14Z,30275,69904
11026,20210825T13Z,28643,63473
11027,20210825T12Z,27552,64066
11028,20210825T11Z,27784,67548
11029,20210825T10Z,27956,69976
11088,20210822T23Z,32063,100085
11089,20210822T22Z,30035,105306
11090,20210822T21Z,28716,108637
11091,20210822T20Z,28147,108841
11092,20210822T19Z,27818,97815
11093,20210822T18Z,28161,80603
11094,20210822T17Z,28151,64509
11095,20210822T16Z,27706,52592
11096,20210822T15Z,26538,42707
11097,20210822T14Z,25915,40992
11098,20210822T13Z,25727,42051
11099,20210822T12Z,25643,38910
11100,20210822T11Z,25901,42788
11101,20210822T10Z,26512,46946
11184,20210818T23Z,39043,108131
11185,20210818T22Z,38063,115459
11186,20210818T21Z,37087,117153
11187,20210818T20Z,36719,113345
11188,20210818T19Z,36688,104037
11189,20210818T18Z,36673,90656
11190,20210818T17Z,36352,81812
11191,20210818T16Z,35592,74377
11192,20210818T15Z,33899,69118
11193,20210818T14Z,32718,66060
11194,20210818T13Z,30742,67587
11195,20210818T12Z,29952,72780
11196,20210818T11Z,29892,78408
11197,20210818T10Z,30335,81673
11256,20210815T23Z,45088,126809
11257,20210815T22Z,42204,138127
11258,20210815T21Z,39341,144362
11259,20210815T20Z,36422,146324
11260,20210815T19Z,34951,139005
11261,20210815T18Z,33064,123681
11262,20210815T17Z,31741,114377
11263,20210815T16Z,30652,103293
11264,20210815T15Z,29452,92118
11265,20210815T14Z,28414,82282
11266,20210815T13Z,28632,73369
11267,20210815T12Z,28816,72017
11268,20210815T11Z,29387,71340
11269,20210815T10Z,30140,74104
11352,20210811T23Z,49998,134888
11353,20210811T22Z,48703,145640
11354,20210811T21Z,46816,152897
11355,20210811T20Z,44327,156130
11356,20210811T19Z,42095,154188
11357,20210811T18Z,39946,146476
11358,20210811T17Z,37977,140754
11359,20210811T16Z,36880,133249
11360,20210811T15Z,34821,124193
11361,20210811T14Z,33546,118066
11362,20210811T13Z,32481,107852
11363,20210811T12Z,31570,99928
11364,20210811T11Z,31373,97108
11365,20210811T10Z,32207,102441
11424,20210808T23Z,39823,114632
11425,20210808T22Z,36905,123360
11426,20210808T21Z,34141,129332
11427,20210808T20Z,32097,129734
11428,20210808T19Z,30457,118721
11429,20210808T18Z,29428,97610
11430,20210808T17Z,29245,83805
11431,20210808T16Z,28567,73319
11432,20210808T15Z,27464,62255
11433,20210808T14Z,27395,53208
11434,20210808T13Z,27647,50562
11435,20210808T12Z,27745,47370
11436,20210808T11Z,28201,48509
11437,20210808T10Z,29030,55040
11520,20210804T23Z,47960,132805
11521,20210804T22Z,45901,141458
11522,20210804T21Z,43648,154884
11523,20210804T20Z,40907,158535
11524,20210804T19Z,38837,146571
11525,20210804T18Z,37128,126802
11526,20210804T17Z,35642,114539
11527,20210804T16Z,34613,104561
11528,20210804T15Z,33636,97257
11529,20210804T14Z,32331,88850
11530,20210804T13Z,31211,78730
11531,20210804T12Z,30703,72618
11532,20210804T11Z,31033,71799
11533,20210804T10Z,31722,71218
11592,20210801T23Z,41167,118504
11593,20210801T22Z,39072,127893
11594,20210801T21Z,36626,134385
11595,20210801T20Z,34505,131211
11596,20210801T19Z,32823,112243
11597,20210801T18Z,30993,94934
11598,20210801T17Z,29757,88236
11599,20210801T16Z,28921,79745
11600,20210801T15Z,27914,72977
11601,20210801T14Z,27546,64350
11602,20210801T13Z,28060,58440
11603,20210801T12Z,28030,56231
11604,20210801T11Z,28623,48282
11605,20210801T10Z,29771,48528
11688,20210728T23Z,48280,134339
11689,20210728T22Z,45828,149407
11690,20210728T21Z,43535,158808
11691,20210728T20Z,41169,163325
11692,20210728T19Z,39466,150705
11693,20210728T18Z,37765,133061
11694,20210728T17Z,36494,126154
11695,20210728T16Z,35753,119084
11696,20210728T15Z,33676,110383
11697,20210728T14Z,31875,101358
11698,20210728T13Z,30984,94309
11699,20210728T12Z,30189,85341
11700,20210728T11Z,30334,82336
11701,20210728T10Z,31016,86856
11760,20210725T23Z,39869,113311
11761,20210725T22Z,38111,123127
11762,20210725T21Z,35706,123717
11763,20210725T20Z,33756,121609
11764,20210725T19Z,32787,114765
11765,20210725T18Z,31578,100592
11766,20210725T17Z,30463,91788
11767,20210725T16Z,29767,85390
11768,20210725T15Z,28966,78424
11769,20210725T14Z,27911,67965
11770,20210725T13Z,28138,64863
11771,20210725T12Z,28294,69476
11772,20210725T11Z,28783,66712
11773,20210725T10Z,29802,63973
11856,20210721T23Z,48950,137115
11857,20210721T22Z,46970,147529
11858,20210721T21Z,44922,156928
11859,20210721T20Z,42540,159743
11860,20210721T19Z,40487,146150
11861,20210721T18Z,38950,130668
11862,20210721T17Z,37194,123095
11863,20210721T16Z,35978,115316
11864,20210721T15Z,34419,108356
11865,20210721T14Z,32995,103692
11866,20210721T13Z,32343,97301
11867,20210721T12Z,31729,93728
11868,20210721T11Z,31810,89829
11869,20210721T10Z,32432,85047
11928,20210718T23Z,43516,136455
11929,20210718T22Z,41341,144498
11930,20210718T21Z,38981,148543
11931,20210718T20Z,36969,150337
11932,20210718T19Z,34576,142086
11933,20210718T18Z,32819,137805
11934,20210718T17Z,31637,127919
11935,20210718T16Z,30276,116204
11936,20210718T15Z,29680,102575
11937,20210718T14Z,29075,92273
11938,20210718T13Z,29356,84384
11939,20210718T12Z,29317,78355
11940,20210718T11Z,29751,79189
11941,20210718T10Z,30507,78347
12024,20210714T23Z,44822,131556
12025,20210714T22Z,43111,139789
12026,20210714T21Z,41603,143718
12027,20210714T20Z,39632,142972
12028,20210714T19Z,38009,126992
12029,20210714T18Z,37081,112138
12030,20210714T17Z,36694,104970
12031,20210714T16Z,35193,100976
12032,20210714T15Z,33758,94736
12033,20210714T14Z,32142,91526
12034,20210714T13Z,31493,85486
12035,20210714T12Z,30770,81649
12036,20210714T11Z,30721,81574
12037,20210714T10Z,31301,89025
12096,20210711T23Z,43378,120241
12097,20210711T22Z,41355,129404
12098,20210711T21Z,39365,138033
12099,20210711T20Z,37467,135252
12100,20210711T19Z,36246,118875
12101,20210711T18Z,34531,99844
12102,20210711T17Z,32919,90169
12103,20210711T16Z,31708,82025
12104,20210711T15Z,30226,73103
12105,20210711T14Z,28887,66408
12106,20210711T13Z,29505,61917
12107,20210711T12Z,29944,64270
12108,20210711T11Z,30890,63674
12109,20210711T10Z,32225,64272
12192,20210707T23Z,43544,124496
12193,20210707T22Z,41643,129452
12194,20210707T21Z,39769,134411
12195,20210707T20Z,38151,137220
12196,20210707T19Z,36560,123037
12197,20210707T18Z,35542,104889
12198,20210707T17Z,34717,98529
12199,20210707T16Z,33780,85395
12200,20210707T15Z,32439,81147
12201,20210707T14Z,30916,76714
12202,20210707T13Z,29780,74584
12203,20210707T12Z,29136,72380
12204,20210707T11Z,29280,73102
12205,20210707T10Z,29757,74996
12264,20210704T23Z,36257,100777
12265,20210704T22Z,34407,104537
12266,20210704T21Z,32561,108414
