05/03/2022,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,
Renewables,2815,2823,2827,2805,2734,2711,2707,2710,2721,2763,2820,2882,2935,2958,2961,2936,2977,3056,3122,3121,3096,3108,3065,2991,2972,2971,2976,3002,3019,3076,3128,3116,3106,3111,3093,3101,3151,3216,3212,3174,3147,3109,3119,3138,3127,3093,3066,3034,3023,3005,3008,3025,3067,3090,3088,3087,3091,3114,3117,3097,3061,3022,2942,2886,2867,2834,2829,2833,2850,2887,2929,2924,2953,2977,3029,3107,3124,3160,3237,3287,3328,3325,3302,3332,3351,3353,3437,3503,3523,3517,3607,3768,4018,4340,4819,5314,5954,6520,7075,7538,8048,8511,8856,9515,9649,10314,11091,11528,11906,12326,12666,12947,13205,13442,13670,13900,14067,14245,14380,14503,14622,14709,14823,14864,14936,15029,15086,15139,15101,15027,14898,14925,15060,15077,15021,15005,15061,15128,15133,15047,15124,15110,14960,14876,14882,14945,15109,15025,15103,15082,15184,14736,14785,14810,14897,14973,14982,14909,14657,14608,14682,14660,14590,14282,14294,14560,14381,14245,14327,14402,14351,14084,14426,14861,14476,14088,14246,14040,14082,13820,13533,13480,13128,12789,12512,12608,12444,12490,12380,11927,12097,12284,12161,11793,11424,10829,10030,9407,8783,8319,7787,7238,6815,6465,6279,6008,5685,5423,5158,4843,4587,4418,4272,4183,4121,4081,4030,4045,4014,3999,4023,4045,4057,4087,4101,4097,4071,4071,4100,4108,4126,4173,4201,4224,4225,4192,4161,4143,4120,4144,4164,4228,4270,4326,4350,4381,4448,4473,4439,4409,4384,4414,4424,4417,4403,4400,4424,4485,4501,4509,4506,4523,4546,4559,4544,4526,4487,4475,4510,4542,4535,4547,4534,4538,4540,4564,4618,4656,4710,4731,4705,4638,4628,4645,4629,4616,4583,4520,
Natural gas,12210,12183,12141,12198,12148,12073,12088,12172,12269,12211,12249,12237,12145,12060,12014,12088,12067,12114,12207,12157,12334,12476,12116,11889,11811,12035,12190,12246,12276,12330,12330,12294,12074,11978,11906,11836,11616,11477,11638,11781,11732,11582,11598,11638,11624,11600,11579,11615,11593,11410,11350,11381,11338,11258,11380,11387,11471,11501,11514,11557,11509,11380,11146,11263,11537,11644,11722,11909,12012,12085,12173,12223,12274,12759,12818,12914,12927,13036,13220,13392,13474,13567,13682,13794,13806,13804,13870,13886,13919,14032,14030,13721,13608,13740,13696,13598,13546,13353,13267,13211,12593,12065,11612,11377,11024,10783,10971,10944,10409,9683,9457,9559,9298,8937,9101,9073,8926,8799,8428,8475,8729,8948,9030,8825,8759,8892,8923,8920,8841,8735,8554,8283,8076,8100,7909,7908,7869,7738,7912,7749,7632,7728,7735,7806,8012,8217,8378,8196,8001,7896,7928,7734,7577,7717,7728,7718,7666,7407,7290,7184,7373,7336,7351,7061,7076,7282,7339,7215,7022,7188,7184,6775,6799,6861,6748,6510,6429,6308,6212,6524,6677,6571,6550,6465,6414,6489,6602,6766,7014,7027,7168,7457,7701,7936,7849,7933,7879,7722,8113,8869,9342,9407,9637,9806,10105,10523,10493,10566,10761,11017,11206,11381,11478,11572,11640,11711,11817,11718,11661,11759,11870,11912,11962,12080,12035,12031,11956,11903,11873,11863,11953,11919,11898,11845,11748,11753,11758,11644,11629,11614,11730,11194,11059,11050,11063,11054,11146,11173,11165,11201,11092,11063,11041,11225,11287,11343,11200,11064,11136,11231,11201,11125,10951,10870,10685,10765,11007,11069,11034,10980,10846,10577,10436,10313,10149,10017,9932,10000,9911,9954,9955,9809,9685,9401,9266,9303,9342,9244
Large hydro,944,708,587,587,590,535,483,444,435,429,430,430,428,400,368,445,476,395,362,399,479,509,381,356,353,376,391,399,384,371,360,358,359,355,359,357,352,376,390,400,387,371,362,362,362,357,356,361,361,381,393,392,392,378,373,388,376,377,393,411,464,891,1124,1134,1139,1147,1157,1150,1162,1216,1242,1265,1285,1540,1648,1652,1732,1786,1801,1816,1815,1838,1852,1861,1864,1857,1874,1835,1694,1667,1662,1668,1666,1648,1554,1247,909,926,948,936,881,871,869,857,851,724,644,627,624,570,566,500,241,166,150,167,195,210,208,202,187,179,178,195,184,98,56,47,50,44,50,47,52,286,372,366,376,363,355,359,363,363,363,362,380,382,386,386,389,390,387,386,383,381,374,380,367,372,387,392,409,393,394,396,392,392,389,396,391,390,386,389,380,362,363,371,375,382,382,383,378,384,400,411,411,405,375,360,357,340,325,334,336,427,465,468,802,791,795,820,855,937,1005,1026,1063,1279,1413,1479,1494,1513,1515,1514,1529,1539,1532,1534,1562,1703,1753,1753,1776,1789,1790,1819,1847,1854,1848,1832,1809,1734,1719,1710,1710,1705,1695,1688,1695,1694,1692,1718,1715,1640,1592,1584,1574,1419,1412,1470,1406,1391,1413,1361,1263,1271,1268,1282,1385,1405,1393,1367,1339,1303,1245,1240,1237,1194,1147,1151,1153,1143,1151,1145,1139,1138,1134,1089,1003,942,900,901,946,910,888,887,885,873,876,860
Imports,6592,6630,6548,6669,6806,6915,7032,6990,7053,7056,7094,7120,7034,6860,6732,6629,6615,6665,6691,6684,6536,6543,6442,6239,6225,6309,6302,6211,6200,6279,6426,6478,6439,6394,6366,6382,6018,5921,5886,5896,6351,6422,6370,6374,6434,6434,6373,6384,6403,6225,6218,6227,6302,6313,6215,6314,6250,6201,6241,6266,6329,6095,5979,5997,5837,5796,5771,5776,5784,5831,5836,5889,5917,6154,6192,6091,5988,5991,5882,5795,5800,5815,5819,5813,5880,6172,6233,6385,6592,6618,6624,6790,6727,6634,6623,6542,6393,6080,5766,5563,5413,5258,5075,4822,4818,4442,4457,4483,4457,4388,4310,4467,4452,4413,4329,4331,4301,4272,4312,4235,4124,4314,4336,4139,3856,3866,3826,3708,3551,3491,3491,3326,3221,3456,3474,3481,3292,3066,3050,2996,2875,2858,2821,2739,2744,2777,2701,2717,2629,2486,2528,2662,2505,2523,2454,2433,2286,2252,2376,2307,2455,2429,2400,2562,2571,2454,2541,2557,2478,2561,2612,2623,2433,2195,2382,2575,2391,2538,2539,2588,2688,2814,3088,3243,3213,3284,3424,3473,3477,3401,3216,3452,3577,3914,3907,4184,4428,4852,5326,5684,5934,5950,5992,6092,6066,5967,6191,6365,6459,6605,6603,6646,6625,6677,6612,6639,6659,6657,6782,6783,6712,6707,6749,7048,7220,7237,7360,7313,7291,7258,7203,7270,7222,7228,7243,7384,7406,7474,7562,7556,7539,7686,7744,7755,7651,7714,7718,7769,7906,7962,7846,7859,7652,7536,7554,7493,7474,7437,7491,7507,7525,7625,7634,7665,7638,7617,7538,7414,7317,7263,7158,7337,7391,7458,7571,7603,7602,7399,7373,7409,7411,7396,7457,7531,7583,7775,7716,7722
Batteries,-223,169,360,163,64,-33,-122,-66,-161,-246,-345,-366,-330,-202,-130,-188,-250,-303,-388,-410,-516,-637,-384,-108,-124,-289,-386,-394,-452,-561,-660,-678,-538,-489,-464,-424,43,156,26,-80,-415,-381,-388,-417,-439,-427,-338,-308,-283,-37,-34,-38,-46,8,25,46,16,25,40,69,129,120,169,178,171,212,244,213,202,151,150,177,192,-53,-88,36,192,219,232,319,398,474,532,576,630,590,630,587,591,606,514,531,427,159,-50,-86,17,173,55,-64,61,154,260,103,188,153,-355,-623,-578,-320,-347,-586,-346,-250,-530,-749,-815,-855,-789,-942,-1155,-1455,-1574,-1484,-1455,-1574,-1627,-1646,-1565,-1481,-1315,-1237,-1222,-1581,-1659,-1690,-1638,-1428,-1557,-1504,-1435,-1531,-1468,-1440,-1614,-1815,-2014,-1910,-1822,-1661,-1822,-1558,-1483,-1625,-1655,-1686,-1582,-1373,-1233,-1157,-1369,-1241,-1239,-1075,-1121,-1296,-1219,-941,-909,-1117,-1115,-709,-849,-959,-815,-519,-484,-333,-255,-296,-208,-100,-56,208,525,399,366,224,139,553,489,156,27,-86,168,267,464,659,522,177,158,462,635,802,738,565,538,548,585,623,781,929,1115,1225,1446,1587,1659,1782,1726,1786,1888,1901,1850,1447,1305,1298,1283,1336,1372,1351,1313,1256,1244,1231,1241,1101,1075,1091,1044,998,910,1203,1177,1124,1150,1114,998,842,714,636,727,678,890,822,791,756,824,797,660,534,485,395,423,364,482,424,219,236,225,225,339,258,211,143,85,77,76,96,92,-20,-83,-20,2,21,-6,-157,-149,-117
Nuclear,1131,1130,1130,1131,1131,1131,1130,1131,1130,1131,1130,1130,1131,1129,1130,1130,1130,1131,1131,1131,1131,1131,1132,1131,1131,1131,1131,1131,1131,1132,1131,1132,1131,1132,1131,1131,1132,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1130,1131,1131,1131,1132,1131,1131,1131,1131,1131,1131,1132,1131,1131,1131,1132,1132,1132,1131,1131,1131,1131,1132,1132,1132,1132,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1132,1133,1132,1133,1132,1133,1133,1133,1133,1132,1133,1132,1132,1132,1133,1132,1133,1132,1132,1133,1133,1133,1132,1133,1132,1133,1132,1132,1133,1133,1133,1133,1133,1133,1132,1132,1132,1133,1132,1132,1132,1132,1131,1131,1132,1132,1132,1132,1132,1132,1132,1132,1131,1131,1132,1131,1132,1131,1131,1131,1131,1132,1131,1131,1131,1132,1131,1132,1132,1132,1130,1130,1131,1131,1131,1132,1131,1132,1131,1131,1131,1132,1131,1132,1131,1131,1131,1131,1131,1131,1131,1131,1131,1131,1130,1130,1130,1131,1130,1129,1130,1129,1129,1129,1130,1129,1129,1129,1130,1129,1130,1130,1130,1130,1130,1131,1131,1131,1131,1131,1131,1131,1131,1132,1131,1132,1132,1132,1131,1132,1132,1132,1132,1132,1132,1132,1131,1131,1131,1130,1132,1132,1131,1131,1131,1131,1131,1132,1131,1132,1131,1131,1131,1131,1131,1132,1131,1132,1132,1131,1131,1133,1132,1132,1131,1132,1132,1132,1133,1133,1132,1132,1132,1133,1133,1133,1132,1132,1131,1132,1132,1132,1132,1132,1133,1132,1132,1132,1132,1132,1131,1132,1132,1132,1132,1132,1132,1132,1131,1131,1131
Coal,4,3,3,4,4,4,3,3,4,4,4,4,3,4,5,4,3,3,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4,5,5,5,4,2,4,6,6,5,3,4,5,5,4,4,4,4,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,5,1,3,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,3,3,4,4,4,5,4,5,5,5,5,4,4,4,3,3,3,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,4,4,4,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,4,3,2,3,3,4,4,4,3,3,4,4,4,4,4,3,4,5,4,4,3,3,3,3,4,4,5,5,4,4,4,4,4,3,4,4,4,4
Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
